{1}	{3}	{1}	{1}	{2}	{1}	{1}	{1}	{8}	{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23}	{2}	{4}	1	
{1}	{3}	{1}	{2}	{2}	{1}	{3}	{2}	{1}	{1}	{2}	{4}	0	
{2}	{1}	{1}	{1}	{1}	{1}	{1}	{2}	{1}	{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23}	{2}	{4}	0	
{4}	{1}	{1}	{3}	{1}	{2}	{5}	{2}	{1}	{1}	{8}	{4}	0	
{1}	{3}	{1}	{5}	{1}	{2}	{1}	{1}	{1}	{1}	{9}	{4}	1	
{1}	{3}	{2}	{4}	{2}	{2}	{1}	{2}	{3}	{1}	{5}	{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15}	0	
{1}	{3}	{2}	{1}	{2}	{1}	{1}	{1}	{1}	{2}	{2}	{2}	0	
{1}	{3}	{1}	{1}	{3}	{1}	{1}	{1, 2, 3, 4, 5}	{1}	{1}	{2}	{4}	1	
{2}	{1}	{2}	{2}	{1}	{1}	{1}	{2}	{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24}	{3}	{2}	{2}	0	
{5}	{1}	{1}	{4}	{2}	{1}	{1}	{2}	{3}	{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23}	{6}	{6}	0	
{5}	{1}	{1}	{1}	{3}	{5}	{5}	{1}	{5}	{1}	{4}	{3}	1	
{2}	{1, 2, 3, 4, 5, 6, 7, 8}	{1}	{2}	{2}	{1}	{1}	{1}	{3}	{1}	{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25}	{4}	0	
{2}	{1}	{2}	{1}	{3}	{1}	{1}	{2}	{4}	{1}	{10}	{4}	1	
{2}	{3}	{1}	{2}	{2}	{1}	{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17}	{2}	{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24}	{1}	{1}	{1}	0	
{4}	{3}	{1, 2}	{2}	{3}	{1}	{1}	{1}	{1}	{1}	{4}	{4}	1	
{9}	{2}	{1}	{1}	{3}	{1}	{6}	{2}	{1}	{1}	{2}	{2}	0	
{2}	{1}	{1}	{4}	{4}	{3}	{3}	{2}	{1}	{1}	{2}	{5}	1	
{3}	{3}	{1}	{4}	{4}	{1}	{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17}	{2}	{1}	{1}	{2}	{2}	1	
{4}	{1, 2, 3, 4, 5, 6, 7, 8}	{2}	{1}	{2}	{1}	{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17}	{2}	{1}	{1}	{2}	{2}	0	
{9}	{3}	{1}	{1}	{4}	{1}	{1}	{2}	{1}	{1}	{5}	{4}	1	
{2}	{3}	{1}	{1}	{1, 2, 3, 4, 5, 6, 7, 8, 9}	{2}	{5}	{1, 2, 3, 4, 5}	{1}	{1}	{11}	{4}	1	
{4}	{1, 2, 3, 4, 5, 6, 7, 8}	{1}	{4}	{3}	{2}	{1}	{2}	{1}	{2}	{5}	{4}	1	
{4}	{1}	{1}	{2}	{2}	{1}	{7}	{2}	{10}	{1}	{6}	{4}	0	
{2}	{3}	{1}	{1, 2, 3, 4, 5, 6, 7}	{4}	{1}	{5}	{1, 2, 3, 4, 5}	{11}	{2}	{10}	{5}	0	
{2}	{1}	{1}	{4}	{3}	{1}	{1}	{2}	{1}	{1}	{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25}	{2}	0	
{3}	{3}	{1}	{1}	{4}	{1}	{1}	{2}	{1}	{1}	{2}	{5}	1	
{1}	{3}	{2}	{1}	{4}	{1}	{5}	{2}	{1}	{1}	{5}	{4}	0	
{1}	{3}	{1}	{2}	{3}	{2}	{6}	{1}	{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24}	{1}	{5}	{7}	0	
{2}	{3}	{2}	{1}	{1}	{1}	{7}	{2}	{1}	{1}	{1}	{3}	1	
{2}	{1}	{1}	{1}	{1}	{1}	{1}	{1}	{8}	{1}	{2}	{4}	0	
{2}	{4}	{2}	{2}	{4}	{3}	{3}	{1}	{1}	{1}	{2}	{4}	1	
{1}	{1, 2, 3, 4, 5, 6, 7, 8}	{1}	{4}	{1}	{2}	{1}	{1}	{1}	{1}	{2}	{1}	1	
{2}	{1}	{1}	{4}	{1}	{1}	{1}	{2}	{8}	{1}	{2}	{1}	0	
{2}	{3}	{2}	{2}	{3}	{1}	{7}	{2}	{3}	{1}	{7}	{4}	1	
{2}	{3}	{1}	{4}	{2}	{1}	{1}	{1, 2, 3, 4, 5}	{3}	{1}	{6}	{4}	1	
{10}	{3}	{1}	{1}	{3}	{1}	{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17}	{2}	{3}	{1}	{5}	{7}	0	
{7}	{3}	{2}	{5}	{1, 2, 3, 4, 5, 6, 7, 8, 9}	{6}	{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17}	{2}	{1}	{1}	{2}	{5}	0	
{2}	{3}	{1}	{1, 2, 3, 4, 5, 6, 7}	{4}	{6}	{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17}	{2}	{1}	{1}	{2}	{4}	1	
{10}	{1}	{1}	{2}	{2}	{1}	{1}	{2}	{1}	{1}	{5}	{4}	1	
{6}	{1}	{1}	{1}	{1}	{2}	{1}	{2}	{3}	{1}	{2}	{2}	1	
{11}	{3}	{2}	{1}	{2}	{7}	{1}	{2}	{3}	{1}	{4}	{5}	0	
{5}	{2}	{2}	{1}	{3}	{2}	{3}	{2}	{10}	{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23}	{2}	{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15}	1	
{2}	{3}	{1, 2}	{4}	{3}	{1}	{5}	{2}	{1}	{1}	{7}	{8}	0	
{2}	{3}	{1}	{1}	{1}	{1}	{5}	{1}	{3}	{1}	{2}	{1}	0	
{2}	{3}	{1}	{1}	{5}	{1}	{1}	{2}	{1}	{1}	{6}	{4}	0	
{1}	{1}	{1}	{5}	{2}	{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17}	{1}	{1}	{1}	{1}	{2}	{4}	1	
{2}	{3}	{1}	{1}	{2}	{2}	{5}	{2}	{1}	{2}	{2}	{4}	0	
{2}	{1}	{2}	{4}	{1}	{2}	{7}	{2}	{4}	{2}	{10}	{4}	0	
{2}	{4}	{1}	{5}	{4}	{1}	{3}	{2}	{3}	{1}	{2}	{5}	1	
{11}	{3}	{1}	{1, 2, 3, 4, 5, 6, 7}	{1}	{2}	{5}	{2}	{3}	{1}	{7}	{4}	0	
{2}	{1, 2, 3, 4, 5, 6, 7, 8}	{2}	{1}	{2}	{2}	{5}	{1, 2, 3, 4, 5}	{3}	{1}	{2}	{4}	0	
{6}	{3}	{1}	{4}	{1}	{2}	{1}	{1, 2, 3, 4, 5}	{1}	{5}	{2}	{2}	1	
{10}	{1}	{2}	{1}	{3}	{2}	{5}	{2}	{3}	{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23}	{1}	{4}	1	
{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13}	{3}	{1}	{1}	{4}	{2}	{1}	{2}	{1}	{7}	{2}	{4}	0	
{2}	{1}	{1}	{4}	{3}	{1}	{3}	{2}	{1}	{8}	{5}	{4}	0	
{2}	{1}	{1}	{5}	{2}	{1}	{1}	{2}	{3}	{1}	{2}	{4}	0	
{2}	{1}	{1}	{2}	{3}	{1}	{5}	{2}	{5}	{1}	{4}	{3}	0	
{2}	{3}	{1}	{3}	{4}	{3}	{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17}	{2}	{1}	{1}	{2}	{7}	1	
{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13}	{1}	{2}	{4}	{3}	{2}	{1}	{2}	{1}	{1}	{2}	{2}	0	
{2}	{3}	{2}	{1, 2, 3, 4, 5, 6, 7}	{3}	{1}	{1}	{2}	{1}	{1}	{2}	{4}	0	
{6}	{5}	{1}	{4}	{4}	{2}	{1}	{2}	{3}	{1}	{2}	{4}	1	
{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13}	{1}	{1}	{1}	{1}	{2}	{1}	{1}	{3}	{1}	{1}	{1}	0	
{9}	{3}	{1}	{1}	{3}	{2}	{1}	{2}	{3}	{1}	{7}	{4}	0	
{1}	{1}	{1}	{4}	{3}	{1}	{3}	{2}	{1}	{8}	{2}	{6}	0	
{3}	{1}	{1}	{1}	{1}	{1}	{5}	{2}	{1}	{1}	{2}	{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15}	0	
{2}	{3}	{2}	{4}	{4}	{1}	{7}	{1}	{3}	{1}	{7}	{4}	0	
{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13}	{6}	{1}	{2}	{1}	{3}	{5}	{2}	{1}	{1}	{2}	{5}	1	
{2}	{1}	{2}	{5}	{2}	{1}	{3}	{2}	{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24}	{1}	{2}	{4}	1	
{1}	{3}	{1}	{5}	{2}	{2}	{1}	{2}	{10}	{1}	{2}	{5}	1	
{1}	{1}	{1}	{1}	{2}	{1}	{3}	{2}	{1}	{1}	{5}	{2}	1	
{4}	{3}	{1}	{1}	{4}	{4}	{6}	{2}	{1}	{1}	{2}	{4}	0	
{2}	{3}	{1, 2}	{2}	{1, 2, 3, 4, 5, 6, 7, 8, 9}	{3}	{1}	{2}	{1}	{1}	{10}	{5}	1	
{2}	{3}	{1}	{2}	{4}	{1}	{5}	{2}	{1}	{1}	{8}	{4}	1	
{12}	{4}	{2}	{1}	{4}	{8}	{7}	{2}	{1}	{1}	{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25}	{4}	0	
{1}	{1}	{1}	{1}	{3}	{1}	{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17}	{2}	{4}	{1}	{2}	{4}	0	
{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13}	{4}	{2}	{5}	{3}	{2}	{3}	{2}	{1}	{1}	{2}	{1}	1	
{2}	{4}	{2}	{1}	{3}	{2}	{6}	{2}	{4}	{1}	{1}	{4}	1	
{2}	{3}	{2}	{1}	{3}	{1}	{1}	{2}	{4}	{1}	{2}	{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15}	0	
{2}	{3}	{2}	{4}	{4}	{2}	{3}	{2}	{1}	{1}	{1}	{2}	0	
{3}	{1}	{1}	{5}	{1}	{1}	{5}	{2}	{1}	{1}	{1}	{2}	0	
{1}	{1}	{1}	{2}	{1}	{2}	{3}	{1, 2, 3, 4, 5}	{1}	{3}	{10}	{2}	1	
{13}	{3}	{1}	{4}	{1}	{9}	{3}	{2}	{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24}	{1}	{9}	{4}	0	
{2}	{3}	{1}	{2}	{1}	{2}	{5}	{2}	{1}	{1}	{2}	{2}	1	
{2}	{1}	{2}	{4}	{4}	{1}	{7}	{2}	{3}	{8}	{2}	{5}	1	
{6}	{1}	{1}	{4}	{1}	{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17}	{5}	{2}	{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24}	{1}	{2}	{1}	1	
{11}	{4}	{1}	{2}	{4}	{10}	{5}	{1}	{1}	{1}	{12}	{4}	0	
{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13}	{3}	{1}	{2}	{1}	{1}	{5}	{2}	{1}	{1}	{11}	{4}	0	
{5}	{1}	{1}	{1}	{3}	{1}	{5}	{1}	{3}	{1}	{1}	{3}	1	
{2}	{1}	{1}	{4}	{2}	{1}	{3}	{2}	{1}	{1}	{2}	{4}	1	
{2}	{4}	{2}	{4}	{3}	{1}	{1}	{2}	{1}	{2}	{9}	{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15}	1	
{2}	{3}	{1}	{2}	{1, 2, 3, 4, 5, 6, 7, 8, 9}	{1}	{7}	{2}	{1}	{1}	{5}	{4}	0	
{1}	{3}	{1, 2}	{2}	{2}	{2}	{1}	{1}	{1}	{1}	{2}	{5}	0	
{2}	{1}	{1}	{1, 2, 3, 4, 5, 6, 7}	{4}	{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17}	{1}	{2}	{1}	{3}	{2}	{4}	1	
{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13}	{3}	{2}	{1}	{2}	{1}	{5}	{1}	{3}	{1}	{10}	{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15}	0	
{5}	{3}	{1, 2}	{1, 2, 3, 4, 5, 6, 7}	{2}	{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17}	{1}	{2}	{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24}	{1}	{7}	{4}	0	
{9}	{3}	{1}	{1}	{3}	{1}	{7}	{2}	{1}	{1}	{2}	{4}	1	
{5}	{3}	{1}	{2}	{4}	{1}	{1}	{2}	{1}	{1}	{2}	{4}	0	
{2}	{3}	{1}	{2}	{3}	{1}	{5}	{2}	{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24}	{1}	{2}	{5}	0	
{2}	{1, 2, 3, 4, 5, 6, 7, 8}	{1}	{2}	{2}	{1}	{3}	{2}	{1}	{1}	{5}	{2}	0	
{2}	{1}	{1}	{4}	{2}	{2}	{5}	{2}	{4}	{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23}	{5}	{4}	0	
{10}	{3}	{1}	{2}	{4}	{2}	{3}	{2}	{3}	{9}	{2}	{4}	1	
{11}	{3}	{1}	{2}	{4}	{2}	{5}	{2}	{12}	{2}	{5}	{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15}	0	
{3}	{3}	{2}	{4}	{1}	{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17}	{1}	{2}	{1}	{1}	{2}	{4}	0	
{1}	{1}	{1}	{4}	{3}	{1}	{3}	{2}	{1}	{1}	{5}	{9}	1	
{1}	{1}	{2}	{4}	{4}	{2}	{1}	{1, 2, 3, 4, 5}	{1}	{1}	{2}	{4}	1	
{11}	{3}	{1}	{2}	{1, 2, 3, 4, 5, 6, 7, 8, 9}	{1}	{5}	{1}	{1}	{3}	{2}	{5}	0	
{2}	{3}	{1}	{1}	{1}	{1}	{5}	{1}	{1}	{1}	{5}	{5}	0	
{5}	{1}	{1}	{1}	{2}	{1}	{5}	{2}	{5}	{1}	{4}	{3}	0	
{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13}	{1}	{1}	{4}	{1}	{2}	{1}	{2}	{1}	{2}	{2}	{4}	0	
{9}	{3}	{1}	{4}	{2}	{2}	{6}	{2}	{1}	{1}	{2}	{4}	0	
{2}	{3}	{2}	{4}	{3}	{1}	{5}	{2}	{1}	{1}	{5}	{4}	1	
{2}	{1}	{2}	{1}	{1}	{2}	{3}	{2}	{13}	{1}	{5}	{4}	0	
{1}	{3}	{1}	{1}	{4}	{1}	{3}	{2}	{3}	{1}	{2}	{5}	1	
{11}	{3}	{1}	{1}	{3}	{2}	{3}	{2}	{1}	{1}	{2}	{4}	0	
{5}	{1, 2, 3, 4, 5, 6, 7, 8}	{1}	{1, 2, 3, 4, 5, 6, 7}	{4}	{1}	{1}	{2}	{5}	{1}	{5}	{4}	0	
{6}	{3}	{1}	{2}	{2}	{1}	{1}	{2}	{1}	{1}	{2}	{4}	0	
{5}	{2}	{2}	{1}	{4}	{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17}	{6}	{1}	{4}	{1}	{5}	{5}	0	
{2}	{3}	{2}	{3}	{4}	{1}	{5}	{1}	{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24}	{1}	{11}	{4}	0	
{7}	{3}	{1}	{2}	{2}	{1}	{5}	{2}	{3}	{1}	{2}	{2}	1	
{2}	{1}	{1}	{1}	{2}	{1}	{3}	{2}	{1}	{1}	{2}	{4}	0	
{5}	{3}	{1}	{4}	{1}	{3}	{1}	{2}	{1}	{1}	{2}	{4}	1	
{1}	{1}	{2}	{4}	{2}	{7}	{5}	{1}	{1}	{1}	{7}	{4}	0	
{5}	{1}	{1}	{3}	{1}	{1}	{5}	{1}	{5}	{1}	{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25}	{2}	0	
{1}	{6}	{1}	{2}	{3}	{1}	{1}	{1, 2, 3, 4, 5}	{1}	{1}	{5}	{4}	0	
{2}	{3}	{1}	{1}	{2}	{1}	{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17}	{2}	{1}	{1}	{2}	{1}	1	
{2}	{3}	{2}	{2}	{3}	{3}	{1}	{2}	{1}	{1}	{5}	{4}	1	
{5}	{6}	{1}	{4}	{1}	{1}	{1}	{2}	{1}	{1}	{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25}	{2}	1	
{2}	{6}	{1}	{4}	{1}	{6}	{1}	{2}	{1}	{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23}	{2}	{4}	0	
{2}	{3}	{1}	{2}	{6}	{2}	{5}	{1}	{3}	{1}	{1}	{4}	0	
{3}	{3}	{1}	{4}	{6}	{1}	{5}	{2}	{5}	{1}	{2}	{2}	0	
{5}	{6}	{1}	{2}	{1}	{1}	{1}	{2}	{1}	{1}	{6}	{4}	1	
{2}	{3}	{1}	{1}	{1, 2, 3, 4, 5, 6, 7, 8, 9}	{6}	{1}	{2}	{5}	{1}	{2}	{4}	0	
{3}	{4}	{2}	{5}	{4}	{6}	{7}	{2}	{1}	{2}	{2}	{8}	0	
{1}	{6}	{1}	{4}	{1}	{6}	{1}	{2}	{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24}	{1}	{2}	{4}	1	
{3}	{2}	{2}	{2}	{1}	{1}	{5}	{2}	{1}	{1}	{2}	{2}	0	
{2}	{6}	{2}	{4}	{3}	{2}	{6}	{2}	{4}	{1}	{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25}	{4}	1	
{1}	{3}	{2}	{5}	{2}	{7}	{5}	{2}	{1}	{1}	{5}	{4}	0	
{2}	{1}	{2}	{4}	{3}	{1}	{5}	{2}	{1}	{1}	{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25}	{4}	0	
{5}	{4}	{1}	{4}	{4}	{1}	{1}	{2}	{4}	{1}	{5}	{4}	1	
{2}	{1}	{1}	{4}	{1}	{1}	{1}	{2}	{1}	{1}	{2}	{2}	0	
{1}	{1}	{1}	{4}	{3}	{2}	{1}	{2}	{1}	{1}	{9}	{4}	1	
{2}	{3}	{1}	{2}	{4}	{1}	{5}	{2}	{1}	{1}	{4}	{5}	0	
{3}	{3}	{2}	{5}	{3}	{1}	{3}	{2}	{12}	{1}	{3}	{2}	0	
{2}	{1, 2, 3, 4, 5, 6, 7, 8}	{1}	{4}	{2}	{3}	{3}	{2}	{1}	{1}	{2}	{4}	1	
{3}	{3}	{1, 2}	{2}	{4}	{1}	{1}	{1, 2, 3, 4, 5}	{1}	{1}	{2}	{5}	0	
{5}	{3}	{2}	{3}	{3}	{3}	{3}	{2}	{1}	{8}	{10}	{3}	1	
{2}	{3}	{2}	{2}	{4}	{9}	{5}	{2}	{12}	{10}	{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25}	{4}	1	
{10}	{4}	{1}	{1}	{4}	{1}	{1}	{1}	{3}	{1}	{4}	{4}	0	
{4}	{3}	{1}	{4}	{1}	{7}	{1}	{2}	{1}	{1}	{2}	{4}	0	
{2}	{2}	{1}	{5}	{3}	{1}	{6}	{2}	{1}	{1}	{2}	{3}	1	
{4}	{3}	{1}	{4}	{4}	{1}	{3}	{2}	{12}	{1}	{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25}	{4}	0	
{2}	{1}	{1}	{4}	{4}	{1}	{3}	{2}	{12}	{8}	{10}	{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15}	0	
{2}	{1}	{1}	{3}	{1}	{1}	{5}	{1}	{12}	{1}	{6}	{7}	0	
{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13}	{4}	{1}	{2}	{1}	{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17}	{5}	{2}	{14}	{3}	{5}	{4}	0	
{2}	{3}	{1}	{1}	{4}	{2}	{1}	{2}	{1}	{1}	{11}	{6}	0	
{11}	{3}	{2}	{5}	{2}	{1}	{1}	{2}	{9}	{1}	{2}	{5}	0	
{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13}	{1}	{2}	{2}	{4}	{1}	{1}	{1}	{3}	{1}	{2}	{9}	0	
{5}	{6}	{1}	{2}	{4}	{1}	{6}	{2}	{4}	{1}	{6}	{2}	0	
{4}	{3}	{1}	{1}	{3}	{1}	{3}	{2}	{12}	{8}	{9}	{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15}	1	
{1}	{6}	{1, 2}	{4}	{2}	{1}	{3}	{1}	{1}	{1}	{2}	{9}	0	
{5}	{6}	{2}	{4}	{1}	{4}	{5}	{1}	{1}	{2}	{10}	{2}	0	
{2}	{3}	{1}	{4}	{1, 2, 3, 4, 5, 6, 7, 8, 9}	{1}	{5}	{1, 2, 3, 4, 5}	{1}	{1}	{2}	{4}	1	
{1}	{6}	{1}	{1}	{4}	{7}	{1}	{2}	{6}	{1}	{6}	{4}	1	
{2}	{6}	{1}	{4}	{3}	{1}	{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17}	{1}	{1}	{1}	{2}	{10}	0	
{2}	{4}	{1}	{1}	{4}	{4}	{5}	{2}	{3}	{1}	{5}	{5}	0	
{1}	{6}	{1}	{1, 2, 3, 4, 5, 6, 7}	{4}	{2}	{1}	{2}	{4}	{8}	{5}	{4}	1	
{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13}	{3}	{2}	{2}	{4}	{6}	{3}	{2}	{12}	{1}	{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25}	{4}	0	
{2}	{1}	{2}	{4}	{7}	{1}	{3}	{2}	{1}	{1}	{2}	{5}	0	
{5}	{1, 2, 3, 4, 5, 6, 7, 8}	{1}	{4}	{3}	{7}	{1}	{2}	{3}	{1}	{6}	{4}	1	
