1,2,3,4,5,6
'\'(6140-8120]\'','\'(-inf-2.22]\'','\'(0.27686-inf)\'','\'(55.46-59.42]\'','\'(-inf-0.006202]\'','\'(114.6621-118.4228]\''
'\'(6140-8120]\'','\'(-inf-2.22]\'','\'(0.27686-inf)\'','\'(55.46-59.42]\'','\'(-inf-0.006202]\'','\'(114.6621-118.4228]\''
'\'(8120-10100]\'','\'(-inf-2.22]\'','\'(0.27686-inf)\'','\'(55.46-59.42]\'','\'(-inf-0.006202]\'','\'(110.9014-114.6621]\''
'\'(12080-14060]\'','\'(-inf-2.22]\'','\'(0.27686-inf)\'','\'(55.46-59.42]\'','\'(-inf-0.006202]\'','\'(110.9014-114.6621]\''
'\'(-inf-2180]\'','\'(-inf-2.22]\'','\'(0.27686-inf)\'','\'(35.66-39.62]\'','\'(-inf-0.006202]\'','\'(114.6621-118.4228]\''
'\'(-inf-2180]\'','\'(-inf-2.22]\'','\'(0.27686-inf)\'','\'(35.66-39.62]\'','\'(-inf-0.006202]\'','\'(118.4228-122.1835]\''
'\'(-inf-2180]\'','\'(-inf-2.22]\'','\'(0.27686-inf)\'','\'(35.66-39.62]\'','\'(-inf-0.006202]\'','\'(122.1835-125.9442]\''
'\'(-inf-2180]\'','\'(-inf-2.22]\'','\'(0.27686-inf)\'','\'(35.66-39.62]\'','\'(-inf-0.006202]\'','\'(122.1835-125.9442]\''
'\'(-inf-2180]\'','\'(-inf-2.22]\'','\'(0.27686-inf)\'','\'(35.66-39.62]\'','\'(-inf-0.006202]\'','\'(125.9442-129.7049]\''
'\'(-inf-2180]\'','\'(-inf-2.22]\'','\'(0.27686-inf)\'','\'(35.66-39.62]\'','\'(-inf-0.006202]\'','\'(125.9442-129.7049]\''
'\'(-inf-2180]\'','\'(-inf-2.22]\'','\'(0.27686-inf)\'','\'(35.66-39.62]\'','\'(-inf-0.006202]\'','\'(125.9442-129.7049]\''
'\'(-inf-2180]\'','\'(-inf-2.22]\'','\'(0.27686-inf)\'','\'(35.66-39.62]\'','\'(-inf-0.006202]\'','\'(125.9442-129.7049]\''
'\'(-inf-2180]\'','\'(-inf-2.22]\'','\'(0.27686-inf)\'','\'(35.66-39.62]\'','\'(-inf-0.006202]\'','\'(122.1835-125.9442]\''
'\'(-inf-2180]\'','\'(-inf-2.22]\'','\'(0.27686-inf)\'','\'(35.66-39.62]\'','\'(-inf-0.006202]\'','\'(122.1835-125.9442]\''
'\'(-inf-2180]\'','\'(-inf-2.22]\'','\'(0.27686-inf)\'','\'(35.66-39.62]\'','\'(-inf-0.006202]\'','\'(122.1835-125.9442]\''
'\'(2180-4160]\'','\'(-inf-2.22]\'','\'(0.27686-inf)\'','\'(35.66-39.62]\'','\'(-inf-0.006202]\'','\'(118.4228-122.1835]\''
'\'(2180-4160]\'','\'(-inf-2.22]\'','\'(0.27686-inf)\'','\'(35.66-39.62]\'','\'(-inf-0.006202]\'','\'(118.4228-122.1835]\''
'\'(2180-4160]\'','\'(-inf-2.22]\'','\'(0.27686-inf)\'','\'(35.66-39.62]\'','\'(-inf-0.006202]\'','\'(118.4228-122.1835]\''
'\'(4160-6140]\'','\'(-inf-2.22]\'','\'(0.27686-inf)\'','\'(35.66-39.62]\'','\'(-inf-0.006202]\'','\'(114.6621-118.4228]\''
'\'(6140-8120]\'','\'(-inf-2.22]\'','\'(0.27686-inf)\'','\'(35.66-39.62]\'','\'(-inf-0.006202]\'','\'(114.6621-118.4228]\''
'\'(6140-8120]\'','\'(-inf-2.22]\'','\'(0.27686-inf)\'','\'(35.66-39.62]\'','\'(-inf-0.006202]\'','\'(114.6621-118.4228]\''
'\'(8120-10100]\'','\'(-inf-2.22]\'','\'(0.27686-inf)\'','\'(35.66-39.62]\'','\'(-inf-0.006202]\'','\'(110.9014-114.6621]\''
'\'(12080-14060]\'','\'(-inf-2.22]\'','\'(0.27686-inf)\'','\'(35.66-39.62]\'','\'(-inf-0.006202]\'','\'(107.1407-110.9014]\''
'\'(-inf-2180]\'','\'(-inf-2.22]\'','\'(0.27686-inf)\'','\'(-inf-35.66]\'','\'(-inf-0.006202]\'','\'(114.6621-118.4228]\''
'\'(-inf-2180]\'','\'(-inf-2.22]\'','\'(0.27686-inf)\'','\'(-inf-35.66]\'','\'(-inf-0.006202]\'','\'(118.4228-122.1835]\''
'\'(-inf-2180]\'','\'(-inf-2.22]\'','\'(0.27686-inf)\'','\'(-inf-35.66]\'','\'(-inf-0.006202]\'','\'(122.1835-125.9442]\''
'\'(-inf-2180]\'','\'(-inf-2.22]\'','\'(0.27686-inf)\'','\'(-inf-35.66]\'','\'(-inf-0.006202]\'','\'(122.1835-125.9442]\''
'\'(-inf-2180]\'','\'(-inf-2.22]\'','\'(0.27686-inf)\'','\'(-inf-35.66]\'','\'(-inf-0.006202]\'','\'(125.9442-129.7049]\''
'\'(-inf-2180]\'','\'(-inf-2.22]\'','\'(0.27686-inf)\'','\'(-inf-35.66]\'','\'(-inf-0.006202]\'','\'(125.9442-129.7049]\''
'\'(-inf-2180]\'','\'(-inf-2.22]\'','\'(0.27686-inf)\'','\'(-inf-35.66]\'','\'(-inf-0.006202]\'','\'(125.9442-129.7049]\''
'\'(-inf-2180]\'','\'(-inf-2.22]\'','\'(0.27686-inf)\'','\'(-inf-35.66]\'','\'(-inf-0.006202]\'','\'(125.9442-129.7049]\''
'\'(-inf-2180]\'','\'(-inf-2.22]\'','\'(0.27686-inf)\'','\'(-inf-35.66]\'','\'(-inf-0.006202]\'','\'(122.1835-125.9442]\''
'\'(-inf-2180]\'','\'(-inf-2.22]\'','\'(0.27686-inf)\'','\'(-inf-35.66]\'','\'(-inf-0.006202]\'','\'(122.1835-125.9442]\''
'\'(-inf-2180]\'','\'(-inf-2.22]\'','\'(0.27686-inf)\'','\'(-inf-35.66]\'','\'(-inf-0.006202]\'','\'(122.1835-125.9442]\''
'\'(2180-4160]\'','\'(-inf-2.22]\'','\'(0.27686-inf)\'','\'(-inf-35.66]\'','\'(-inf-0.006202]\'','\'(118.4228-122.1835]\''
'\'(2180-4160]\'','\'(-inf-2.22]\'','\'(0.27686-inf)\'','\'(-inf-35.66]\'','\'(-inf-0.006202]\'','\'(118.4228-122.1835]\''
'\'(2180-4160]\'','\'(-inf-2.22]\'','\'(0.27686-inf)\'','\'(-inf-35.66]\'','\'(-inf-0.006202]\'','\'(114.6621-118.4228]\''
'\'(4160-6140]\'','\'(-inf-2.22]\'','\'(0.27686-inf)\'','\'(-inf-35.66]\'','\'(-inf-0.006202]\'','\'(114.6621-118.4228]\''
'\'(6140-8120]\'','\'(-inf-2.22]\'','\'(0.27686-inf)\'','\'(-inf-35.66]\'','\'(-inf-0.006202]\'','\'(110.9014-114.6621]\''
'\'(6140-8120]\'','\'(-inf-2.22]\'','\'(0.27686-inf)\'','\'(-inf-35.66]\'','\'(-inf-0.006202]\'','\'(107.1407-110.9014]\''
'\'(8120-10100]\'','\'(-inf-2.22]\'','\'(0.27686-inf)\'','\'(-inf-35.66]\'','\'(-inf-0.006202]\'','\'(107.1407-110.9014]\''
'\'(-inf-2180]\'','\'(-inf-2.22]\'','\'(0.27686-inf)\'','\'(67.34-inf)\'','\'(-inf-0.006202]\'','\'(125.9442-129.7049]\''
'\'(-inf-2180]\'','\'(-inf-2.22]\'','\'(0.27686-inf)\'','\'(67.34-inf)\'','\'(-inf-0.006202]\'','\'(125.9442-129.7049]\''
'\'(-inf-2180]\'','\'(-inf-2.22]\'','\'(0.27686-inf)\'','\'(67.34-inf)\'','\'(-inf-0.006202]\'','\'(122.1835-125.9442]\''
'\'(-inf-2180]\'','\'(-inf-2.22]\'','\'(0.27686-inf)\'','\'(67.34-inf)\'','\'(-inf-0.006202]\'','\'(125.9442-129.7049]\''
'\'(-inf-2180]\'','\'(-inf-2.22]\'','\'(0.27686-inf)\'','\'(67.34-inf)\'','\'(-inf-0.006202]\'','\'(125.9442-129.7049]\''
'\'(2180-4160]\'','\'(-inf-2.22]\'','\'(0.27686-inf)\'','\'(67.34-inf)\'','\'(-inf-0.006202]\'','\'(122.1835-125.9442]\''
'\'(2180-4160]\'','\'(-inf-2.22]\'','\'(0.27686-inf)\'','\'(67.34-inf)\'','\'(-inf-0.006202]\'','\'(122.1835-125.9442]\''
'\'(2180-4160]\'','\'(-inf-2.22]\'','\'(0.27686-inf)\'','\'(67.34-inf)\'','\'(-inf-0.006202]\'','\'(118.4228-122.1835]\''
'\'(4160-6140]\'','\'(-inf-2.22]\'','\'(0.27686-inf)\'','\'(67.34-inf)\'','\'(-inf-0.006202]\'','\'(118.4228-122.1835]\''
'\'(6140-8120]\'','\'(-inf-2.22]\'','\'(0.27686-inf)\'','\'(67.34-inf)\'','\'(-inf-0.006202]\'','\'(114.6621-118.4228]\''
'\'(6140-8120]\'','\'(-inf-2.22]\'','\'(0.27686-inf)\'','\'(67.34-inf)\'','\'(-inf-0.006202]\'','\'(114.6621-118.4228]\''
'\'(8120-10100]\'','\'(-inf-2.22]\'','\'(0.27686-inf)\'','\'(67.34-inf)\'','\'(-inf-0.006202]\'','\'(110.9014-114.6621]\''
'\'(12080-14060]\'','\'(-inf-2.22]\'','\'(0.27686-inf)\'','\'(67.34-inf)\'','\'(-inf-0.006202]\'','\'(107.1407-110.9014]\''
'\'(14060-16040]\'','\'(-inf-2.22]\'','\'(0.27686-inf)\'','\'(67.34-inf)\'','\'(-inf-0.006202]\'','\'(-inf-107.1407]\''
'\'(-inf-2180]\'','\'(-inf-2.22]\'','\'(0.27686-inf)\'','\'(35.66-39.62]\'','\'(-inf-0.006202]\'','\'(118.4228-122.1835]\''
'\'(-inf-2180]\'','\'(-inf-2.22]\'','\'(0.27686-inf)\'','\'(35.66-39.62]\'','\'(-inf-0.006202]\'','\'(122.1835-125.9442]\''
'\'(-inf-2180]\'','\'(-inf-2.22]\'','\'(0.27686-inf)\'','\'(35.66-39.62]\'','\'(-inf-0.006202]\'','\'(125.9442-129.7049]\''
'\'(-inf-2180]\'','\'(-inf-2.22]\'','\'(0.27686-inf)\'','\'(35.66-39.62]\'','\'(-inf-0.006202]\'','\'(125.9442-129.7049]\''
'\'(-inf-2180]\'','\'(-inf-2.22]\'','\'(0.27686-inf)\'','\'(35.66-39.62]\'','\'(-inf-0.006202]\'','\'(125.9442-129.7049]\''
'\'(-inf-2180]\'','\'(-inf-2.22]\'','\'(0.27686-inf)\'','\'(35.66-39.62]\'','\'(-inf-0.006202]\'','\'(125.9442-129.7049]\''
'\'(-inf-2180]\'','\'(-inf-2.22]\'','\'(0.27686-inf)\'','\'(35.66-39.62]\'','\'(-inf-0.006202]\'','\'(122.1835-125.9442]\''
'\'(-inf-2180]\'','\'(-inf-2.22]\'','\'(0.27686-inf)\'','\'(35.66-39.62]\'','\'(-inf-0.006202]\'','\'(122.1835-125.9442]\''
'\'(-inf-2180]\'','\'(-inf-2.22]\'','\'(0.27686-inf)\'','\'(35.66-39.62]\'','\'(-inf-0.006202]\'','\'(118.4228-122.1835]\''
'\'(2180-4160]\'','\'(-inf-2.22]\'','\'(0.27686-inf)\'','\'(35.66-39.62]\'','\'(-inf-0.006202]\'','\'(118.4228-122.1835]\''
'\'(2180-4160]\'','\'(-inf-2.22]\'','\'(0.27686-inf)\'','\'(35.66-39.62]\'','\'(-inf-0.006202]\'','\'(118.4228-122.1835]\''
'\'(2180-4160]\'','\'(-inf-2.22]\'','\'(0.27686-inf)\'','\'(35.66-39.62]\'','\'(-inf-0.006202]\'','\'(114.6621-118.4228]\''
'\'(4160-6140]\'','\'(-inf-2.22]\'','\'(0.27686-inf)\'','\'(35.66-39.62]\'','\'(-inf-0.006202]\'','\'(114.6621-118.4228]\''
'\'(6140-8120]\'','\'(-inf-2.22]\'','\'(0.27686-inf)\'','\'(35.66-39.62]\'','\'(-inf-0.006202]\'','\'(114.6621-118.4228]\''
'\'(6140-8120]\'','\'(-inf-2.22]\'','\'(0.27686-inf)\'','\'(35.66-39.62]\'','\'(-inf-0.006202]\'','\'(110.9014-114.6621]\''
'\'(8120-10100]\'','\'(-inf-2.22]\'','\'(0.27686-inf)\'','\'(35.66-39.62]\'','\'(-inf-0.006202]\'','\'(107.1407-110.9014]\''
'\'(12080-14060]\'','\'(-inf-2.22]\'','\'(0.27686-inf)\'','\'(35.66-39.62]\'','\'(-inf-0.006202]\'','\'(-inf-107.1407]\''
'\'(-inf-2180]\'','\'(2.22-4.44]\'','\'(0.27686-inf)\'','\'(67.34-inf)\'','\'(-inf-0.006202]\'','\'(125.9442-129.7049]\''
'\'(-inf-2180]\'','\'(2.22-4.44]\'','\'(0.27686-inf)\'','\'(67.34-inf)\'','\'(-inf-0.006202]\'','\'(125.9442-129.7049]\''
'\'(-inf-2180]\'','\'(2.22-4.44]\'','\'(0.27686-inf)\'','\'(67.34-inf)\'','\'(-inf-0.006202]\'','\'(125.9442-129.7049]\''
'\'(-inf-2180]\'','\'(2.22-4.44]\'','\'(0.27686-inf)\'','\'(67.34-inf)\'','\'(-inf-0.006202]\'','\'(125.9442-129.7049]\''
'\'(-inf-2180]\'','\'(2.22-4.44]\'','\'(0.27686-inf)\'','\'(67.34-inf)\'','\'(-inf-0.006202]\'','\'(125.9442-129.7049]\''
'\'(-inf-2180]\'','\'(2.22-4.44]\'','\'(0.27686-inf)\'','\'(67.34-inf)\'','\'(-inf-0.006202]\'','\'(125.9442-129.7049]\''
'\'(-inf-2180]\'','\'(2.22-4.44]\'','\'(0.27686-inf)\'','\'(67.34-inf)\'','\'(-inf-0.006202]\'','\'(125.9442-129.7049]\''
'\'(-inf-2180]\'','\'(2.22-4.44]\'','\'(0.27686-inf)\'','\'(67.34-inf)\'','\'(-inf-0.006202]\'','\'(122.1835-125.9442]\''
'\'(2180-4160]\'','\'(2.22-4.44]\'','\'(0.27686-inf)\'','\'(67.34-inf)\'','\'(-inf-0.006202]\'','\'(122.1835-125.9442]\''
'\'(2180-4160]\'','\'(2.22-4.44]\'','\'(0.27686-inf)\'','\'(67.34-inf)\'','\'(-inf-0.006202]\'','\'(118.4228-122.1835]\''
'\'(2180-4160]\'','\'(2.22-4.44]\'','\'(0.27686-inf)\'','\'(67.34-inf)\'','\'(-inf-0.006202]\'','\'(118.4228-122.1835]\''
'\'(4160-6140]\'','\'(2.22-4.44]\'','\'(0.27686-inf)\'','\'(67.34-inf)\'','\'(-inf-0.006202]\'','\'(114.6621-118.4228]\''
'\'(6140-8120]\'','\'(2.22-4.44]\'','\'(0.27686-inf)\'','\'(67.34-inf)\'','\'(-inf-0.006202]\'','\'(114.6621-118.4228]\''
'\'(6140-8120]\'','\'(2.22-4.44]\'','\'(0.27686-inf)\'','\'(67.34-inf)\'','\'(-inf-0.006202]\'','\'(110.9014-114.6621]\''
'\'(8120-10100]\'','\'(2.22-4.44]\'','\'(0.27686-inf)\'','\'(67.34-inf)\'','\'(-inf-0.006202]\'','\'(107.1407-110.9014]\''
'\'(-inf-2180]\'','\'(2.22-4.44]\'','\'(0.27686-inf)\'','\'(55.46-59.42]\'','\'(-inf-0.006202]\'','\'(125.9442-129.7049]\''
'\'(-inf-2180]\'','\'(2.22-4.44]\'','\'(0.27686-inf)\'','\'(55.46-59.42]\'','\'(-inf-0.006202]\'','\'(125.9442-129.7049]\''
'\'(-inf-2180]\'','\'(2.22-4.44]\'','\'(0.27686-inf)\'','\'(55.46-59.42]\'','\'(-inf-0.006202]\'','\'(125.9442-129.7049]\''
'\'(-inf-2180]\'','\'(2.22-4.44]\'','\'(0.27686-inf)\'','\'(55.46-59.42]\'','\'(-inf-0.006202]\'','\'(129.7049-133.4656]\''
'\'(-inf-2180]\'','\'(2.22-4.44]\'','\'(0.27686-inf)\'','\'(55.46-59.42]\'','\'(-inf-0.006202]\'','\'(125.9442-129.7049]\''
'\'(-inf-2180]\'','\'(2.22-4.44]\'','\'(0.27686-inf)\'','\'(55.46-59.42]\'','\'(-inf-0.006202]\'','\'(125.9442-129.7049]\''
'\'(-inf-2180]\'','\'(2.22-4.44]\'','\'(0.27686-inf)\'','\'(55.46-59.42]\'','\'(-inf-0.006202]\'','\'(122.1835-125.9442]\''
'\'(-inf-2180]\'','\'(2.22-4.44]\'','\'(0.27686-inf)\'','\'(55.46-59.42]\'','\'(-inf-0.006202]\'','\'(122.1835-125.9442]\''
'\'(2180-4160]\'','\'(2.22-4.44]\'','\'(0.27686-inf)\'','\'(55.46-59.42]\'','\'(-inf-0.006202]\'','\'(122.1835-125.9442]\''
'\'(2180-4160]\'','\'(2.22-4.44]\'','\'(0.27686-inf)\'','\'(55.46-59.42]\'','\'(-inf-0.006202]\'','\'(118.4228-122.1835]\''
'\'(2180-4160]\'','\'(2.22-4.44]\'','\'(0.27686-inf)\'','\'(55.46-59.42]\'','\'(-inf-0.006202]\'','\'(118.4228-122.1835]\''
'\'(4160-6140]\'','\'(2.22-4.44]\'','\'(0.27686-inf)\'','\'(55.46-59.42]\'','\'(-inf-0.006202]\'','\'(114.6621-118.4228]\''
'\'(6140-8120]\'','\'(2.22-4.44]\'','\'(0.27686-inf)\'','\'(55.46-59.42]\'','\'(-inf-0.006202]\'','\'(114.6621-118.4228]\''
'\'(6140-8120]\'','\'(2.22-4.44]\'','\'(0.27686-inf)\'','\'(55.46-59.42]\'','\'(-inf-0.006202]\'','\'(110.9014-114.6621]\''
'\'(8120-10100]\'','\'(2.22-4.44]\'','\'(0.27686-inf)\'','\'(55.46-59.42]\'','\'(-inf-0.006202]\'','\'(110.9014-114.6621]\''
'\'(-inf-2180]\'','\'(2.22-4.44]\'','\'(0.27686-inf)\'','\'(35.66-39.62]\'','\'(-inf-0.006202]\'','\'(122.1835-125.9442]\''
'\'(-inf-2180]\'','\'(2.22-4.44]\'','\'(0.27686-inf)\'','\'(35.66-39.62]\'','\'(-inf-0.006202]\'','\'(122.1835-125.9442]\''
'\'(-inf-2180]\'','\'(2.22-4.44]\'','\'(0.27686-inf)\'','\'(35.66-39.62]\'','\'(-inf-0.006202]\'','\'(125.9442-129.7049]\''
'\'(-inf-2180]\'','\'(2.22-4.44]\'','\'(0.27686-inf)\'','\'(35.66-39.62]\'','\'(-inf-0.006202]\'','\'(125.9442-129.7049]\''
'\'(-inf-2180]\'','\'(2.22-4.44]\'','\'(0.27686-inf)\'','\'(35.66-39.62]\'','\'(-inf-0.006202]\'','\'(125.9442-129.7049]\''
'\'(-inf-2180]\'','\'(2.22-4.44]\'','\'(0.27686-inf)\'','\'(35.66-39.62]\'','\'(-inf-0.006202]\'','\'(125.9442-129.7049]\''
'\'(-inf-2180]\'','\'(2.22-4.44]\'','\'(0.27686-inf)\'','\'(35.66-39.62]\'','\'(-inf-0.006202]\'','\'(122.1835-125.9442]\''
'\'(-inf-2180]\'','\'(2.22-4.44]\'','\'(0.27686-inf)\'','\'(35.66-39.62]\'','\'(-inf-0.006202]\'','\'(122.1835-125.9442]\''
'\'(-inf-2180]\'','\'(2.22-4.44]\'','\'(0.27686-inf)\'','\'(35.66-39.62]\'','\'(-inf-0.006202]\'','\'(118.4228-122.1835]\''
'\'(2180-4160]\'','\'(2.22-4.44]\'','\'(0.27686-inf)\'','\'(35.66-39.62]\'','\'(-inf-0.006202]\'','\'(118.4228-122.1835]\''
'\'(2180-4160]\'','\'(2.22-4.44]\'','\'(0.27686-inf)\'','\'(35.66-39.62]\'','\'(-inf-0.006202]\'','\'(118.4228-122.1835]\''
'\'(2180-4160]\'','\'(2.22-4.44]\'','\'(0.27686-inf)\'','\'(35.66-39.62]\'','\'(-inf-0.006202]\'','\'(114.6621-118.4228]\''
'\'(4160-6140]\'','\'(2.22-4.44]\'','\'(0.27686-inf)\'','\'(35.66-39.62]\'','\'(-inf-0.006202]\'','\'(114.6621-118.4228]\''
'\'(6140-8120]\'','\'(2.22-4.44]\'','\'(0.27686-inf)\'','\'(35.66-39.62]\'','\'(-inf-0.006202]\'','\'(110.9014-114.6621]\''
'\'(6140-8120]\'','\'(2.22-4.44]\'','\'(0.27686-inf)\'','\'(35.66-39.62]\'','\'(-inf-0.006202]\'','\'(107.1407-110.9014]\''
'\'(-inf-2180]\'','\'(2.22-4.44]\'','\'(0.27686-inf)\'','\'(-inf-35.66]\'','\'(-inf-0.006202]\'','\'(122.1835-125.9442]\''
'\'(-inf-2180]\'','\'(2.22-4.44]\'','\'(0.27686-inf)\'','\'(-inf-35.66]\'','\'(-inf-0.006202]\'','\'(122.1835-125.9442]\''
'\'(-inf-2180]\'','\'(2.22-4.44]\'','\'(0.27686-inf)\'','\'(-inf-35.66]\'','\'(-inf-0.006202]\'','\'(125.9442-129.7049]\''
'\'(-inf-2180]\'','\'(2.22-4.44]\'','\'(0.27686-inf)\'','\'(-inf-35.66]\'','\'(-inf-0.006202]\'','\'(125.9442-129.7049]\''
'\'(-inf-2180]\'','\'(2.22-4.44]\'','\'(0.27686-inf)\'','\'(-inf-35.66]\'','\'(-inf-0.006202]\'','\'(125.9442-129.7049]\''
'\'(-inf-2180]\'','\'(2.22-4.44]\'','\'(0.27686-inf)\'','\'(-inf-35.66]\'','\'(-inf-0.006202]\'','\'(125.9442-129.7049]\''
'\'(-inf-2180]\'','\'(2.22-4.44]\'','\'(0.27686-inf)\'','\'(-inf-35.66]\'','\'(-inf-0.006202]\'','\'(122.1835-125.9442]\''
'\'(-inf-2180]\'','\'(2.22-4.44]\'','\'(0.27686-inf)\'','\'(-inf-35.66]\'','\'(-inf-0.006202]\'','\'(118.4228-122.1835]\''
'\'(-inf-2180]\'','\'(2.22-4.44]\'','\'(0.27686-inf)\'','\'(-inf-35.66]\'','\'(-inf-0.006202]\'','\'(118.4228-122.1835]\''
'\'(2180-4160]\'','\'(2.22-4.44]\'','\'(0.27686-inf)\'','\'(-inf-35.66]\'','\'(-inf-0.006202]\'','\'(118.4228-122.1835]\''
'\'(2180-4160]\'','\'(2.22-4.44]\'','\'(0.27686-inf)\'','\'(-inf-35.66]\'','\'(-inf-0.006202]\'','\'(114.6621-118.4228]\''
'\'(2180-4160]\'','\'(2.22-4.44]\'','\'(0.27686-inf)\'','\'(-inf-35.66]\'','\'(-inf-0.006202]\'','\'(114.6621-118.4228]\''
'\'(4160-6140]\'','\'(2.22-4.44]\'','\'(0.27686-inf)\'','\'(-inf-35.66]\'','\'(-inf-0.006202]\'','\'(110.9014-114.6621]\''
'\'(6140-8120]\'','\'(2.22-4.44]\'','\'(0.27686-inf)\'','\'(-inf-35.66]\'','\'(-inf-0.006202]\'','\'(107.1407-110.9014]\''
'\'(-inf-2180]\'','\'(2.22-4.44]\'','\'(0.27686-inf)\'','\'(67.34-inf)\'','\'(-inf-0.006202]\'','\'(125.9442-129.7049]\''
'\'(-inf-2180]\'','\'(2.22-4.44]\'','\'(0.27686-inf)\'','\'(67.34-inf)\'','\'(-inf-0.006202]\'','\'(125.9442-129.7049]\''
'\'(-inf-2180]\'','\'(2.22-4.44]\'','\'(0.27686-inf)\'','\'(67.34-inf)\'','\'(-inf-0.006202]\'','\'(125.9442-129.7049]\''
'\'(-inf-2180]\'','\'(2.22-4.44]\'','\'(0.27686-inf)\'','\'(67.34-inf)\'','\'(-inf-0.006202]\'','\'(129.7049-133.4656]\''
'\'(-inf-2180]\'','\'(2.22-4.44]\'','\'(0.27686-inf)\'','\'(67.34-inf)\'','\'(-inf-0.006202]\'','\'(129.7049-133.4656]\''
'\'(-inf-2180]\'','\'(2.22-4.44]\'','\'(0.27686-inf)\'','\'(67.34-inf)\'','\'(-inf-0.006202]\'','\'(129.7049-133.4656]\''
