1,2,3,4,5,6,7,8,9,10,11,12,13
'\'(1.8-2.2]\'','\'(4.8-5.2]\'','\'(82.8163-121.9816]\'','\'(91.9609-106.5508]\'','\'(50.7316-60.3668]\'','\'(73.5684-97.7901]\'','\'(97.1796-119.9872]\'','\'(-inf-86.5]\'','\'(35904-41882]\'','\'(24157.6-44863.2]\'','\'(33611-50811]\'','\'(34143-40759]\'','\'(226.8202-275.5243]\''
'\'(1.8-2.2]\'','\'(5.6-inf)\'','\'(121.9816-161.1469]\'','\'(91.9609-106.5508]\'','\'(31.4612-41.0964]\'','\'(49.3467-73.5684]\'','\'(142.7948-165.6024]\'','\'(-inf-86.5]\'','\'(47860-53838]\'','\'(44863.2-65568.8]\'','\'(33611-50811]\'','\'(27527-34143]\'','\'(226.8202-275.5243]\''
'\'(2.6-3]\'','\'(-inf-2.4]\'','\'(278.6428-317.8081]\'','\'(121.1407-135.7306]\'','\'(50.7316-60.3668]\'','\'(218.8986-243.1203]\'','\'(188.41-211.2176]\'','\'(-inf-86.5]\'','\'(65794-inf)\'','\'(44863.2-65568.8]\'','\'(154011-171211]\'','\'(27527-34143]\'','\'(470.3407-519.0448]\''
'\'(2.6-3]\'','\'(2.8-3.2]\'','\'(121.9816-161.1469]\'','\'(121.1407-135.7306]\'','\'(41.0964-50.7316]\'','\'(73.5684-97.7901]\'','\'(142.7948-165.6024]\'','\'(-inf-86.5]\'','\'(47860-53838]\'','\'(24157.6-44863.2]\'','\'(50811-68011]\'','\'(27527-34143]\'','\'(275.5243-324.2284]\''
'\'(2.6-3]\'','\'(3.6-4]\'','\'(200.3122-239.4775]\'','\'(91.9609-106.5508]\'','\'(41.0964-50.7316]\'','\'(146.2335-170.4552]\'','\'(97.1796-119.9872]\'','\'(86.5-173]\'','\'(47860-53838]\'','\'(24157.6-44863.2]\'','\'(119611-136811]\'','\'(27527-34143]\'','\'(275.5243-324.2284]\''
'\'(2.6-3]\'','\'(4.8-5.2]\'','\'(161.1469-200.3122]\'','\'(121.1407-135.7306]\'','\'(41.0964-50.7316]\'','\'(97.7901-122.0118]\'','\'(142.7948-165.6024]\'','\'(-inf-86.5]\'','\'(41882-47860]\'','\'(65568.8-86274.4]\'','\'(33611-50811]\'','\'(34143-40759]\'','\'(275.5243-324.2284]\''
'\'(3.8-4.2]\'','\'(2.8-3.2]\'','\'(396.1387-inf)\'','\'(179.5003-194.0902]\'','\'(60.3668-70.002]\'','\'(243.1203-inf)\'','\'(279.6404-inf)\'','\'(-inf-86.5]\'','\'(59816-65794]\'','\'(189802.4-inf)\'','\'(171211-inf)\'','\'(27527-34143]\'','\'(567.7489-inf)\''
'\'(3.8-4.2]\'','\'(3.6-4]\'','\'(200.3122-239.4775]\'','\'(106.5508-121.1407]\'','\'(70.002-79.6372]\'','\'(146.2335-170.4552]\'','\'(119.9872-142.7948]\'','\'(-inf-86.5]\'','\'(17970-23948]\'','\'(148391.2-169096.8]\'','\'(50811-68011]\'','\'(27527-34143]\'','\'(324.2284-372.9325]\''
'\'(3.8-4.2]\'','\'(4.8-5.2]\'','\'(161.1469-200.3122]\'','\'(121.1407-135.7306]\'','\'(70.002-79.6372]\'','\'(97.7901-122.0118]\'','\'(119.9872-142.7948]\'','\'(-inf-86.5]\'','\'(23948-29926]\'','\'(86274.4-106980]\'','\'(33611-50811]\'','\'(53991-60607]\'','\'(275.5243-324.2284]\''
'\'(3.8-4.2]\'','\'(5.6-inf)\'','\'(161.1469-200.3122]\'','\'(-inf-91.9609]\'','\'(60.3668-70.002]\'','\'(97.7901-122.0118]\'','\'(-inf-97.1796]\'','\'(-inf-86.5]\'','\'(41882-47860]\'','\'(65568.8-86274.4]\'','\'(50811-68011]\'','\'(27527-34143]\'','\'(226.8202-275.5243]\''
'\'(4.6-inf)\'','\'(-inf-2.4]\'','\'(356.9734-396.1387]\'','\'(135.7306-150.3205]\'','\'(108.5428-inf)\'','\'(243.1203-inf)\'','\'(142.7948-165.6024]\'','\'(-inf-86.5]\'','\'(29926-35904]\'','\'(189802.4-inf)\'','\'(119611-136811]\'','\'(47375-53991]\'','\'(519.0448-567.7489]\''
'\'(4.6-inf)\'','\'(2.8-3.2]\'','\'(200.3122-239.4775]\'','\'(106.5508-121.1407]\'','\'(50.7316-60.3668]\'','\'(122.0118-146.2335]\'','\'(142.7948-165.6024]\'','\'(519-605.5]\'','\'(35904-41882]\'','\'(127685.6-148391.2]\'','\'(50811-68011]\'','\'(27527-34143]\'','\'(324.2284-372.9325]\''
'\'(4.6-inf)\'','\'(3.6-4]\'','\'(161.1469-200.3122]\'','\'(106.5508-121.1407]\'','\'(41.0964-50.7316]\'','\'(97.7901-122.0118]\'','\'(142.7948-165.6024]\'','\'(519-605.5]\'','\'(53838-59816]\'','\'(86274.4-106980]\'','\'(50811-68011]\'','\'(34143-40759]\'','\'(275.5243-324.2284]\''
'\'(-inf-1.4]\'','\'(5.6-inf)\'','\'(239.4775-278.6428]\'','\'(121.1407-135.7306]\'','\'(108.5428-inf)\'','\'(122.0118-146.2335]\'','\'(165.6024-188.41]\'','\'(-inf-86.5]\'','\'(35904-41882]\'','\'(127685.6-148391.2]\'','\'(85211-102411]\'','\'(-inf-14295]\'','\'(372.9325-421.6366]\''
'\'(1.8-2.2]\'','\'(-inf-2.4]\'','\'(239.4775-278.6428]\'','\'(150.3205-164.9104]\'','\'(70.002-79.6372]\'','\'(146.2335-170.4552]\'','\'(165.6024-188.41]\'','\'(-inf-86.5]\'','\'(29926-35904]\'','\'(65568.8-86274.4]\'','\'(154011-171211]\'','\'(-inf-14295]\'','\'(372.9325-421.6366]\''
'\'(1.8-2.2]\'','\'(2.8-3.2]\'','\'(161.1469-200.3122]\'','\'(91.9609-106.5508]\'','\'(41.0964-50.7316]\'','\'(73.5684-97.7901]\'','\'(119.9872-142.7948]\'','\'(-inf-86.5]\'','\'(47860-53838]\'','\'(24157.6-44863.2]\'','\'(68011-85211]\'','\'(-inf-14295]\'','\'(226.8202-275.5243]\''
'\'(1.8-2.2]\'','\'(3.6-4]\'','\'(121.9816-161.1469]\'','\'(106.5508-121.1407]\'','\'(50.7316-60.3668]\'','\'(49.3467-73.5684]\'','\'(97.1796-119.9872]\'','\'(346-432.5]\'','\'(41882-47860]\'','\'(-inf-24157.6]\'','\'(68011-85211]\'','\'(14295-20911]\'','\'(226.8202-275.5243]\''
'\'(1.8-2.2]\'','\'(4.8-5.2]\'','\'(82.8163-121.9816]\'','\'(106.5508-121.1407]\'','\'(41.0964-50.7316]\'','\'(73.5684-97.7901]\'','\'(97.1796-119.9872]\'','\'(-inf-86.5]\'','\'(29926-35904]\'','\'(24157.6-44863.2]\'','\'(33611-50811]\'','\'(-inf-14295]\'','\'(226.8202-275.5243]\''
'\'(1.8-2.2]\'','\'(5.6-inf)\'','\'(121.9816-161.1469]\'','\'(91.9609-106.5508]\'','\'(41.0964-50.7316]\'','\'(49.3467-73.5684]\'','\'(97.1796-119.9872]\'','\'(-inf-86.5]\'','\'(41882-47860]\'','\'(24157.6-44863.2]\'','\'(50811-68011]\'','\'(-inf-14295]\'','\'(226.8202-275.5243]\''
'\'(2.6-3]\'','\'(-inf-2.4]\'','\'(161.1469-200.3122]\'','\'(164.9104-179.5003]\'','\'(50.7316-60.3668]\'','\'(122.0118-146.2335]\'','\'(165.6024-188.41]\'','\'(-inf-86.5]\'','\'(35904-41882]\'','\'(24157.6-44863.2]\'','\'(102411-119611]\'','\'(-inf-14295]\'','\'(324.2284-372.9325]\''
'\'(2.6-3]\'','\'(2.8-3.2]\'','\'(82.8163-121.9816]\'','\'(135.7306-150.3205]\'','\'(41.0964-50.7316]\'','\'(97.7901-122.0118]\'','\'(97.1796-119.9872]\'','\'(-inf-86.5]\'','\'(53838-59816]\'','\'(-inf-24157.6]\'','\'(50811-68011]\'','\'(-inf-14295]\'','\'(226.8202-275.5243]\''
'\'(2.6-3]\'','\'(3.6-4]\'','\'(121.9816-161.1469]\'','\'(106.5508-121.1407]\'','\'(31.4612-41.0964]\'','\'(97.7901-122.0118]\'','\'(-inf-97.1796]\'','\'(-inf-86.5]\'','\'(29926-35904]\'','\'(-inf-24157.6]\'','\'(68011-85211]\'','\'(14295-20911]\'','\'(226.8202-275.5243]\''
'\'(2.6-3]\'','\'(4.8-5.2]\'','\'(82.8163-121.9816]\'','\'(106.5508-121.1407]\'','\'(31.4612-41.0964]\'','\'(218.8986-243.1203]\'','\'(119.9872-142.7948]\'','\'(86.5-173]\'','\'(35904-41882]\'','\'(-inf-24157.6]\'','\'(50811-68011]\'','\'(-inf-14295]\'','\'(372.9325-421.6366]\''
'\'(2.6-3]\'','\'(5.6-inf)\'','\'(121.9816-161.1469]\'','\'(91.9609-106.5508]\'','\'(50.7316-60.3668]\'','\'(73.5684-97.7901]\'','\'(97.1796-119.9872]\'','\'(-inf-86.5]\'','\'(23948-29926]\'','\'(24157.6-44863.2]\'','\'(50811-68011]\'','\'(-inf-14295]\'','\'(226.8202-275.5243]\''
'\'(3.8-4.2]\'','\'(-inf-2.4]\'','\'(200.3122-239.4775]\'','\'(106.5508-121.1407]\'','\'(41.0964-50.7316]\'','\'(122.0118-146.2335]\'','\'(165.6024-188.41]\'','\'(-inf-86.5]\'','\'(35904-41882]\'','\'(24157.6-44863.2]\'','\'(154011-171211]\'','\'(-inf-14295]\'','\'(324.2284-372.9325]\''
'\'(3.8-4.2]\'','\'(2.8-3.2]\'','\'(121.9816-161.1469]\'','\'(106.5508-121.1407]\'','\'(31.4612-41.0964]\'','\'(97.7901-122.0118]\'','\'(97.1796-119.9872]\'','\'(-inf-86.5]\'','\'(47860-53838]\'','\'(-inf-24157.6]\'','\'(85211-102411]\'','\'(-inf-14295]\'','\'(226.8202-275.5243]\''
'\'(3.8-4.2]\'','\'(3.6-4]\'','\'(82.8163-121.9816]\'','\'(-inf-91.9609]\'','\'(31.4612-41.0964]\'','\'(73.5684-97.7901]\'','\'(-inf-97.1796]\'','\'(-inf-86.5]\'','\'(29926-35904]\'','\'(-inf-24157.6]\'','\'(33611-50811]\'','\'(14295-20911]\'','\'(178.1161-226.8202]\''
'\'(3.8-4.2]\'','\'(4.8-5.2]\'','\'(82.8163-121.9816]\'','\'(91.9609-106.5508]\'','\'(50.7316-60.3668]\'','\'(49.3467-73.5684]\'','\'(97.1796-119.9872]\'','\'(-inf-86.5]\'','\'(29926-35904]\'','\'(24157.6-44863.2]\'','\'(-inf-33611]\'','\'(-inf-14295]\'','\'(178.1161-226.8202]\''
'\'(3.8-4.2]\'','\'(5.6-inf)\'','\'(121.9816-161.1469]\'','\'(-inf-91.9609]\'','\'(31.4612-41.0964]\'','\'(49.3467-73.5684]\'','\'(97.1796-119.9872]\'','\'(-inf-86.5]\'','\'(29926-35904]\'','\'(24157.6-44863.2]\'','\'(50811-68011]\'','\'(-inf-14295]\'','\'(178.1161-226.8202]\''
'\'(4.6-inf)\'','\'(-inf-2.4]\'','\'(121.9816-161.1469]\'','\'(150.3205-164.9104]\'','\'(50.7316-60.3668]\'','\'(73.5684-97.7901]\'','\'(142.7948-165.6024]\'','\'(-inf-86.5]\'','\'(29926-35904]\'','\'(24157.6-44863.2]\'','\'(119611-136811]\'','\'(-inf-14295]\'','\'(275.5243-324.2284]\''
'\'(4.6-inf)\'','\'(2.8-3.2]\'','\'(121.9816-161.1469]\'','\'(121.1407-135.7306]\'','\'(50.7316-60.3668]\'','\'(97.7901-122.0118]\'','\'(97.1796-119.9872]\'','\'(-inf-86.5]\'','\'(47860-53838]\'','\'(24157.6-44863.2]\'','\'(85211-102411]\'','\'(-inf-14295]\'','\'(275.5243-324.2284]\''
'\'(4.6-inf)\'','\'(3.6-4]\'','\'(161.1469-200.3122]\'','\'(106.5508-121.1407]\'','\'(50.7316-60.3668]\'','\'(122.0118-146.2335]\'','\'(97.1796-119.9872]\'','\'(259.5-346]\'','\'(23948-29926]\'','\'(86274.4-106980]\'','\'(85211-102411]\'','\'(14295-20911]\'','\'(275.5243-324.2284]\''
'\'(4.6-inf)\'','\'(4.8-5.2]\'','\'(161.1469-200.3122]\'','\'(106.5508-121.1407]\'','\'(70.002-79.6372]\'','\'(73.5684-97.7901]\'','\'(119.9872-142.7948]\'','\'(-inf-86.5]\'','\'(35904-41882]\'','\'(106980-127685.6]\'','\'(33611-50811]\'','\'(-inf-14295]\'','\'(275.5243-324.2284]\''
'\'(4.6-inf)\'','\'(5.6-inf)\'','\'(161.1469-200.3122]\'','\'(106.5508-121.1407]\'','\'(98.9076-108.5428]\'','\'(97.7901-122.0118]\'','\'(97.1796-119.9872]\'','\'(-inf-86.5]\'','\'(23948-29926]\'','\'(106980-127685.6]\'','\'(50811-68011]\'','\'(-inf-14295]\'','\'(324.2284-372.9325]\''
