1,2,3,4,5,6,7
'\'(1.7188-2.2447]\'','\'(0.2171-0.4342]\'','\'(0.9008-1.1532]\'','\'(-inf-0.4]\'','\'(-inf-0.6]\'','\'(-0.0643-0.8756]\'','\'(1.9648-2.9207]\''
'\'(2.7706-3.2965]\'','\'(-inf-0.2171]\'','\'(1.1532-1.4056]\'','\'(-inf-0.4]\'','\'(-inf-0.6]\'','\'(0.8756-1.8155]\'','\'(1.9648-2.9207]\''
'\'(2.7706-3.2965]\'','\'(0.4342-0.6513]\'','\'(1.658-1.9104]\'','\'(-inf-0.4]\'','\'(-inf-0.6]\'','\'(-1.0042--0.0643]\'','\'(-inf-1.0089]\''
'\'(2.7706-3.2965]\'','\'(0.4342-0.6513]\'','\'(2.6676-inf)\'','\'(-inf-0.4]\'','\'(-inf-0.6]\'','\'(0.8756-1.8155]\'','\'(-inf-1.0089]\''
'\'(2.7706-3.2965]\'','\'(0.2171-0.4342]\'','\'(1.1532-1.4056]\'','\'(0.8-1.2]\'','\'(-inf-0.6]\'','\'(0.8756-1.8155]\'','\'(2.9207-3.8766]\''
'\'(2.2447-2.7706]\'','\'(0.8684-1.0855]\'','\'(1.658-1.9104]\'','\'(-inf-0.4]\'','\'(2.4-3]\'','\'(-1.9441--1.0042]\'','\'(2.9207-3.8766]\''
'\'(2.7706-3.2965]\'','\'(1.0855-1.3026]\'','\'(0.9008-1.1532]\'','\'(-inf-0.4]\'','\'(0.6-1.2]\'','\'(3.6953-4.6352]\'','\'(5.7884-6.7443]\''
'\'(2.7706-3.2965]\'','\'(0.6513-0.8684]\'','\'(0.9008-1.1532]\'','\'(-inf-0.4]\'','\'(-inf-0.6]\'','\'(3.6953-4.6352]\'','\'(4.8325-5.7884]\''
'\'(3.2965-3.8224]\'','\'(0.2171-0.4342]\'','\'(0.9008-1.1532]\'','\'(-inf-0.4]\'','\'(-inf-0.6]\'','\'(2.7554-3.6953]\'','\'(3.8766-4.8325]\''
'\'(2.2447-2.7706]\'','\'(0.8684-1.0855]\'','\'(0.6484-0.9008]\'','\'(-inf-0.4]\'','\'(-inf-0.6]\'','\'(1.8155-2.7554]\'','\'(4.8325-5.7884]\''
'\'(3.2965-3.8224]\'','\'(0.4342-0.6513]\'','\'(0.9008-1.1532]\'','\'(-inf-0.4]\'','\'(0.6-1.2]\'','\'(2.7554-3.6953]\'','\'(3.8766-4.8325]\''
'\'(3.2965-3.8224]\'','\'(-inf-0.2171]\'','\'(1.1532-1.4056]\'','\'(-inf-0.4]\'','\'(-inf-0.6]\'','\'(1.8155-2.7554]\'','\'(2.9207-3.8766]\''
'\'(3.8224-4.3483]\'','\'(-inf-0.2171]\'','\'(1.9104-2.1628]\'','\'(-inf-0.4]\'','\'(-inf-0.6]\'','\'(1.8155-2.7554]\'','\'(2.9207-3.8766]\''
'\'(2.7706-3.2965]\'','\'(0.4342-0.6513]\'','\'(1.9104-2.1628]\'','\'(-inf-0.4]\'','\'(-inf-0.6]\'','\'(-1.0042--0.0643]\'','\'(1.0089-1.9648]\''
'\'(2.2447-2.7706]\'','\'(0.8684-1.0855]\'','\'(0.9008-1.1532]\'','\'(-inf-0.4]\'','\'(-inf-0.6]\'','\'(0.8756-1.8155]\'','\'(3.8766-4.8325]\''
'\'(-inf-1.1929]\'','\'(1.0855-1.3026]\'','\'(0.6484-0.9008]\'','\'(-inf-0.4]\'','\'(0.6-1.2]\'','\'(-0.0643-0.8756]\'','\'(4.8325-5.7884]\''
'\'(3.2965-3.8224]\'','\'(0.2171-0.4342]\'','\'(1.1532-1.4056]\'','\'(-inf-0.4]\'','\'(-inf-0.6]\'','\'(2.7554-3.6953]\'','\'(2.9207-3.8766]\''
'\'(2.7706-3.2965]\'','\'(0.2171-0.4342]\'','\'(1.9104-2.1628]\'','\'(-inf-0.4]\'','\'(-inf-0.6]\'','\'(-1.0042--0.0643]\'','\'(1.0089-1.9648]\''
'\'(3.2965-3.8224]\'','\'(-inf-0.2171]\'','\'(1.4056-1.658]\'','\'(-inf-0.4]\'','\'(-inf-0.6]\'','\'(1.8155-2.7554]\'','\'(2.9207-3.8766]\''
'\'(2.2447-2.7706]\'','\'(0.4342-0.6513]\'','\'(1.1532-1.4056]\'','\'(-inf-0.4]\'','\'(0.6-1.2]\'','\'(0.8756-1.8155]\'','\'(1.9648-2.9207]\''
'\'(3.2965-3.8224]\'','\'(-inf-0.2171]\'','\'(0.9008-1.1532]\'','\'(-inf-0.4]\'','\'(-inf-0.6]\'','\'(2.7554-3.6953]\'','\'(3.8766-4.8325]\''
'\'(3.8224-4.3483]\'','\'(0.2171-0.4342]\'','\'(1.1532-1.4056]\'','\'(-inf-0.4]\'','\'(-inf-0.6]\'','\'(4.6352-5.5751]\'','\'(5.7884-6.7443]\''
'\'(3.2965-3.8224]\'','\'(-inf-0.2171]\'','\'(0.9008-1.1532]\'','\'(-inf-0.4]\'','\'(-inf-0.6]\'','\'(2.7554-3.6953]\'','\'(3.8766-4.8325]\''
'\'(2.7706-3.2965]\'','\'(0.2171-0.4342]\'','\'(0.9008-1.1532]\'','\'(2.8-3.2]\'','\'(-inf-0.6]\'','\'(1.8155-2.7554]\'','\'(3.8766-4.8325]\''
'\'(3.8224-4.3483]\'','\'(0.2171-0.4342]\'','\'(1.4056-1.658]\'','\'(-inf-0.4]\'','\'(0.6-1.2]\'','\'(2.7554-3.6953]\'','\'(1.9648-2.9207]\''
'\'(3.2965-3.8224]\'','\'(0.2171-0.4342]\'','\'(1.4056-1.658]\'','\'(-inf-0.4]\'','\'(-inf-0.6]\'','\'(1.8155-2.7554]\'','\'(2.9207-3.8766]\''
'\'(2.7706-3.2965]\'','\'(0.2171-0.4342]\'','\'(0.9008-1.1532]\'','\'(0.8-1.2]\'','\'(-inf-0.6]\'','\'(1.8155-2.7554]\'','\'(2.9207-3.8766]\''
'\'(1.7188-2.2447]\'','\'(0.4342-0.6513]\'','\'(0.9008-1.1532]\'','\'(0.8-1.2]\'','\'(-inf-0.6]\'','\'(1.8155-2.7554]\'','\'(3.8766-4.8325]\''
'\'(2.7706-3.2965]\'','\'(-inf-0.2171]\'','\'(1.1532-1.4056]\'','\'(-inf-0.4]\'','\'(-inf-0.6]\'','\'(0.8756-1.8155]\'','\'(2.9207-3.8766]\''
'\'(4.3483-4.8742]\'','\'(0.4342-0.6513]\'','\'(1.1532-1.4056]\'','\'(0.8-1.2]\'','\'(1.8-2.4]\'','\'(3.6953-4.6352]\'','\'(7.7002-8.6561]\''
'\'(3.2965-3.8224]\'','\'(0.2171-0.4342]\'','\'(1.9104-2.1628]\'','\'(-inf-0.4]\'','\'(0.6-1.2]\'','\'(0.8756-1.8155]\'','\'(1.9648-2.9207]\''
'\'(2.7706-3.2965]\'','\'(0.6513-0.8684]\'','\'(1.658-1.9104]\'','\'(-inf-0.4]\'','\'(1.8-2.4]\'','\'(-0.0643-0.8756]\'','\'(3.8766-4.8325]\''
'\'(2.7706-3.2965]\'','\'(0.2171-0.4342]\'','\'(0.9008-1.1532]\'','\'(-inf-0.4]\'','\'(-inf-0.6]\'','\'(1.8155-2.7554]\'','\'(2.9207-3.8766]\''
'\'(3.2965-3.8224]\'','\'(0.6513-0.8684]\'','\'(1.4056-1.658]\'','\'(1.6-2]\'','\'(1.8-2.4]\'','\'(1.8155-2.7554]\'','\'(4.8325-5.7884]\''
'\'(3.8224-4.3483]\'','\'(0.6513-0.8684]\'','\'(1.658-1.9104]\'','\'(-inf-0.4]\'','\'(1.8-2.4]\'','\'(2.7554-3.6953]\'','\'(4.8325-5.7884]\''
'\'(3.2965-3.8224]\'','\'(0.2171-0.4342]\'','\'(1.4056-1.658]\'','\'(1.6-2]\'','\'(0.6-1.2]\'','\'(1.8155-2.7554]\'','\'(2.9207-3.8766]\''
'\'(3.2965-3.8224]\'','\'(0.2171-0.4342]\'','\'(1.1532-1.4056]\'','\'(1.6-2]\'','\'(1.8-2.4]\'','\'(1.8155-2.7554]\'','\'(3.8766-4.8325]\''
'\'(1.7188-2.2447]\'','\'(0.8684-1.0855]\'','\'(0.6484-0.9008]\'','\'(-inf-0.4]\'','\'(-inf-0.6]\'','\'(3.6953-4.6352]\'','\'(4.8325-5.7884]\''
'\'(1.7188-2.2447]\'','\'(0.6513-0.8684]\'','\'(0.6484-0.9008]\'','\'(-inf-0.4]\'','\'(-inf-0.6]\'','\'(1.8155-2.7554]\'','\'(2.9207-3.8766]\''
'\'(2.7706-3.2965]\'','\'(-inf-0.2171]\'','\'(0.9008-1.1532]\'','\'(-inf-0.4]\'','\'(-inf-0.6]\'','\'(2.7554-3.6953]\'','\'(3.8766-4.8325]\''
'\'(2.2447-2.7706]\'','\'(0.4342-0.6513]\'','\'(0.9008-1.1532]\'','\'(-inf-0.4]\'','\'(-inf-0.6]\'','\'(2.7554-3.6953]\'','\'(3.8766-4.8325]\''
'\'(2.2447-2.7706]\'','\'(0.2171-0.4342]\'','\'(0.9008-1.1532]\'','\'(-inf-0.4]\'','\'(-inf-0.6]\'','\'(1.8155-2.7554]\'','\'(2.9207-3.8766]\''
'\'(1.7188-2.2447]\'','\'(0.6513-0.8684]\'','\'(0.6484-0.9008]\'','\'(-inf-0.4]\'','\'(-inf-0.6]\'','\'(2.7554-3.6953]\'','\'(3.8766-4.8325]\''
'\'(1.7188-2.2447]\'','\'(0.4342-0.6513]\'','\'(0.6484-0.9008]\'','\'(-inf-0.4]\'','\'(-inf-0.6]\'','\'(1.8155-2.7554]\'','\'(2.9207-3.8766]\''
'\'(1.7188-2.2447]\'','\'(0.4342-0.6513]\'','\'(0.6484-0.9008]\'','\'(-inf-0.4]\'','\'(-inf-0.6]\'','\'(1.8155-2.7554]\'','\'(3.8766-4.8325]\''
'\'(2.7706-3.2965]\'','\'(-inf-0.2171]\'','\'(0.9008-1.1532]\'','\'(-inf-0.4]\'','\'(-inf-0.6]\'','\'(1.8155-2.7554]\'','\'(1.9648-2.9207]\''
'\'(1.7188-2.2447]\'','\'(0.2171-0.4342]\'','\'(0.9008-1.1532]\'','\'(3.6-inf)\'','\'(1.8-2.4]\'','\'(-0.0643-0.8756]\'','\'(5.7884-6.7443]\''
'\'(2.7706-3.2965]\'','\'(0.2171-0.4342]\'','\'(1.4056-1.658]\'','\'(0.8-1.2]\'','\'(0.6-1.2]\'','\'(0.8756-1.8155]\'','\'(3.8766-4.8325]\''
'\'(1.1929-1.7188]\'','\'(0.4342-0.6513]\'','\'(1.658-1.9104]\'','\'(-inf-0.4]\'','\'(-inf-0.6]\'','\'(-0.0643-0.8756]\'','\'(2.9207-3.8766]\''
'\'(1.7188-2.2447]\'','\'(0.4342-0.6513]\'','\'(1.4056-1.658]\'','\'(-inf-0.4]\'','\'(-inf-0.6]\'','\'(1.8155-2.7554]\'','\'(2.9207-3.8766]\''
'\'(1.1929-1.7188]\'','\'(0.2171-0.4342]\'','\'(1.1532-1.4056]\'','\'(1.6-2]\'','\'(-inf-0.6]\'','\'(-0.0643-0.8756]\'','\'(5.7884-6.7443]\''
'\'(1.7188-2.2447]\'','\'(0.4342-0.6513]\'','\'(1.4056-1.658]\'','\'(0.8-1.2]\'','\'(-inf-0.6]\'','\'(0.8756-1.8155]\'','\'(2.9207-3.8766]\''
'\'(1.1929-1.7188]\'','\'(0.6513-0.8684]\'','\'(1.658-1.9104]\'','\'(-inf-0.4]\'','\'(-inf-0.6]\'','\'(1.8155-2.7554]\'','\'(1.9648-2.9207]\''
'\'(1.1929-1.7188]\'','\'(0.4342-0.6513]\'','\'(1.658-1.9104]\'','\'(-inf-0.4]\'','\'(-inf-0.6]\'','\'(-0.0643-0.8756]\'','\'(2.9207-3.8766]\''
'\'(2.2447-2.7706]\'','\'(-inf-0.2171]\'','\'(1.658-1.9104]\'','\'(-inf-0.4]\'','\'(-inf-0.6]\'','\'(-0.0643-0.8756]\'','\'(1.9648-2.9207]\''
'\'(1.7188-2.2447]\'','\'(-inf-0.2171]\'','\'(1.4056-1.658]\'','\'(-inf-0.4]\'','\'(-inf-0.6]\'','\'(-0.0643-0.8756]\'','\'(1.0089-1.9648]\''
'\'(1.1929-1.7188]\'','\'(-inf-0.2171]\'','\'(0.9008-1.1532]\'','\'(0.8-1.2]\'','\'(-inf-0.6]\'','\'(-0.0643-0.8756]\'','\'(2.9207-3.8766]\''
'\'(-inf-1.1929]\'','\'(0.4342-0.6513]\'','\'(1.1532-1.4056]\'','\'(-inf-0.4]\'','\'(-inf-0.6]\'','\'(-0.0643-0.8756]\'','\'(3.8766-4.8325]\''
'\'(2.2447-2.7706]\'','\'(0.2171-0.4342]\'','\'(1.9104-2.1628]\'','\'(-inf-0.4]\'','\'(-inf-0.6]\'','\'(-1.9441--1.0042]\'','\'(1.9648-2.9207]\''
'\'(1.7188-2.2447]\'','\'(0.2171-0.4342]\'','\'(1.4056-1.658]\'','\'(0.8-1.2]\'','\'(-inf-0.6]\'','\'(-0.0643-0.8756]\'','\'(4.8325-5.7884]\''
'\'(1.1929-1.7188]\'','\'(0.2171-0.4342]\'','\'(0.9008-1.1532]\'','\'(-inf-0.4]\'','\'(-inf-0.6]\'','\'(-0.0643-0.8756]\'','\'(3.8766-4.8325]\''
'\'(-inf-1.1929]\'','\'(0.4342-0.6513]\'','\'(1.658-1.9104]\'','\'(0.8-1.2]\'','\'(-inf-0.6]\'','\'(-0.0643-0.8756]\'','\'(3.8766-4.8325]\''
'\'(1.7188-2.2447]\'','\'(0.2171-0.4342]\'','\'(1.658-1.9104]\'','\'(-inf-0.4]\'','\'(-inf-0.6]\'','\'(-1.9441--1.0042]\'','\'(-inf-1.0089]\''
'\'(-inf-1.1929]\'','\'(0.2171-0.4342]\'','\'(1.4056-1.658]\'','\'(1.6-2]\'','\'(-inf-0.6]\'','\'(-1.9441--1.0042]\'','\'(1.9648-2.9207]\''
'\'(1.1929-1.7188]\'','\'(0.2171-0.4342]\'','\'(1.4056-1.658]\'','\'(0.8-1.2]\'','\'(-inf-0.6]\'','\'(-1.0042--0.0643]\'','\'(1.9648-2.9207]\''
'\'(2.7706-3.2965]\'','\'(0.2171-0.4342]\'','\'(1.4056-1.658]\'','\'(-inf-0.4]\'','\'(-inf-0.6]\'','\'(-0.0643-0.8756]\'','\'(1.0089-1.9648]\''
'\'(3.2965-3.8224]\'','\'(-inf-0.2171]\'','\'(1.4056-1.658]\'','\'(-inf-0.4]\'','\'(-inf-0.6]\'','\'(1.8155-2.7554]\'','\'(2.9207-3.8766]\''
'\'(3.2965-3.8224]\'','\'(0.4342-0.6513]\'','\'(1.1532-1.4056]\'','\'(-inf-0.4]\'','\'(-inf-0.6]\'','\'(2.7554-3.6953]\'','\'(2.9207-3.8766]\''
'\'(3.2965-3.8224]\'','\'(1.3026-1.5197]\'','\'(2.1628-2.4152]\'','\'(-inf-0.4]\'','\'(-inf-0.6]\'','\'(1.8155-2.7554]\'','\'(5.7884-6.7443]\''
'\'(5.4001-inf)\'','\'(-inf-0.2171]\'','\'(1.658-1.9104]\'','\'(-inf-0.4]\'','\'(-inf-0.6]\'','\'(5.5751-inf)\'','\'(3.8766-4.8325]\''
'\'(3.2965-3.8224]\'','\'(0.2171-0.4342]\'','\'(1.4056-1.658]\'','\'(0.8-1.2]\'','\'(-inf-0.6]\'','\'(1.8155-2.7554]\'','\'(2.9207-3.8766]\''
'\'(2.7706-3.2965]\'','\'(0.2171-0.4342]\'','\'(1.4056-1.658]\'','\'(-inf-0.4]\'','\'(0.6-1.2]\'','\'(0.8756-1.8155]\'','\'(1.0089-1.9648]\''
'\'(1.7188-2.2447]\'','\'(1.0855-1.3026]\'','\'(1.658-1.9104]\'','\'(-inf-0.4]\'','\'(0.6-1.2]\'','\'(-inf--1.9441]\'','\'(2.9207-3.8766]\''
'\'(1.7188-2.2447]\'','\'(0.6513-0.8684]\'','\'(0.9008-1.1532]\'','\'(-inf-0.4]\'','\'(-inf-0.6]\'','\'(0.8756-1.8155]\'','\'(2.9207-3.8766]\''
'\'(1.7188-2.2447]\'','\'(0.2171-0.4342]\'','\'(1.658-1.9104]\'','\'(0.8-1.2]\'','\'(0.6-1.2]\'','\'(-0.0643-0.8756]\'','\'(2.9207-3.8766]\''
'\'(2.7706-3.2965]\'','\'(0.2171-0.4342]\'','\'(1.4056-1.658]\'','\'(-inf-0.4]\'','\'(0.6-1.2]\'','\'(0.8756-1.8155]\'','\'(1.9648-2.9207]\''
'\'(2.7706-3.2965]\'','\'(0.2171-0.4342]\'','\'(1.658-1.9104]\'','\'(-inf-0.4]\'','\'(-inf-0.6]\'','\'(0.8756-1.8155]\'','\'(1.9648-2.9207]\''
'\'(2.7706-3.2965]\'','\'(-inf-0.2171]\'','\'(0.9008-1.1532]\'','\'(-inf-0.4]\'','\'(-inf-0.6]\'','\'(2.7554-3.6953]\'','\'(2.9207-3.8766]\''
'\'(2.2447-2.7706]\'','\'(0.2171-0.4342]\'','\'(0.9008-1.1532]\'','\'(-inf-0.4]\'','\'(-inf-0.6]\'','\'(1.8155-2.7554]\'','\'(2.9207-3.8766]\''
'\'(2.2447-2.7706]\'','\'(0.4342-0.6513]\'','\'(0.9008-1.1532]\'','\'(-inf-0.4]\'','\'(-inf-0.6]\'','\'(2.7554-3.6953]\'','\'(2.9207-3.8766]\''
'\'(1.7188-2.2447]\'','\'(0.4342-0.6513]\'','\'(0.6484-0.9008]\'','\'(-inf-0.4]\'','\'(-inf-0.6]\'','\'(1.8155-2.7554]\'','\'(3.8766-4.8325]\''
'\'(2.7706-3.2965]\'','\'(-inf-0.2171]\'','\'(0.9008-1.1532]\'','\'(-inf-0.4]\'','\'(-inf-0.6]\'','\'(1.8155-2.7554]\'','\'(2.9207-3.8766]\''
'\'(2.2447-2.7706]\'','\'(0.2171-0.4342]\'','\'(0.6484-0.9008]\'','\'(-inf-0.4]\'','\'(-inf-0.6]\'','\'(0.8756-1.8155]\'','\'(2.9207-3.8766]\''
'\'(2.2447-2.7706]\'','\'(0.6513-0.8684]\'','\'(1.9104-2.1628]\'','\'(-inf-0.4]\'','\'(1.8-2.4]\'','\'(-0.0643-0.8756]\'','\'(3.8766-4.8325]\''
'\'(1.7188-2.2447]\'','\'(0.8684-1.0855]\'','\'(0.6484-0.9008]\'','\'(-inf-0.4]\'','\'(-inf-0.6]\'','\'(3.6953-4.6352]\'','\'(3.8766-4.8325]\''
'\'(2.2447-2.7706]\'','\'(0.4342-0.6513]\'','\'(0.6484-0.9008]\'','\'(-inf-0.4]\'','\'(-inf-0.6]\'','\'(2.7554-3.6953]\'','\'(3.8766-4.8325]\''
'\'(2.7706-3.2965]\'','\'(-inf-0.2171]\'','\'(0.9008-1.1532]\'','\'(-inf-0.4]\'','\'(-inf-0.6]\'','\'(1.8155-2.7554]\'','\'(2.9207-3.8766]\''
'\'(2.2447-2.7706]\'','\'(-inf-0.2171]\'','\'(1.1532-1.4056]\'','\'(-inf-0.4]\'','\'(-inf-0.6]\'','\'(-0.0643-0.8756]\'','\'(1.9648-2.9207]\''
'\'(2.2447-2.7706]\'','\'(0.4342-0.6513]\'','\'(0.9008-1.1532]\'','\'(-inf-0.4]\'','\'(-inf-0.6]\'','\'(2.7554-3.6953]\'','\'(2.9207-3.8766]\''
'\'(2.7706-3.2965]\'','\'(0.2171-0.4342]\'','\'(1.1532-1.4056]\'','\'(-inf-0.4]\'','\'(-inf-0.6]\'','\'(0.8756-1.8155]\'','\'(1.9648-2.9207]\''
'\'(2.7706-3.2965]\'','\'(0.2171-0.4342]\'','\'(1.1532-1.4056]\'','\'(-inf-0.4]\'','\'(0.6-1.2]\'','\'(0.8756-1.8155]\'','\'(1.9648-2.9207]\''
'\'(2.2447-2.7706]\'','\'(0.2171-0.4342]\'','\'(0.6484-0.9008]\'','\'(-inf-0.4]\'','\'(-inf-0.6]\'','\'(0.8756-1.8155]\'','\'(2.9207-3.8766]\''
'\'(2.2447-2.7706]\'','\'(-inf-0.2171]\'','\'(1.1532-1.4056]\'','\'(-inf-0.4]\'','\'(-inf-0.6]\'','\'(-0.0643-0.8756]\'','\'(1.9648-2.9207]\''
'\'(3.2965-3.8224]\'','\'(0.6513-0.8684]\'','\'(1.4056-1.658]\'','\'(-inf-0.4]\'','\'(-inf-0.6]\'','\'(1.8155-2.7554]\'','\'(1.9648-2.9207]\''
'\'(2.7706-3.2965]\'','\'(0.2171-0.4342]\'','\'(2.1628-2.4152]\'','\'(-inf-0.4]\'','\'(-inf-0.6]\'','\'(-0.0643-0.8756]\'','\'(1.0089-1.9648]\''
'\'(2.2447-2.7706]\'','\'(-inf-0.2171]\'','\'(1.1532-1.4056]\'','\'(-inf-0.4]\'','\'(-inf-0.6]\'','\'(-0.0643-0.8756]\'','\'(1.9648-2.9207]\''
'\'(2.7706-3.2965]\'','\'(0.2171-0.4342]\'','\'(1.9104-2.1628]\'','\'(-inf-0.4]\'','\'(-inf-0.6]\'','\'(-0.0643-0.8756]\'','\'(1.0089-1.9648]\''
'\'(3.2965-3.8224]\'','\'(0.2171-0.4342]\'','\'(1.658-1.9104]\'','\'(-inf-0.4]\'','\'(0.6-1.2]\'','\'(1.8155-2.7554]\'','\'(3.8766-4.8325]\''
'\'(2.2447-2.7706]\'','\'(0.2171-0.4342]\'','\'(1.4056-1.658]\'','\'(-inf-0.4]\'','\'(0.6-1.2]\'','\'(0.8756-1.8155]\'','\'(2.9207-3.8766]\''
'\'(2.2447-2.7706]\'','\'(0.2171-0.4342]\'','\'(1.658-1.9104]\'','\'(-inf-0.4]\'','\'(0.6-1.2]\'','\'(0.8756-1.8155]\'','\'(2.9207-3.8766]\''
'\'(1.7188-2.2447]\'','\'(0.8684-1.0855]\'','\'(1.1532-1.4056]\'','\'(-inf-0.4]\'','\'(-inf-0.6]\'','\'(1.8155-2.7554]\'','\'(4.8325-5.7884]\''
'\'(2.2447-2.7706]\'','\'(0.4342-0.6513]\'','\'(1.4056-1.658]\'','\'(-inf-0.4]\'','\'(-inf-0.6]\'','\'(1.8155-2.7554]\'','\'(2.9207-3.8766]\''
'\'(2.7706-3.2965]\'','\'(-inf-0.2171]\'','\'(1.658-1.9104]\'','\'(-inf-0.4]\'','\'(-inf-0.6]\'','\'(-0.0643-0.8756]\'','\'(1.9648-2.9207]\''
'\'(1.7188-2.2447]\'','\'(-inf-0.2171]\'','\'(1.1532-1.4056]\'','\'(0.8-1.2]\'','\'(-inf-0.6]\'','\'(-0.0643-0.8756]\'','\'(1.9648-2.9207]\''
'\'(2.2447-2.7706]\'','\'(0.2171-0.4342]\'','\'(1.658-1.9104]\'','\'(-inf-0.4]\'','\'(-inf-0.6]\'','\'(-1.0042--0.0643]\'','\'(1.0089-1.9648]\''
'\'(1.1929-1.7188]\'','\'(0.2171-0.4342]\'','\'(0.9008-1.1532]\'','\'(-inf-0.4]\'','\'(-inf-0.6]\'','\'(-1.0042--0.0643]\'','\'(4.8325-5.7884]\''
'\'(2.2447-2.7706]\'','\'(0.2171-0.4342]\'','\'(1.9104-2.1628]\'','\'(-inf-0.4]\'','\'(-inf-0.6]\'','\'(-1.0042--0.0643]\'','\'(1.9648-2.9207]\''
'\'(2.2447-2.7706]\'','\'(0.2171-0.4342]\'','\'(2.4152-2.6676]\'','\'(-inf-0.4]\'','\'(-inf-0.6]\'','\'(-1.0042--0.0643]\'','\'(1.0089-1.9648]\''
'\'(2.7706-3.2965]\'','\'(-inf-0.2171]\'','\'(1.9104-2.1628]\'','\'(-inf-0.4]\'','\'(-inf-0.6]\'','\'(-0.0643-0.8756]\'','\'(1.0089-1.9648]\''
'\'(1.7188-2.2447]\'','\'(-inf-0.2171]\'','\'(1.1532-1.4056]\'','\'(-inf-0.4]\'','\'(-inf-0.6]\'','\'(-0.0643-0.8756]\'','\'(1.9648-2.9207]\''
'\'(2.2447-2.7706]\'','\'(0.2171-0.4342]\'','\'(1.658-1.9104]\'','\'(-inf-0.4]\'','\'(-inf-0.6]\'','\'(-0.0643-0.8756]\'','\'(1.0089-1.9648]\''
'\'(1.7188-2.2447]\'','\'(0.2171-0.4342]\'','\'(1.1532-1.4056]\'','\'(-inf-0.4]\'','\'(-inf-0.6]\'','\'(-0.0643-0.8756]\'','\'(2.9207-3.8766]\''
'\'(3.2965-3.8224]\'','\'(0.6513-0.8684]\'','\'(1.1532-1.4056]\'','\'(-inf-0.4]\'','\'(-inf-0.6]\'','\'(2.7554-3.6953]\'','\'(4.8325-5.7884]\''
