1,2,3,4,5,6,7,8
'\'(-67.6--61.2]\'','\'(-62.4--59.5]\'','\'(-63.1--59.8]\'','\'(-70.4--63.8]\'','\'(-78.4--73.1]\'','\'(-86.2--82.6]\'','\'(-87.5--84]\'',1
'\'(-61.2--54.8]\'','\'(-56.6--53.7]\'','\'(-63.1--59.8]\'','\'(-63.8--57.2]\'','\'(-78.4--73.1]\'','\'(-89.8--86.2]\'','\'(-84--80.5]\'',1
'\'(-67.6--61.2]\'','\'(-53.7--50.8]\'','\'(-63.1--59.8]\'','\'(-63.8--57.2]\'','\'(-73.1--67.8]\'','\'(-86.2--82.6]\'','\'(-84--80.5]\'',1
'\'(-67.6--61.2]\'','\'(-56.6--53.7]\'','\'(-63.1--59.8]\'','\'(-70.4--63.8]\'','\'(-73.1--67.8]\'','\'(-86.2--82.6]\'','\'(-91--87.5]\'',1
'\'(-67.6--61.2]\'','\'(-59.5--56.6]\'','\'(-59.8--56.5]\'','\'(-70.4--63.8]\'','\'(-73.1--67.8]\'','\'(-82.6--79]\'','\'(-94.5--91]\'',1
'\'(-67.6--61.2]\'','\'(-59.5--56.6]\'','\'(-63.1--59.8]\'','\'(-70.4--63.8]\'','\'(-78.4--73.1]\'','\'(-82.6--79]\'','\'(-91--87.5]\'',1
'\'(-67.6--61.2]\'','\'(-59.5--56.6]\'','\'(-63.1--59.8]\'','\'(-70.4--63.8]\'','\'(-73.1--67.8]\'','\'(-86.2--82.6]\'','\'(-87.5--84]\'',1
'\'(-inf--67.6]\'','\'(-65.3--62.4]\'','\'(-69.7--66.4]\'','\'(-70.4--63.8]\'','\'(-78.4--73.1]\'','\'(-86.2--82.6]\'','\'(-87.5--84]\'',1
'\'(-inf--67.6]\'','\'(-62.4--59.5]\'','\'(-69.7--66.4]\'','\'(-70.4--63.8]\'','\'(-83.7--78.4]\'','\'(-89.8--86.2]\'','\'(-84--80.5]\'',1
'\'(-67.6--61.2]\'','\'(-59.5--56.6]\'','\'(-63.1--59.8]\'','\'(-70.4--63.8]\'','\'(-83.7--78.4]\'','\'(-inf--93.4]\'','\'(-84--80.5]\'',1
'\'(-67.6--61.2]\'','\'(-59.5--56.6]\'','\'(-66.4--63.1]\'','\'(-70.4--63.8]\'','\'(-78.4--73.1]\'','\'(-89.8--86.2]\'','\'(-87.5--84]\'',1
'\'(-67.6--61.2]\'','\'(-59.5--56.6]\'','\'(-66.4--63.1]\'','\'(-70.4--63.8]\'','\'(-78.4--73.1]\'','\'(-89.8--86.2]\'','\'(-87.5--84]\'',1
'\'(-67.6--61.2]\'','\'(-59.5--56.6]\'','\'(-63.1--59.8]\'','\'(-70.4--63.8]\'','\'(-73.1--67.8]\'','\'(-93.4--89.8]\'','\'(-87.5--84]\'',1
'\'(-inf--67.6]\'','\'(-62.4--59.5]\'','\'(-63.1--59.8]\'','\'(-63.8--57.2]\'','\'(-78.4--73.1]\'','\'(-86.2--82.6]\'','\'(-87.5--84]\'',1
'\'(-inf--67.6]\'','\'(-59.5--56.6]\'','\'(-66.4--63.1]\'','\'(-70.4--63.8]\'','\'(-78.4--73.1]\'','\'(-89.8--86.2]\'','\'(-84--80.5]\'',1
'\'(-67.6--61.2]\'','\'(-62.4--59.5]\'','\'(-66.4--63.1]\'','\'(-70.4--63.8]\'','\'(-73.1--67.8]\'','\'(-89.8--86.2]\'','\'(-84--80.5]\'',1
'\'(-inf--67.6]\'','\'(-59.5--56.6]\'','\'(-66.4--63.1]\'','\'(-70.4--63.8]\'','\'(-83.7--78.4]\'','\'(-89.8--86.2]\'','\'(-87.5--84]\'',1
'\'(-67.6--61.2]\'','\'(-59.5--56.6]\'','\'(-63.1--59.8]\'','\'(-70.4--63.8]\'','\'(-78.4--73.1]\'','\'(-86.2--82.6]\'','\'(-94.5--91]\'',1
'\'(-67.6--61.2]\'','\'(-59.5--56.6]\'','\'(-66.4--63.1]\'','\'(-70.4--63.8]\'','\'(-83.7--78.4]\'','\'(-89.8--86.2]\'','\'(-91--87.5]\'',1
'\'(-67.6--61.2]\'','\'(-56.6--53.7]\'','\'(-63.1--59.8]\'','\'(-inf--70.4]\'','\'(-78.4--73.1]\'','\'(-89.8--86.2]\'','\'(-87.5--84]\'',1
'\'(-67.6--61.2]\'','\'(-59.5--56.6]\'','\'(-66.4--63.1]\'','\'(-70.4--63.8]\'','\'(-inf--83.7]\'','\'(-93.4--89.8]\'','\'(-91--87.5]\'',1
'\'(-67.6--61.2]\'','\'(-56.6--53.7]\'','\'(-66.4--63.1]\'','\'(-70.4--63.8]\'','\'(-83.7--78.4]\'','\'(-93.4--89.8]\'','\'(-87.5--84]\'',1
'\'(-inf--67.6]\'','\'(-59.5--56.6]\'','\'(-66.4--63.1]\'','\'(-70.4--63.8]\'','\'(-78.4--73.1]\'','\'(-89.8--86.2]\'','\'(-87.5--84]\'',1
'\'(-67.6--61.2]\'','\'(-56.6--53.7]\'','\'(-66.4--63.1]\'','\'(-70.4--63.8]\'','\'(-83.7--78.4]\'','\'(-inf--93.4]\'','\'(-91--87.5]\'',1
'\'(-67.6--61.2]\'','\'(-71.1--68.2]\'','\'(-63.1--59.8]\'','\'(-70.4--63.8]\'','\'(-83.7--78.4]\'','\'(-89.8--86.2]\'','\'(-87.5--84]\'',1
'\'(-inf--67.6]\'','\'(-59.5--56.6]\'','\'(-63.1--59.8]\'','\'(-70.4--63.8]\'','\'(-78.4--73.1]\'','\'(-93.4--89.8]\'','\'(-87.5--84]\'',1
'\'(-67.6--61.2]\'','\'(-59.5--56.6]\'','\'(-63.1--59.8]\'','\'(-70.4--63.8]\'','\'(-73.1--67.8]\'','\'(-86.2--82.6]\'','\'(-87.5--84]\'',1
'\'(-67.6--61.2]\'','\'(-59.5--56.6]\'','\'(-66.4--63.1]\'','\'(-70.4--63.8]\'','\'(-78.4--73.1]\'','\'(-93.4--89.8]\'','\'(-94.5--91]\'',1
'\'(-67.6--61.2]\'','\'(-59.5--56.6]\'','\'(-59.8--56.5]\'','\'(-70.4--63.8]\'','\'(-73.1--67.8]\'','\'(-82.6--79]\'','\'(-94.5--91]\'',1
'\'(-67.6--61.2]\'','\'(-53.7--50.8]\'','\'(-59.8--56.5]\'','\'(-70.4--63.8]\'','\'(-73.1--67.8]\'','\'(-86.2--82.6]\'','\'(-84--80.5]\'',1
'\'(-67.6--61.2]\'','\'(-56.6--53.7]\'','\'(-63.1--59.8]\'','\'(-70.4--63.8]\'','\'(-67.8--62.5]\'','\'(-82.6--79]\'','\'(-87.5--84]\'',1
'\'(-67.6--61.2]\'','\'(-53.7--50.8]\'','\'(-63.1--59.8]\'','\'(-70.4--63.8]\'','\'(-67.8--62.5]\'','\'(-89.8--86.2]\'','\'(-87.5--84]\'',1
'\'(-67.6--61.2]\'','\'(-56.6--53.7]\'','\'(-59.8--56.5]\'','\'(-70.4--63.8]\'','\'(-67.8--62.5]\'','\'(-86.2--82.6]\'','\'(-87.5--84]\'',1
'\'(-67.6--61.2]\'','\'(-53.7--50.8]\'','\'(-63.1--59.8]\'','\'(-70.4--63.8]\'','\'(-67.8--62.5]\'','\'(-86.2--82.6]\'','\'(-91--87.5]\'',1
'\'(-67.6--61.2]\'','\'(-56.6--53.7]\'','\'(-63.1--59.8]\'','\'(-63.8--57.2]\'','\'(-67.8--62.5]\'','\'(-89.8--86.2]\'','\'(-87.5--84]\'',1
'\'(-61.2--54.8]\'','\'(-56.6--53.7]\'','\'(-63.1--59.8]\'','\'(-70.4--63.8]\'','\'(-78.4--73.1]\'','\'(-89.8--86.2]\'','\'(-87.5--84]\'',1
'\'(-67.6--61.2]\'','\'(-56.6--53.7]\'','\'(-63.1--59.8]\'','\'(-70.4--63.8]\'','\'(-78.4--73.1]\'','\'(-89.8--86.2]\'','\'(-91--87.5]\'',1
'\'(-67.6--61.2]\'','\'(-56.6--53.7]\'','\'(-66.4--63.1]\'','\'(-70.4--63.8]\'','\'(-78.4--73.1]\'','\'(-86.2--82.6]\'','\'(-91--87.5]\'',1
'\'(-67.6--61.2]\'','\'(-56.6--53.7]\'','\'(-66.4--63.1]\'','\'(-70.4--63.8]\'','\'(-78.4--73.1]\'','\'(-82.6--79]\'','\'(-87.5--84]\'',1
'\'(-67.6--61.2]\'','\'(-59.5--56.6]\'','\'(-66.4--63.1]\'','\'(-70.4--63.8]\'','\'(-78.4--73.1]\'','\'(-82.6--79]\'','\'(-87.5--84]\'',1
'\'(-67.6--61.2]\'','\'(-62.4--59.5]\'','\'(-63.1--59.8]\'','\'(-70.4--63.8]\'','\'(-73.1--67.8]\'','\'(-89.8--86.2]\'','\'(-94.5--91]\'',1
'\'(-61.2--54.8]\'','\'(-56.6--53.7]\'','\'(-63.1--59.8]\'','\'(-70.4--63.8]\'','\'(-73.1--67.8]\'','\'(-79--75.4]\'','\'(-87.5--84]\'',1
'\'(-67.6--61.2]\'','\'(-59.5--56.6]\'','\'(-63.1--59.8]\'','\'(-70.4--63.8]\'','\'(-73.1--67.8]\'','\'(-86.2--82.6]\'','\'(-87.5--84]\'',1
'\'(-67.6--61.2]\'','\'(-59.5--56.6]\'','\'(-56.5--53.2]\'','\'(-70.4--63.8]\'','\'(-83.7--78.4]\'','\'(-86.2--82.6]\'','\'(-94.5--91]\'',1
'\'(-67.6--61.2]\'','\'(-59.5--56.6]\'','\'(-59.8--56.5]\'','\'(-70.4--63.8]\'','\'(-78.4--73.1]\'','\'(-82.6--79]\'','\'(-91--87.5]\'',1
'\'(-67.6--61.2]\'','\'(-59.5--56.6]\'','\'(-59.8--56.5]\'','\'(-70.4--63.8]\'','\'(-73.1--67.8]\'','\'(-86.2--82.6]\'','\'(-91--87.5]\'',1
'\'(-61.2--54.8]\'','\'(-62.4--59.5]\'','\'(-59.8--56.5]\'','\'(-63.8--57.2]\'','\'(-67.8--62.5]\'','\'(-82.6--79]\'','\'(-87.5--84]\'',1
'\'(-61.2--54.8]\'','\'(-59.5--56.6]\'','\'(-56.5--53.2]\'','\'(-70.4--63.8]\'','\'(-73.1--67.8]\'','\'(-82.6--79]\'','\'(-91--87.5]\'',1
'\'(-61.2--54.8]\'','\'(-56.6--53.7]\'','\'(-63.1--59.8]\'','\'(-70.4--63.8]\'','\'(-73.1--67.8]\'','\'(-86.2--82.6]\'','\'(-84--80.5]\'',1
'\'(-61.2--54.8]\'','\'(-62.4--59.5]\'','\'(-59.8--56.5]\'','\'(-63.8--57.2]\'','\'(-78.4--73.1]\'','\'(-82.6--79]\'','\'(-84--80.5]\'',1
'\'(-67.6--61.2]\'','\'(-62.4--59.5]\'','\'(-63.1--59.8]\'','\'(-63.8--57.2]\'','\'(-78.4--73.1]\'','\'(-86.2--82.6]\'','\'(-80.5--77]\'',1
'\'(-67.6--61.2]\'','\'(-56.6--53.7]\'','\'(-66.4--63.1]\'','\'(-63.8--57.2]\'','\'(-73.1--67.8]\'','\'(-82.6--79]\'','\'(-94.5--91]\'',1
'\'(-67.6--61.2]\'','\'(-62.4--59.5]\'','\'(-69.7--66.4]\'','\'(-70.4--63.8]\'','\'(-73.1--67.8]\'','\'(-86.2--82.6]\'','\'(-87.5--84]\'',1
'\'(-67.6--61.2]\'','\'(-59.5--56.6]\'','\'(-63.1--59.8]\'','\'(-70.4--63.8]\'','\'(-73.1--67.8]\'','\'(-86.2--82.6]\'','\'(-87.5--84]\'',1
'\'(-67.6--61.2]\'','\'(-62.4--59.5]\'','\'(-63.1--59.8]\'','\'(-63.8--57.2]\'','\'(-78.4--73.1]\'','\'(-86.2--82.6]\'','\'(-84--80.5]\'',1
'\'(-67.6--61.2]\'','\'(-62.4--59.5]\'','\'(-63.1--59.8]\'','\'(-70.4--63.8]\'','\'(-73.1--67.8]\'','\'(-86.2--82.6]\'','\'(-91--87.5]\'',1
'\'(-67.6--61.2]\'','\'(-56.6--53.7]\'','\'(-63.1--59.8]\'','\'(-70.4--63.8]\'','\'(-73.1--67.8]\'','\'(-86.2--82.6]\'','\'(-87.5--84]\'',1
'\'(-67.6--61.2]\'','\'(-62.4--59.5]\'','\'(-63.1--59.8]\'','\'(-70.4--63.8]\'','\'(-73.1--67.8]\'','\'(-86.2--82.6]\'','\'(-87.5--84]\'',1
'\'(-inf--67.6]\'','\'(-62.4--59.5]\'','\'(-66.4--63.1]\'','\'(-70.4--63.8]\'','\'(-83.7--78.4]\'','\'(-86.2--82.6]\'','\'(-87.5--84]\'',1
'\'(-inf--67.6]\'','\'(-65.3--62.4]\'','\'(-66.4--63.1]\'','\'(-inf--70.4]\'','\'(-83.7--78.4]\'','\'(-86.2--82.6]\'','\'(-84--80.5]\'',1
'\'(-inf--67.6]\'','\'(-65.3--62.4]\'','\'(-66.4--63.1]\'','\'(-inf--70.4]\'','\'(-83.7--78.4]\'','\'(-86.2--82.6]\'','\'(-91--87.5]\'',1
'\'(-inf--67.6]\'','\'(-65.3--62.4]\'','\'(-63.1--59.8]\'','\'(-70.4--63.8]\'','\'(-83.7--78.4]\'','\'(-86.2--82.6]\'','\'(-87.5--84]\'',1
'\'(-inf--67.6]\'','\'(-65.3--62.4]\'','\'(-66.4--63.1]\'','\'(-70.4--63.8]\'','\'(-83.7--78.4]\'','\'(-86.2--82.6]\'','\'(-87.5--84]\'',1
'\'(-inf--67.6]\'','\'(-62.4--59.5]\'','\'(-66.4--63.1]\'','\'(-70.4--63.8]\'','\'(-83.7--78.4]\'','\'(-89.8--86.2]\'','\'(-91--87.5]\'',1
'\'(-inf--67.6]\'','\'(-62.4--59.5]\'','\'(-66.4--63.1]\'','\'(-70.4--63.8]\'','\'(-78.4--73.1]\'','\'(-89.8--86.2]\'','\'(-91--87.5]\'',1
'\'(-inf--67.6]\'','\'(-65.3--62.4]\'','\'(-66.4--63.1]\'','\'(-70.4--63.8]\'','\'(-83.7--78.4]\'','\'(-89.8--86.2]\'','\'(-94.5--91]\'',1
'\'(-inf--67.6]\'','\'(-62.4--59.5]\'','\'(-66.4--63.1]\'','\'(-70.4--63.8]\'','\'(-78.4--73.1]\'','\'(-89.8--86.2]\'','\'(-87.5--84]\'',1
'\'(-inf--67.6]\'','\'(-62.4--59.5]\'','\'(-63.1--59.8]\'','\'(-70.4--63.8]\'','\'(-78.4--73.1]\'','\'(-86.2--82.6]\'','\'(-87.5--84]\'',1
'\'(-inf--67.6]\'','\'(-65.3--62.4]\'','\'(-66.4--63.1]\'','\'(-70.4--63.8]\'','\'(-78.4--73.1]\'','\'(-89.8--86.2]\'','\'(-94.5--91]\'',1
'\'(-inf--67.6]\'','\'(-65.3--62.4]\'','\'(-66.4--63.1]\'','\'(-inf--70.4]\'','\'(-78.4--73.1]\'','\'(-89.8--86.2]\'','\'(-94.5--91]\'',1
'\'(-inf--67.6]\'','\'(-62.4--59.5]\'','\'(-63.1--59.8]\'','\'(-inf--70.4]\'','\'(-83.7--78.4]\'','\'(-86.2--82.6]\'','\'(-94.5--91]\'',1
'\'(-inf--67.6]\'','\'(-59.5--56.6]\'','\'(-66.4--63.1]\'','\'(-inf--70.4]\'','\'(-83.7--78.4]\'','\'(-86.2--82.6]\'','\'(-94.5--91]\'',1
'\'(-inf--67.6]\'','\'(-59.5--56.6]\'','\'(-59.8--56.5]\'','\'(-70.4--63.8]\'','\'(-78.4--73.1]\'','\'(-86.2--82.6]\'','\'(-87.5--84]\'',1
'\'(-61.2--54.8]\'','\'(-59.5--56.6]\'','\'(-66.4--63.1]\'','\'(-63.8--57.2]\'','\'(-78.4--73.1]\'','\'(-82.6--79]\'','\'(-87.5--84]\'',1
'\'(-67.6--61.2]\'','\'(-56.6--53.7]\'','\'(-63.1--59.8]\'','\'(-70.4--63.8]\'','\'(-78.4--73.1]\'','\'(-89.8--86.2]\'','\'(-87.5--84]\'',1
'\'(-67.6--61.2]\'','\'(-56.6--53.7]\'','\'(-69.7--66.4]\'','\'(-70.4--63.8]\'','\'(-73.1--67.8]\'','\'(-89.8--86.2]\'','\'(-87.5--84]\'',1
'\'(-61.2--54.8]\'','\'(-59.5--56.6]\'','\'(-63.1--59.8]\'','\'(-70.4--63.8]\'','\'(-78.4--73.1]\'','\'(-82.6--79]\'','\'(-80.5--77]\'',1
'\'(-67.6--61.2]\'','\'(-59.5--56.6]\'','\'(-59.8--56.5]\'','\'(-63.8--57.2]\'','\'(-73.1--67.8]\'','\'(-86.2--82.6]\'','\'(-87.5--84]\'',1
'\'(-67.6--61.2]\'','\'(-56.6--53.7]\'','\'(-59.8--56.5]\'','\'(-63.8--57.2]\'','\'(-73.1--67.8]\'','\'(-82.6--79]\'','\'(-87.5--84]\'',1
'\'(-67.6--61.2]\'','\'(-56.6--53.7]\'','\'(-59.8--56.5]\'','\'(-70.4--63.8]\'','\'(-73.1--67.8]\'','\'(-82.6--79]\'','\'(-80.5--77]\'',1
'\'(-61.2--54.8]\'','\'(-56.6--53.7]\'','\'(-53.2--49.9]\'','\'(-63.8--57.2]\'','\'(-67.8--62.5]\'','\'(-86.2--82.6]\'','\'(-94.5--91]\'',1
'\'(-67.6--61.2]\'','\'(-56.6--53.7]\'','\'(-56.5--53.2]\'','\'(-70.4--63.8]\'','\'(-73.1--67.8]\'','\'(-86.2--82.6]\'','\'(-94.5--91]\'',1
'\'(-67.6--61.2]\'','\'(-56.6--53.7]\'','\'(-56.5--53.2]\'','\'(-70.4--63.8]\'','\'(-67.8--62.5]\'','\'(-82.6--79]\'','\'(-91--87.5]\'',1
'\'(-61.2--54.8]\'','\'(-59.5--56.6]\'','\'(-63.1--59.8]\'','\'(-63.8--57.2]\'','\'(-73.1--67.8]\'','\'(-82.6--79]\'','\'(-84--80.5]\'',1
'\'(-67.6--61.2]\'','\'(-59.5--56.6]\'','\'(-66.4--63.1]\'','\'(-63.8--57.2]\'','\'(-73.1--67.8]\'','\'(-82.6--79]\'','\'(-84--80.5]\'',1
'\'(-67.6--61.2]\'','\'(-59.5--56.6]\'','\'(-63.1--59.8]\'','\'(-inf--70.4]\'','\'(-78.4--73.1]\'','\'(-93.4--89.8]\'','\'(-94.5--91]\'',1
'\'(-67.6--61.2]\'','\'(-59.5--56.6]\'','\'(-63.1--59.8]\'','\'(-63.8--57.2]\'','\'(-78.4--73.1]\'','\'(-93.4--89.8]\'','\'(-84--80.5]\'',1
'\'(-67.6--61.2]\'','\'(-62.4--59.5]\'','\'(-69.7--66.4]\'','\'(-70.4--63.8]\'','\'(-73.1--67.8]\'','\'(-86.2--82.6]\'','\'(-91--87.5]\'',1
'\'(-67.6--61.2]\'','\'(-59.5--56.6]\'','\'(-69.7--66.4]\'','\'(-70.4--63.8]\'','\'(-73.1--67.8]\'','\'(-89.8--86.2]\'','\'(-87.5--84]\'',1
'\'(-67.6--61.2]\'','\'(-59.5--56.6]\'','\'(-inf--69.7]\'','\'(-70.4--63.8]\'','\'(-73.1--67.8]\'','\'(-86.2--82.6]\'','\'(-84--80.5]\'',1
'\'(-67.6--61.2]\'','\'(-59.5--56.6]\'','\'(-66.4--63.1]\'','\'(-70.4--63.8]\'','\'(-inf--83.7]\'','\'(-86.2--82.6]\'','\'(-84--80.5]\'',1
'\'(-67.6--61.2]\'','\'(-59.5--56.6]\'','\'(-66.4--63.1]\'','\'(-70.4--63.8]\'','\'(-73.1--67.8]\'','\'(-82.6--79]\'','\'(-94.5--91]\'',1
'\'(-61.2--54.8]\'','\'(-56.6--53.7]\'','\'(-56.5--53.2]\'','\'(-63.8--57.2]\'','\'(-73.1--67.8]\'','\'(-82.6--79]\'','\'(-84--80.5]\'',1
'\'(-61.2--54.8]\'','\'(-56.6--53.7]\'','\'(-59.8--56.5]\'','\'(-63.8--57.2]\'','\'(-67.8--62.5]\'','\'(-86.2--82.6]\'','\'(-80.5--77]\'',1
'\'(-67.6--61.2]\'','\'(-56.6--53.7]\'','\'(-56.5--53.2]\'','\'(-63.8--57.2]\'','\'(-73.1--67.8]\'','\'(-82.6--79]\'','\'(-87.5--84]\'',1
'\'(-61.2--54.8]\'','\'(-53.7--50.8]\'','\'(-59.8--56.5]\'','\'(-63.8--57.2]\'','\'(-73.1--67.8]\'','\'(-82.6--79]\'','\'(-87.5--84]\'',1
'\'(-61.2--54.8]\'','\'(-56.6--53.7]\'','\'(-56.5--53.2]\'','\'(-63.8--57.2]\'','\'(-67.8--62.5]\'','\'(-82.6--79]\'','\'(-84--80.5]\'',1
'\'(-61.2--54.8]\'','\'(-56.6--53.7]\'','\'(-59.8--56.5]\'','\'(-63.8--57.2]\'','\'(-78.4--73.1]\'','\'(-82.6--79]\'','\'(-84--80.5]\'',1
'\'(-61.2--54.8]\'','\'(-53.7--50.8]\'','\'(-59.8--56.5]\'','\'(-70.4--63.8]\'','\'(-73.1--67.8]\'','\'(-82.6--79]\'','\'(-80.5--77]\'',1
'\'(-67.6--61.2]\'','\'(-56.6--53.7]\'','\'(-63.1--59.8]\'','\'(-63.8--57.2]\'','\'(-73.1--67.8]\'','\'(-82.6--79]\'','\'(-77--73.5]\'',1
'\'(-67.6--61.2]\'','\'(-56.6--53.7]\'','\'(-56.5--53.2]\'','\'(-70.4--63.8]\'','\'(-78.4--73.1]\'','\'(-89.8--86.2]\'','\'(-87.5--84]\'',1
'\'(-67.6--61.2]\'','\'(-59.5--56.6]\'','\'(-59.8--56.5]\'','\'(-63.8--57.2]\'','\'(-73.1--67.8]\'','\'(-82.6--79]\'','\'(-84--80.5]\'',1
'\'(-67.6--61.2]\'','\'(-59.5--56.6]\'','\'(-59.8--56.5]\'','\'(-70.4--63.8]\'','\'(-73.1--67.8]\'','\'(-86.2--82.6]\'','\'(-80.5--77]\'',1
