1	6	0	4	0	5	5.06
1	6	0	4	0	6	7.14
1	6	0	4	0	6	10.36
1	6	0	4	0	7	15.25
1	6	0	4	0	8	23.15
1	6	0	4	0	9	34.62
1	6	0	4	0	9	51.5
2	6	0	4	0	0	0.06
2	6	0	4	0	0	0.15
2	6	0	4	0	1	0.34
2	6	0	4	0	2	0.63
2	6	0	4	0	3	1.13
2	6	0	4	0	3	1.85
2	6	0	4	0	4	2.84
2	6	0	4	0	5	4.34
2	6	0	4	0	6	6.2
2	6	0	4	0	6	8.62
2	6	0	4	0	7	12.49
2	6	0	4	0	8	20.41
2	6	0	4	0	9	32.46
2	6	0	4	0	9	50.94
1	5	0	5	0	0	0.16
1	5	0	5	0	0	0.32
1	5	0	5	0	1	0.59
1	5	0	5	0	2	0.92
1	5	0	5	0	3	1.37
1	5	0	5	0	3	1.94
1	5	0	5	0	4	2.62
1	5	0	5	0	5	3.7
1	5	0	5	0	6	5.45
1	5	0	5	0	6	9.45
1	5	0	5	0	7	16.31
1	5	0	5	0	8	27.34
1	5	0	5	0	9	41.77
1	5	0	5	0	9	60.85
2	5	0	5	0	0	0.09
2	5	0	5	0	0	0.24
2	5	0	5	0	1	0.47
2	5	0	5	0	2	0.78
2	5	0	5	0	3	1.21
2	5	0	5	0	3	1.85
2	5	0	5	0	4	2.62
2	5	0	5	0	5	3.69
2	5	0	5	0	6	5.07
2	5	0	5	0	6	7.95
2	5	0	5	0	7	13.73
2	5	0	5	0	8	23.55
2	5	0	5	0	9	37.14
2	5	0	5	0	9	55.87
0	6	1	4	3	0	0.01
0	6	1	4	3	0	0.16
0	6	1	4	3	1	0.39
0	6	1	4	3	2	0.73
0	6	1	4	3	3	1.24
0	6	1	4	3	3	1.96
0	6	1	4	3	4	3.04
0	6	1	4	3	5	4.46
0	6	1	4	3	6	6.31
0	6	1	4	3	6	8.68
0	6	1	4	3	7	12.39
0	6	1	4	3	8	20.14
0	6	1	4	3	9	31.77
0	6	1	4	3	9	47.13
0	6	2	4	2	0	0.04
0	6	2	4	2	0	0.17
0	6	2	4	2	1	0.36
0	6	2	4	2	2	0.64
0	6	2	4	2	3	1.02
0	6	2	4	2	3	1.62
0	6	2	4	2	4	2.63
0	6	2	4	2	5	4.15
0	6	2	4	2	6	6
0	6	2	4	2	6	8.47
0	6	2	4	2	7	12.27
0	6	2	4	2	8	19.59
0	6	2	4	2	9	30.48
0	6	2	4	2	9	46.66
