5	0	0	10	0	0	3	1	3	3	4	0	1	1	0	0	0	3	0	1	1	1	2	0	3	0	0	0	0	4	0	1	0	0	5	6	3	1	0	4	2	2	5	4	4	2	3	5	2	0	0	3	2	3	0	1	1	5	6	6	6	4	4	5	4	5	3	5	4	6	3	6	2	4	6	1	1	1	2	0	4	5	2	3	6	5	6	3	2	6	2	4	5	1	0	1	5	5	2	5	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	6	4	1	0	1	1	1	0	0.24
7	0	0	11	0	1	2	0	4	2	1	0	2	0	2	1	0	5	1	2	6	3	0	5	7	3	3	0	3	5	0	0	0	2	1	0	4	2	2	4	7	6	6	5	0	5	4	4	5	4	3	5	3	6	0	0	0	3	3	3	3	0	0	0	0	0	0	6	5	2	4	1	7	0	5	0	1	1	6	0	1	6	2	0	6	5	5	1	5	3	5	0	2	4	0	0	0	3	5	6	5	0	1	0	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	7	4	1	0	1	1	1	0	0.08
2	0	0	12	0	1	2	0	4	0	1	1	2	3	2	1	0	5	1	1	5	4	5	5	6	3	3	5	1	2	4	0	0	2	0	5	6	0	2	0	4	3	7	5	0	3	7	2	5	4	3	5	3	4	0	4	0	0	0	3	3	5	5	2	0	0	0	0	0	2	2	0	4	0	7	0	1	2	7	0	0	3	2	2	6	6	6	6	6	7	1	0	1	2	0	0	1	6	6	1	3	0	1	0	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	5	1	0	1	1	1	0	0.06
1	1	3	13	0	1	2	0	4	2	1	0	1	1	1	1	3	3	0	4	6	0	5	4	3	2	0	0	4	6	4	4	0	2	1	1	0	2	1	3	2	1	2	2	0	5	6	2	5	2	3	4	5	1	0	4	0	2	2	3	3	0	0	0	0	4	0	0	0	2	4	1	6	0	5	0	1	2	0	0	0	7	2	0	1	0	0	0	0	0	3	5	1	0	0	0	4	3	0	7	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	3	2	1	0	1	1	1	0	0.09
5	0	0	14	0	1	0	0	0	0	2	0	0	0	0	1	0	5	3	4	0	0	0	1	4	3	6	1	4	2	1	1	0	0	1	0	7	2	0	0	3	6	8	6	2	4	2	0	2	3	3	0	4	5	0	4	0	6	7	1	1	3	6	3	5	2	4	2	6	0	0	2	2	2	0	0	1	3	2	0	4	2	2	0	7	3	2	7	7	7	1	4	6	0	0	1	6	0	1	0	1	0	1	0	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	2	0	1	0	1	1	1	0	0.21
6	2	4	15	0	1	0	0	4	2	1	0	0	0	2	1	1	4	4	5	1	3	2	0	1	1	1	4	1	5	0	3	0	5	2	6	1	1	4	2	0	1	1	4	0	2	3	0	0	0	0	0	6	0	0	0	0	2	2	5	2	0	0	0	0	4	0	0	0	0	0	0	6	0	0	0	1	0	0	4	1	3	3	1	4	4	4	8	3	5	4	0	3	3	0	0	4	3	2	2	3	0	1	0	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	2	1	0	1	1	1	0	0.3
7	0	2	16	0	0	0	4	6	0	1	2	4	4	3	0	0	1	1	6	0	2	2	5	1	1	0	1	1	7	4	3	1	4	2	6	0	1	4	6	4	0	0	4	6	2	3	0	6	6	6	6	6	2	1	5	0	5	4	4	4	1	5	2	2	0	0	2	0	5	0	0	1	0	0	1	0	4	1	5	2	6	5	3	0	1	1	0	0	0	0	4	1	3	1	0	1	2	0	0	3	0	1	0	2	0	1	2	1	1	2	2	0	0	2	0	1	0	1	2	6	0	0	2	0	2	1	0.49
3	0	5	17	0	1	4	0	4	0	1	0	2	0	0	1	3	5	0	1	6	2	0	5	7	6	7	0	2	2	5	5	0	2	0	0	7	2	0	5	3	0	8	3	0	5	4	4	5	4	7	5	5	4	0	4	0	3	0	0	3	0	5	2	2	0	0	0	6	4	2	4	4	0	7	0	1	1	4	1	2	4	2	0	8	7	7	3	8	7	6	3	2	4	0	0	1	6	3	2	3	0	1	0	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	3	3	1	0	1	1	1	0	0.07
6	0	0	18	0	1	2	0	4	2	1	4	5	4	0	1	1	0	1	2	3	2	1	1	3	0	0	1	4	8	6	1	0	1	1	1	0	2	4	2	4	0	0	2	4	2	3	2	2	5	4	3	5	1	0	0	0	5	4	0	0	0	0	0	0	4	0	0	0	0	5	1	0	0	0	0	1	1	2	1	1	5	0	0	1	0	0	2	1	1	3	2	4	0	0	0	4	4	1	7	6	0	1	0	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	2	1	0	1	1	1	0	0.15
4	1	6	19	0	1	2	0	4	2	1	0	2	0	2	1	4	1	5	0	0	3	2	2	1	1	1	1	1	6	7	1	0	1	2	6	2	6	3	2	3	1	1	2	3	5	4	2	4	5	3	4	1	6	0	4	0	2	2	5	5	0	0	0	0	4	0	4	0	2	5	2	4	0	5	0	1	0	4	6	5	5	2	2	4	4	4	8	3	5	4	5	3	0	0	0	4	7	5	2	5	0	1	0	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	3	2	1	0	1	1	1	0	0.03
5	0	0	20	0	2	4	0	1	1	2	5	0	0	0	2	0	0	1	0	2	1	6	0	0	1	0	1	1	7	1	3	1	5	5	2	1	5	4	2	0	1	1	6	0	4	2	4	0	3	0	3	4	5	0	1	2	5	6	6	1	1	7	6	5	6	4	7	5	4	2	7	2	5	5	0	2	1	2	0	4	2	0	3	2	2	3	0	0	4	0	3	2	0	2	0	6	4	1	7	3	0	2	0	0	0	0	1	2	2	2	0	1	1	2	0	0	1	1	5	2	0	0	0	0	3	0	0.34
0	0	0	21	0	3	2	2	2	0	1	5	1	1	0	3	0	1	3	1	2	1	1	0	1	1	0	1	1	4	1	1	2	5	2	6	1	0	2	4	3	2	1	0	2	0	0	2	0	0	1	0	5	1	2	3	2	0	4	0	4	0	0	0	0	0	0	2	0	2	5	4	0	1	5	0	3	5	0	2	1	0	5	3	1	0	0	2	1	0	3	2	0	3	3	2	4	0	0	0	6	1	0	1	0	1	0	1	0	3	3	3	0	0	3	1	0	2	2	3	0	2	1	3	1	0	1	0.69
4	0	0	22	0	1	0	0	0	2	0	5	1	5	3	1	1	4	5	2	1	4	4	0	5	7	4	4	2	7	4	6	0	6	5	2	1	7	5	5	0	7	1	7	2	4	0	0	1	0	2	3	3	4	0	0	0	4	5	6	6	5	5	2	2	0	0	2	0	0	0	4	5	1	4	1	1	4	5	6	3	3	4	3	4	4	4	5	3	5	4	4	1	2	0	0	0	0	1	0	6	0	1	0	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	3	2	1	0	1	1	1	0	0.21
6	2	4	23	0	0	2	0	0	2	1	5	0	1	3	0	0	1	1	4	1	4	4	1	1	1	1	4	2	7	4	3	0	5	2	6	1	1	2	5	0	1	1	4	0	2	3	2	0	3	1	3	6	0	0	1	0	4	5	1	1	5	5	2	0	4	0	2	6	2	5	4	6	1	0	1	1	0	6	4	1	8	5	3	4	4	4	5	3	5	4	2	3	2	0	0	4	2	2	2	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	2	0	0	1	2	0	0	0	2	4	2	0.63
5	0	0	24	0	1	6	0	3	3	3	2	1	1	0	1	1	4	3	4	7	2	3	4	5	4	4	4	1	7	4	3	0	3	3	7	8	4	3	6	2	2	4	3	2	7	6	6	0	1	2	0	1	4	0	2	0	5	6	6	6	4	4	5	4	5	2	8	7	7	6	3	5	4	6	1	1	1	2	3	0	1	4	4	1	0	4	5	1	1	3	2	2	0	0	0	5	0	2	1	3	0	1	0	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	0	2	1	0	1	1	1	0	0.31
0	0	0	25	0	1	0	0	4	0	1	2	5	6	0	1	0	1	3	7	0	0	0	0	0	0	0	1	1	7	1	1	0	1	1	0	7	0	2	2	5	2	0	6	7	4	2	1	0	0	4	0	6	2	0	4	0	7	7	1	1	1	1	2	2	0	0	4	1	5	1	0	2	0	6	1	1	4	2	0	3	0	0	2	0	0	1	0	0	0	3	4	2	3	0	0	0	5	1	5	6	0	1	0	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	0	1	1	1	0	0.12
5	0	0	26	0	1	2	2	3	3	4	0	0	1	0	1	0	0	3	1	2	1	2	1	0	0	0	0	1	4	1	1	0	1	5	2	1	1	2	3	2	1	1	6	4	4	2	4	1	1	0	2	5	4	0	2	0	5	6	6	1	6	8	5	4	7	5	7	5	4	5	7	1	3	4	1	1	1	5	0	4	5	0	5	9	8	7	6	5	3	7	3	0	1	0	0	7	5	2	6	3	0	1	0	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	8	3	1	0	1	1	1	0	0.84
7	0	7	27	0	1	0	0	4	2	1	0	2	0	2	1	1	1	5	0	0	3	2	6	1	1	1	1	0	5	4	2	0	5	2	2	2	1	5	7	3	4	5	6	3	2	3	0	2	3	4	0	4	4	0	4	0	3	3	2	5	0	0	0	0	4	0	0	0	0	5	4	6	0	8	0	1	1	6	1	6	3	5	5	4	4	4	5	3	5	4	2	4	0	0	0	4	3	4	6	2	0	1	0	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	3	2	1	0	1	1	1	0	0.1
1	0	0	28	0	1	5	2	6	2	1	0	2	0	4	1	1	4	6	1	2	5	4	2	1	1	1	4	0	9	7	7	0	6	6	2	1	5	6	6	4	6	0	0	0	6	2	0	1	1	2	0	4	6	0	1	0	2	2	2	2	0	0	0	0	4	0	0	0	5	1	0	0	0	0	0	1	3	0	1	5	3	1	3	4	4	4	8	3	5	4	3	1	0	0	0	4	3	4	2	3	0	1	0	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	2	1	0	1	1	1	0	0.49
0	0	8	29	0	1	2	0	4	2	1	0	2	0	1	1	1	2	2	2	3	0	0	1	2	2	2	6	2	4	0	0	0	2	1	1	0	0	7	1	0	0	0	4	0	7	6	2	5	4	4	4	6	3	0	4	0	0	3	2	2	0	0	0	0	4	0	0	0	4	2	0	4	0	8	0	1	5	7	0	7	5	2	3	8	7	3	1	4	8	7	1	5	3	0	0	4	2	4	1	3	0	1	0	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	3	2	1	0	1	1	1	0	0.02
5	0	0	30	0	1	5	0	4	2	1	0	2	0	4	1	1	4	7	2	1	6	7	0	1	1	1	3	1	0	7	8	0	4	7	8	1	0	3	5	3	1	2	6	3	6	5	1	2	3	4	0	3	1	0	4	0	8	8	7	7	0	0	0	0	4	0	4	1	5	0	0	0	0	5	0	1	0	2	0	3	1	5	0	4	4	0	8	9	5	4	4	4	0	0	0	4	3	2	2	3	0	1	0	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	3	2	1	0	1	1	1	0	0.16
6	0	0	31	0	2	0	1	0	0	1	0	1	1	3	4	0	1	1	0	1	2	2	0	1	1	1	1	1	7	1	1	3	5	1	6	1	0	2	0	3	2	1	0	2	4	2	2	0	0	1	0	6	0	1	1	0	5	4	4	6	0	0	0	0	4	0	0	0	0	0	0	0	1	6	1	0	0	0	7	2	3	3	3	4	4	4	2	1	1	3	4	1	2	2	0	4	2	2	2	3	0	1	0	1	0	1	1	1	1	1	1	1	1	1	0	0	1	3	0	0	1	0	1	1	1	0	0.19
5	0	0	32	0	1	0	4	6	4	1	6	6	7	5	1	0	6	0	7	1	7	0	7	0	7	4	4	2	0	4	3	1	7	1	0	6	8	3	4	6	0	8	8	6	3	7	0	0	0	1	0	6	2	0	6	0	8	9	7	7	1	1	2	2	0	0	0	1	5	5	0	1	1	4	1	1	4	1	0	0	2	3	0	1	0	0	5	1	1	3	6	3	0	0	0	0	0	7	8	7	0	1	0	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	3	2	1	0	1	1	1	0	0.15
1	3	9	33	0	1	2	5	2	2	1	2	1	5	2	1	0	4	4	2	1	3	2	5	1	1	0	4	0	7	1	3	0	4	6	4	3	1	5	5	7	1	2	4	4	2	5	0	1	1	2	2	5	2	0	2	0	7	7	1	1	0	0	0	0	4	0	0	0	0	0	4	2	0	0	0	2	4	2	6	2	5	1	2	4	4	0	5	3	1	4	0	3	3	0	0	4	2	2	0	1	0	0	0	1	0	0	2	0	1	2	1	0	0	2	0	3	3	0	1	0	0	0	3	1	4	2	0.31
5	0	0	34	0	1	0	0	2	3	0	0	0	0	5	1	0	5	2	0	6	7	5	1	7	3	6	5	5	5	8	7	0	2	0	5	4	2	7	0	2	3	6	6	2	6	5	2	4	4	7	5	6	2	0	4	0	4	6	4	6	3	6	7	3	8	1	0	0	0	2	0	0	1	0	0	1	1	0	0	8	2	2	2	3	3	2	7	7	7	8	0	6	0	0	0	2	5	1	7	6	0	1	0	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	7	3	1	0	1	1	1	0	0.08
6	0	0	35	0	0	5	1	0	2	1	0	0	0	2	0	0	4	4	1	1	4	2	0	1	1	1	4	1	4	1	1	1	5	5	2	1	8	4	5	0	7	1	0	0	4	0	0	1	1	2	2	6	2	0	3	0	4	6	6	4	0	0	0	0	4	0	0	0	5	0	0	0	0	6	1	0	4	2	6	2	3	5	2	4	4	4	5	3	5	4	2	4	3	0	0	4	2	2	2	3	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	3	4	0	0	2	0	0	3	1	0	2	0.24
5	0	0	36	0	1	4	0	1	1	5	5	0	0	0	1	0	2	1	2	0	2	1	5	2	2	2	0	0	4	0	0	0	2	1	1	0	2	2	2	0	0	0	2	0	2	6	4	4	5	3	3	5	2	0	0	0	3	0	3	0	5	5	2	1	6	6	6	5	4	2	7	7	2	5	0	1	1	7	1	0	2	2	2	5	6	5	6	5	3	7	4	7	3	0	0	6	4	2	6	2	0	1	0	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	2	2	1	0	1	1	1	0	0.11
4	0	0	37	0	1	4	0	6	2	6	0	2	0	6	1	1	4	6	4	0	8	4	3	5	7	4	4	2	4	4	6	0	6	7	8	2	1	6	1	2	5	5	3	3	7	6	4	2	0	1	2	4	6	0	1	0	6	7	8	7	7	8	4	6	9	7	3	2	4	0	8	2	6	4	1	1	2	6	3	3	0	5	3	4	4	4	2	1	1	3	4	2	3	0	0	3	5	0	0	1	0	1	0	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	0	2	1	0	1	1	1	0	0.22
4	0	0	38	0	1	2	6	6	2	2	5	1	5	0	1	1	4	4	5	2	2	4	5	5	7	4	4	1	4	4	6	0	4	5	2	1	8	4	6	5	0	1	4	3	6	5	2	2	3	0	3	3	6	0	1	0	5	6	4	6	0	0	0	0	0	0	2	6	2	5	7	5	2	5	0	1	3	2	1	7	5	6	5	4	4	4	5	1	1	3	0	1	3	0	0	4	5	1	5	4	0	1	0	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	2	1	0	1	1	1	0	0.13
3	0	7	39	0	1	1	6	6	5	1	7	5	0	7	1	1	2	8	1	3	9	5	8	4	3	6	6	2	2	6	4	0	2	0	5	5	2	8	5	0	3	7	6	4	2	3	0	4	4	3	3	3	4	0	1	0	1	1	8	7	3	9	7	3	2	0	4	1	1	0	1	5	0	1	1	1	3	1	0	0	7	2	2	9	8	8	3	2	3	2	0	7	5	0	0	8	5	8	8	4	0	1	0	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	3	5	1	0	1	1	1	0	0.07
3	0	0	40	0	1	2	0	4	2	1	0	2	3	2	1	1	0	4	1	1	3	0	3	0	0	1	6	4	0	0	2	0	2	2	2	2	5	5	0	2	2	5	2	3	7	6	2	4	5	3	5	3	6	0	4	0	2	2	5	5	0	0	0	0	4	0	2	6	2	5	9	7	0	8	0	2	6	7	0	4	2	2	1	0	1	1	4	5	8	2	2	6	6	0	0	4	4	2	0	3	0	1	0	1	0	1	1	1	1	1	1	1	1	1	0	0	1	0	3	2	1	0	1	1	1	0	0.11
4	0	8	41	0	1	0	0	0	2	1	0	0	0	8	1	0	0	4	1	1	3	2	6	0	0	0	0	1	0	0	1	0	0	6	4	1	1	4	3	0	7	1	2	0	2	3	2	2	3	4	3	6	0	0	0	0	3	3	2	3	5	5	2	2	6	4	0	0	0	2	0	0	0	0	1	1	1	0	3	1	4	2	2	0	1	1	2	0	4	0	2	2	5	0	0	8	6	3	6	3	0	1	0	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	2	0	1	0	1	1	1	0	0.06
5	0	0	42	0	1	2	3	3	2	1	5	0	0	2	1	0	4	5	6	7	6	4	6	5	7	1	1	0	8	7	6	0	6	5	2	1	5	5	0	7	1	1	6	2	4	2	4	7	7	5	7	2	3	0	3	0	2	0	2	1	0	0	0	0	4	0	6	5	2	5	2	0	1	5	0	1	4	0	8	1	4	3	3	4	4	4	8	3	5	4	2	1	2	0	0	4	7	4	6	2	0	1	0	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	1	0	1	1	1	0	0.8
5	0	0	43	0	1	0	0	0	0	2	1	2	0	3	1	0	2	1	0	3	2	0	5	2	8	8	7	4	2	1	1	0	0	1	0	7	0	2	0	3	6	8	6	0	4	2	0	2	3	3	0	1	4	0	0	0	4	6	6	6	2	7	8	7	2	1	0	0	0	0	2	0	1	0	0	2	4	0	0	4	7	2	2	5	6	5	3	8	6	6	3	6	0	0	3	6	5	7	5	6	0	1	0	1	0	1	1	1	1	1	1	1	1	1	0	0	1	0	1	0	1	0	1	1	1	0	0.22
3	0	9	44	0	1	3	0	0	5	1	0	2	0	2	1	0	5	0	1	6	4	5	5	7	8	8	0	2	5	3	5	0	2	2	1	0	2	4	2	0	6	0	8	2	3	7	7	3	2	7	4	7	7	0	4	0	5	6	4	4	8	2	6	7	6	6	2	5	6	4	6	3	0	2	0	1	2	3	0	4	4	2	0	5	6	6	9	7	7	8	0	0	2	0	0	3	0	6	6	3	0	1	0	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	7	1	0	1	1	1	0	0.17
0	0	0	45	0	0	2	0	0	0	0	8	4	2	1	0	0	1	0	7	0	0	0	4	0	1	1	1	1	0	1	3	1	4	1	0	9	1	2	2	7	0	0	2	7	2	3	2	2	5	4	0	5	1	0	0	0	8	8	8	7	1	1	2	2	0	0	0	0	0	5	0	2	0	0	0	1	1	2	0	0	2	0	2	1	0	0	0	0	0	3	7	0	3	0	0	0	5	9	4	8	0	1	0	1	0	1	1	1	1	1	1	1	1	1	0	0	1	0	1	2	1	0	1	1	1	0	0.16
3	0	1	46	0	1	7	2	6	2	1	0	0	0	1	1	5	3	0	2	2	1	0	1	3	1	0	0	4	5	1	3	0	0	2	2	1	1	2	0	5	2	2	2	2	2	3	7	4	3	3	0	5	2	0	3	0	3	0	0	3	0	0	0	0	0	0	6	5	8	4	2	4	0	8	0	1	0	4	6	5	2	0	3	0	1	1	0	0	4	5	3	5	7	0	0	4	4	2	0	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	0	0	1	0	3	7	1	0	1	1	1	0	0.2
7	0	0	47	0	1	2	0	6	2	7	5	0	0	3	1	1	4	7	4	2	3	4	1	1	7	1	4	1	6	4	3	0	6	7	8	2	8	3	4	3	7	1	2	3	2	3	4	2	0	2	3	8	5	0	1	0	5	0	0	0	0	0	0	0	1	4	6	5	4	5	7	6	2	5	0	1	3	6	1	9	5	6	3	4	4	4	8	3	5	9	1	3	0	0	0	0	4	4	2	3	0	1	0	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	2	1	0	1	1	1	0	0.12
0	0	0	48	0	1	0	0	4	2	1	0	0	0	0	1	0	0	3	1	0	1	0	0	3	2	2	6	1	0	0	1	0	0	0	0	7	0	0	2	0	6	0	6	0	4	2	0	2	3	0	3	6	0	0	4	0	0	4	0	4	0	0	0	0	4	0	0	0	0	5	1	0	0	5	0	1	0	0	0	0	0	0	0	0	1	1	2	0	0	3	4	2	0	0	0	4	5	0	7	1	0	1	0	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	1	0	1	1	1	0	0.11
3	0	5	49	0	1	0	0	4	2	1	0	0	0	2	1	1	1	4	6	1	4	2	5	1	1	1	0	1	7	7	2	0	5	6	4	2	8	4	7	3	4	1	6	0	2	5	0	0	0	2	5	5	2	0	1	0	0	3	2	2	0	0	0	0	0	0	0	0	0	5	4	0	0	0	1	1	5	2	3	1	3	6	1	1	0	0	2	0	0	3	4	7	4	0	0	4	4	0	2	1	0	1	0	1	0	1	1	1	1	1	1	1	1	1	0	0	1	0	3	2	1	0	1	1	1	0	0.12
6	0	0	50	0	1	0	1	0	2	1	0	0	0	3	1	0	1	4	1	1	4	2	6	1	1	1	1	1	4	0	3	0	4	5	2	2	5	4	7	3	7	5	7	0	0	0	0	1	1	5	2	1	4	0	1	0	3	3	2	3	0	0	0	0	4	0	0	0	0	0	4	0	0	0	1	1	4	0	6	2	4	1	2	4	4	4	5	3	5	4	2	8	3	0	0	4	2	2	2	2	0	0	0	1	0	0	1	0	3	2	2	0	0	2	0	4	5	1	0	2	0	0	0	0	2	0	0.2
5	0	0	51	0	4	7	1	2	6	4	2	1	5	1	4	0	0	3	2	2	1	4	0	0	0	0	0	0	0	1	3	3	5	2	6	1	8	2	2	0	1	1	6	4	4	5	7	0	0	0	0	3	6	1	3	1	5	6	6	6	2	2	6	5	8	4	1	8	8	4	7	2	7	0	0	0	0	2	3	0	0	3	2	2	2	3	1	4	8	5	3	5	1	0	0	8	0	1	7	0	2	3	2	2	0	2	3	3	3	3	2	2	2	4	0	0	1	3	0	2	3	2	4	0	5	3	0.68
3	0	7	52	0	1	4	6	1	0	1	0	0	0	2	1	0	0	1	6	0	4	1	5	0	0	0	0	0	4	1	1	0	0	2	2	2	0	2	2	3	1	1	2	2	7	6	4	2	3	4	3	3	4	0	1	0	2	3	2	3	0	0	0	0	0	0	6	5	4	2	0	4	0	7	0	1	2	7	4	2	4	0	2	0	0	0	0	0	4	0	4	0	4	0	0	0	4	3	2	3	0	1	0	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	0	3	1	0	1	1	1	0	0.23
3	0	0	53	0	1	7	0	4	2	1	5	2	0	1	1	3	5	0	2	6	1	5	0	7	6	7	7	0	4	1	0	0	2	1	0	9	0	2	0	5	6	6	5	0	5	4	7	5	2	3	5	4	6	0	4	0	2	3	2	2	0	0	0	0	4	0	2	6	8	3	0	4	0	3	0	1	1	7	3	2	2	2	0	8	8	8	4	2	7	6	4	2	2	0	0	4	0	3	1	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	0	0	1	0	3	0	1	0	1	1	1	0	0.05
