0	0	4	7	2	3	0	0	3	28.2733
1	1	2	3	1	2	2	0	1	36.8904
8	1	2	1	3	2	2	0	1	37.2338
5	2	2	3	1	1	1	0	0	38.0649
4	3	3	0	5	4	4	0	5	23.0833
6	1	2	3	1	2	2	0	1	38.4703
5	5	5	3	5	5	6	1	4	25.5013
9	4	4	4	0	0	0	0	7	24.8632
3	1	2	1	1	2	2	0	1	37.0363
2	4	3	3	3	0	0	0	4	26.0014
3	1	2	3	1	2	2	0	1	37.146
8	1	2	1	3	3	3	0	1	33.7255
7	2	1	6	1	1	2	0	1	43.3195
8	1	1	2	3	2	2	0	1	34.2566
8	1	2	0	1	2	2	0	1	34.5376
7	1	2	3	1	2	2	0	2	37.3816
2	1	2	0	1	2	2	0	2	40.958
3	1	1	2	1	2	1	0	2	40.3847
5	4	0	0	0	0	0	0	4	23.7504
0	0	2	0	3	3	2	0	1	31.3757
1	0	0	0	2	3	0	0	3	29.1008
8	1	2	0	3	2	2	0	3	33.2524
9	4	0	1	0	0	3	0	3	25.2664
5	1	2	2	3	2	3	0	1	34.1076
4	2	2	0	1	1	1	0	2	39.5384
8	1	2	2	3	2	2	0	1	33.9976
8	1	1	1	1	2	1	0	1	38.6855
2	1	2	0	1	2	1	0	2	38.2353
8	4	3	6	3	0	0	1	1	35.1973
1	1	2	0	1	2	1	0	2	40.4105
1	1	1	1	1	2	1	0	2	39.6168
5	0	2	2	2	3	3	0	4	29.7538
2	0	2	0	3	3	3	0	0	36.0665
2	2	2	6	1	2	1	0	2	40.3893
9	0	0	0	3	3	3	0	1	33.2032
8	6	4	0	8	6	6	0	0	17.579
0	0	0	0	2	3	3	0	0	33.9687
1	1	1	1	1	2	1	0	2	36.6733
1	1	2	1	3	2	2	0	0	34.4689
5	4	0	1	0	0	0	0	1	22.938
3	1	0	4	1	2	2	0	0	40.5953
3	4	3	3	0	0	0	0	1	25.7623
2	1	0	4	3	2	2	0	2	34.3761
1	4	0	0	0	0	0	0	0	25.5394
2	1	2	1	3	3	2	0	1	35.878
8	1	2	0	1	2	1	0	1	37.5316
8	2	1	1	6	1	1	0	2	40.1785
1	0	2	2	2	3	3	0	1	24.4228
1	4	3	3	2	0	3	0	3	29.151
8	1	2	2	3	2	3	0	1	33.5756
6	4	3	3	3	0	0	0	3	30.579
1	4	0	3	3	0	3	0	4	28.5373
7	1	2	3	1	2	2	0	1	37.6294
0	1	2	0	1	2	2	0	1	37.4545
3	0	2	0	3	3	3	0	4	32.7768
9	4	4	4	2	0	0	0	0	30.2627
8	3	4	0	4	4	5	0	0	23.3446
6	1	0	6	3	2	3	0	0	35.4438
8	1	2	2	3	2	2	0	2	33.5188
1	1	1	2	1	2	1	0	1	37.7726
2	1	2	6	1	2	2	0	1	40.4961
8	3	3	0	0	4	0	0	7	22.1107
6	2	1	0	6	1	1	0	2	44.3511
6	2	1	3	1	1	1	0	1	42.0444
6	1	2	0	1	2	2	0	1	37.8182
5	1	1	2	3	2	2	0	2	36.2923
8	1	2	0	3	2	2	0	2	33.9961
4	4	3	3	3	0	3	0	4	27.7611
7	1	2	1	1	2	2	0	2	36.7329
5	1	2	0	3	2	3	0	0	33.192
6	1	2	3	3	2	2	0	2	33.7522
8	0	0	3	3	3	3	0	0	31.1566
5	1	1	2	1	2	2	0	1	35.0952
1	2	1	0	1	1	1	0	2	42.392
1	2	1	1	1	1	1	0	1	39.2894
7	1	2	0	3	3	2	0	1	35.5621
2	4	3	3	0	0	0	0	4	26.7838
8	1	2	1	3	2	2	0	1	35.1576
1	2	1	1	1	1	1	0	2	40.838
0	1	1	1	1	2	2	0	2	38.0097
5	0	0	1	0	0	3	0	1	26.6874
9	4	0	3	5	0	0	0	4	23.0604
7	0	0	6	2	3	3	0	0	29.3328
8	0	0	0	2	3	3	0	1	30.4081
8	1	2	0	1	2	1	0	1	39.1787
8	3	4	0	5	4	4	0	7	23.3663
6	1	2	0	1	2	2	0	1	38.4719
0	1	2	3	1	2	2	0	2	37.2873
8	1	2	2	3	2	2	0	1	34.9438
8	1	2	2	3	2	2	0	1	34.3281
7	1	2	0	1	2	2	0	1	37.3867
3	1	0	6	3	2	2	0	3	33.8939
2	4	3	3	2	4	0	0	1	24.3735
5	0	2	2	2	3	3	0	3	29.3127
5	0	0	0	2	3	0	0	0	29.2647
3	0	3	6	3	3	3	0	1	37.2482
5	4	2	2	0	0	0	0	4	32.0099
6	1	0	6	1	2	2	0	2	37.9844
3	1	0	3	3	2	2	0	2	35.2142
5	1	2	3	1	2	2	0	0	36.0666
3	1	2	6	1	2	2	0	1	34.0708
1	1	1	5	1	2	1	0	1	38.0433
3	0	0	3	3	3	3	0	1	32.897
5	1	2	0	3	2	2	0	3	35.0083
3	1	2	1	1	2	2	0	1	36.8556
6	4	3	0	2	0	0	0	1	24.9599
2	1	2	0	3	2	2	0	2	36.9505
7	2	1	5	1	1	1	0	2	40.5292
8	4	0	0	0	0	3	0	1	28.5884
8	1	2	1	3	2	2	0	1	35.1771
1	2	1	3	6	1	1	0	2	45.2663
8	0	2	1	2	3	3	0	2	34.564
9	1	2	2	1	2	2	0	0	39.1549
8	2	1	2	6	1	1	0	2	40.4347
1	1	2	1	3	2	2	0	0	34.8174
4	2	2	0	1	1	1	0	2	39.5247
2	1	2	0	1	2	1	0	1	37.111
9	5	6	6	7	5	6	0	4	23.402
6	3	3	0	4	4	5	0	4	25.2792
4	2	1	2	1	1	1	0	2	39.0369
8	1	2	1	3	2	2	0	2	36.0082
0	0	0	0	2	3	3	0	3	30.7101
7	2	1	8	6	1	1	0	2	42.508
8	0	0	3	3	3	2	0	2	34.8223
5	1	2	2	3	2	2	0	1	34.1433
8	1	2	2	3	2	2	0	1	34.8935
5	1	2	0	1	2	2	0	0	37.2029
5	6	3	1	9	6	6	0	4	19.8168
8	1	1	0	1	2	1	0	2	39.4065
5	1	2	1	3	2	2	0	2	36.9912
6	2	1	0	6	1	1	0	2	44.5265
6	0	2	1	3	3	3	0	1	35.1281
8	1	2	3	1	2	2	0	1	38.5808
6	1	2	0	6	2	1	0	2	40.3577
6	2	1	3	1	1	1	0	1	41.3947
0	4	3	3	2	0	0	0	0	29.1559
5	2	1	0	6	1	1	0	2	44.183
3	1	1	5	1	2	2	0	1	38.3958
8	1	2	0	1	2	2	0	1	39.9718
4	1	1	2	1	2	2	0	1	36.033
8	2	1	0	6	2	1	0	2	41.6257
5	1	2	0	3	2	2	0	3	33.5974
8	1	2	1	3	2	2	0	1	34.7488
5	1	2	6	1	2	2	0	2	38.8401
7	1	2	1	1	2	2	0	1	37.7466
0	0	3	4	2	3	0	0	0	32.1747
1	1	2	1	3	2	2	0	3	34.6103
5	6	4	0	8	6	4	0	8	20.0154
8	2	1	2	1	1	1	0	2	42.1188
0	4	3	3	2	0	0	0	4	30.8605
5	1	2	0	1	2	2	0	0	38.9252
8	1	2	2	1	2	2	0	2	35.6074
3	1	2	3	1	2	2	0	2	36.0524
6	1	1	0	1	2	1	0	1	38.5378
4	1	1	0	1	2	2	0	2	38.57
8	0	2	0	3	3	3	0	2	33.3138
4	1	2	2	3	3	2	0	1	33.4137
5	2	2	3	1	1	1	0	2	39.2735
8	3	3	1	5	4	4	0	7	22.0718
5	1	2	3	1	2	2	0	2	38.9395
5	1	2	1	3	3	3	0	1	33.5747
0	0	0	3	3	3	2	0	0	34.9302
8	1	2	0	1	2	2	0	1	33.8533
5	1	2	1	1	2	2	0	2	35.7825
8	1	2	1	2	2	2	0	3	33.5585
3	1	2	3	1	2	2	0	2	40.2953
1	2	1	1	1	1	1	0	1	40.0981
8	0	2	1	2	3	3	0	0	29.5595
8	1	2	0	1	2	2	0	0	36.8497
8	0	2	1	3	3	2	0	2	32.3895
5	1	2	0	3	2	2	0	1	35.0208
3	0	0	3	2	3	3	0	4	29.3633
8	2	1	5	6	1	1	0	2	43.4835
3	1	2	1	3	3	2	0	0	35.4598
2	1	2	0	1	2	2	0	1	37.2743
0	0	3	4	3	0	3	0	3	32.7497
5	0	0	0	2	3	0	0	0	28.7302
5	1	2	1	3	2	2	0	2	37.2435
1	1	2	1	1	2	2	0	1	35.4187
3	2	1	1	1	1	1	0	2	35.8947
9	0	3	4	0	3	0	2	3	31.204
5	1	2	1	3	2	2	0	2	34.8366
4	1	1	5	1	2	2	0	1	36.5089
5	4	0	1	0	0	0	0	1	23.0322
2	2	1	0	6	1	1	0	2	41.7761
5	4	0	0	2	0	0	0	7	26.3754
9	0	0	3	0	3	0	0	4	30.8784
2	3	3	3	2	0	4	0	4	25.8162
0	1	2	1	1	2	2	0	2	39.8544
8	2	1	1	6	1	1	0	2	42.8624
7	1	2	0	1	2	2	0	2	38.2677
1	2	1	2	1	1	1	0	2	39.8232
7	1	2	0	1	2	2	0	1	39.9775
7	1	0	6	1	2	2	0	2	35.1539
1	1	2	0	3	2	2	0	0	33.3403
5	1	2	1	3	2	3	0	0	33.2323
9	1	2	3	1	2	2	0	1	36.5519
9	4	3	3	3	0	0	0	0	28.5364
5	4	0	0	5	0	0	0	8	24.9407
4	1	2	0	3	2	2	0	2	37.7619
9	0	0	0	2	3	3	0	0	29.0516
8	0	2	2	3	3	2	0	1	32.7496
5	1	2	0	1	2	2	0	2	40.2996
7	1	2	3	1	2	1	0	0	37.0221
6	2	1	0	6	1	1	0	1	42.7808
3	1	2	0	1	2	2	0	2	36.0445
5	0	2	1	0	3	3	0	1	31.8218
2	2	2	6	6	2	1	0	1	42.6898
3	1	2	0	1	3	2	0	1	33.7705
0	1	0	6	6	2	2	0	0	38.2897
4	1	2	0	1	2	2	0	2	41.5172
6	0	3	6	3	3	3	0	1	32.9828
5	2	1	2	1	1	1	0	2	40.7863
5	1	2	3	1	2	2	0	2	38.8903
8	4	0	2	5	0	0	0	4	25.3752
8	4	0	1	0	0	0	0	1	27.1584
1	0	0	3	0	3	3	0	1	28.4846
8	2	2	3	1	1	1	0	0	38.6164
1	4	0	0	0	0	0	0	1	28.5601
8	0	0	0	0	3	3	0	0	29.0838
4	1	2	0	1	2	2	0	2	33.154
3	0	0	0	3	3	3	0	3	31.1182
1	1	2	1	3	2	2	0	2	30.6645
3	1	2	3	1	2	2	0	1	39.5324
5	1	2	1	3	2	2	0	2	36.9864
9	1	2	3	1	2	2	0	2	40.1347
1	1	2	1	2	3	3	0	1	32.9661
8	1	2	1	1	2	2	0	2	37.5996
6	1	2	3	1	2	2	0	2	36.3253
0	0	0	6	3	3	3	0	1	33.3562
3	2	2	6	6	1	1	0	1	44.9336
1	1	2	0	1	2	2	0	2	38.6264
8	4	3	0	5	0	4	0	9	21.934
5	2	1	0	1	1	1	0	2	40.4661
8	6	4	0	4	6	5	0	3	23.3018
2	1	2	2	1	2	2	0	2	38.5358
6	2	1	1	1	1	2	0	1	39.131
8	0	0	0	2	3	3	0	1	29.051
8	4	0	0	0	0	0	0	2	30.0785
6	2	1	0	6	1	1	0	2	44.6544
7	1	2	0	1	2	2	0	2	38.2708
4	1	2	1	3	2	2	0	2	36.7452
6	1	2	0	1	2	2	0	2	37.509
8	2	1	1	1	2	1	0	1	39.8182
1	4	0	3	0	0	0	0	0	28.9236
0	2	1	5	1	1	1	0	2	38.2889
0	1	1	2	3	2	2	0	0	38.3041
1	1	2	1	1	2	2	0	1	39.2259
8	1	2	2	3	2	2	0	1	35.0869
8	1	2	2	3	2	2	0	1	35.4199
3	1	2	6	1	2	2	0	0	36.0453
1	2	1	1	6	1	1	0	1	41.6938
6	2	2	3	6	1	2	0	2	41.7571
0	3	3	0	5	6	4	0	9	24.4139
8	3	4	3	4	4	4	0	3	22.4298
1	4	3	3	0	0	0	0	0	27.5044
8	2	1	5	1	2	1	0	2	39.9338
2	2	1	3	6	1	1	0	2	45.5846
0	1	2	1	3	2	2	0	2	34.6692
9	1	0	6	3	2	3	0	3	34.8231
8	2	1	0	6	1	1	0	1	37.7907
0	0	0	0	3	3	3	0	4	36.0225
1	1	2	0	1	2	2	0	1	34.214
1	1	1	2	1	2	2	0	0	38.9359
5	4	0	1	0	0	0	0	4	22.8253
8	6	4	0	4	6	5	0	1	23.165
0	0	0	3	2	3	0	0	0	31.2542
7	2	2	0	1	1	1	0	1	41.4924
5	2	1	2	6	1	1	0	1	40.2008
8	4	0	0	2	0	3	0	2	29.5894
8	0	2	1	2	3	3	0	2	32.6841
4	1	1	5	1	2	2	0	2	37.6154
8	0	0	4	2	3	0	0	4	30.1289
4	1	2	3	1	2	2	0	1	42.2603
1	2	1	0	1	1	2	0	2	41.08
9	0	3	4	3	3	0	0	0	31.7337
1	1	2	0	3	3	2	0	2	34.624
6	1	2	0	3	2	2	0	2	34.8164
1	4	0	0	0	0	0	0	1	30.0177
5	1	2	1	3	2	3	0	0	33.1873
8	3	3	3	4	4	4	0	4	20.6939
3	1	2	3	3	2	3	0	1	36.252
7	1	1	2	1	2	1	0	1	39.5447
3	1	2	6	1	2	2	0	0	39.0601
5	4	0	1	5	0	0	0	7	29.1416
8	4	0	1	4	0	4	0	8	27.5003
5	0	2	1	2	3	3	0	2	29.0243
8	0	0	0	2	3	3	0	1	30.7803
8	1	2	3	1	2	2	0	1	36.9368
5	1	2	2	1	2	2	0	2	41.3394
1	1	2	0	3	2	2	0	1	35.6039
5	0	2	1	2	3	3	0	1	28.9619
5	1	2	6	1	2	2	0	2	38.8758
8	1	1	2	3	2	2	0	1	34.9325
2	1	1	5	1	2	2	0	2	38.1016
9	0	3	4	3	3	0	0	4	27.5843
5	1	2	0	3	3	2	0	3	35.5624
8	2	1	1	6	1	1	0	2	40.1836
3	3	5	6	7	4	5	0	9	21.0973
7	2	1	2	6	1	1	0	2	39.6355
1	1	2	6	1	2	2	0	0	37.0487
5	4	0	1	5	0	0	0	3	22.9619
7	1	2	0	1	2	2	0	2	37.8822
1	3	3	0	4	4	4	0	9	25.796
5	0	2	1	2	3	3	0	1	29.9254
8	1	2	3	3	2	2	0	2	35.0263
2	1	1	1	1	2	1	0	0	38.9086
7	2	1	0	1	1	1	0	2	40.3259
5	1	1	2	1	2	2	0	0	35.5075
8	1	1	2	1	2	2	0	2	34.2998
8	1	2	0	3	2	2	0	2	34.9569
0	1	2	0	3	2	2	0	0	36.2785
9	0	3	6	2	3	0	0	0	30.5366
6	1	2	4	1	2	2	0	1	39.8185
1	4	0	1	4	0	0	0	8	27.952
3	1	2	3	1	2	2	0	1	32.0464
8	1	2	1	1	2	2	0	2	36.2455
2	1	1	2	1	2	2	0	1	46.5464
1	0	0	3	3	3	3	0	0	33.3289
8	4	0	0	0	0	0	0	7	28.9037
8	0	2	1	2	3	3	0	1	31.9363
9	0	0	0	3	3	3	0	4	36.4599
8	4	0	0	0	0	0	0	1	27.0535
1	4	3	3	0	0	4	0	4	26.2127
8	6	4	0	8	6	6	0	3	17.6111
8	0	0	6	3	3	3	0	2	35.2339
8	0	0	3	2	3	3	0	2	33.7359
8	4	0	1	0	0	0	0	1	26.4972
1	4	2	2	0	0	0	0	0	26.9522
1	0	0	3	3	3	3	0	4	28.9887
5	2	2	3	1	2	1	0	1	40.6986
8	1	2	1	3	3	2	0	0	34.9538
5	1	2	0	1	2	2	0	2	36.0888
5	0	2	1	2	3	3	0	0	31.2951
8	4	0	1	5	0	4	0	4	25.4996
8	1	1	2	3	2	2	0	1	35.3459
8	1	2	1	2	2	2	0	3	30.695
8	0	2	2	3	3	2	0	3	34.7249
8	4	0	0	2	0	3	0	0	29.2641
6	2	1	0	1	1	1	0	1	38.8729
4	4	0	0	0	0	0	0	3	24.8631
8	1	2	0	3	2	2	0	0	34.9589
9	4	4	4	2	0	4	0	3	30.4611
3	1	1	5	1	2	2	0	1	41.158
8	0	2	2	2	3	3	0	0	31.1018
2	4	3	3	0	0	4	0	7	27.0069
3	1	2	0	1	2	2	0	1	38.6993
4	2	2	0	1	1	1	0	2	39.4006
5	0	0	0	2	3	3	0	4	28.6494
2	2	1	3	6	1	1	0	1	42.7271
4	4	3	0	0	0	0	0	1	27.4565
6	1	2	3	1	2	2	0	1	36.9665
8	0	0	0	2	3	3	0	1	31.5703
7	2	1	1	1	1	1	0	1	39.8607
0	1	2	3	1	2	2	0	1	38.1424
5	0	2	1	2	3	3	0	0	31.3426
0	4	3	3	2	0	3	0	4	28.3517
8	4	3	6	0	0	0	0	1	26.259
5	1	2	0	1	2	2	0	0	39.1113
8	2	1	1	1	1	1	0	2	39.6066
5	1	1	0	1	2	1	0	2	38.7006
5	0	0	0	2	3	3	0	1	46.5464
5	0	2	0	2	3	3	0	2	33.3029
5	0	0	6	2	3	0	0	7	30.9772
4	0	0	3	3	3	3	0	1	30.2233
6	3	4	3	0	4	4	0	1	27.8107
1	0	0	3	0	3	0	0	3	29.2103
0	4	3	0	5	0	0	0	7	19.5094
8	1	2	0	3	2	2	0	1	35.0412
5	2	1	1	6	1	1	0	2	44.5204
9	0	0	0	3	3	3	0	3	31.2096
5	1	1	1	1	2	1	0	1	39.0646
8	1	2	1	3	2	2	0	1	36.2998
8	2	1	1	1	1	2	0	2	39.4005
9	0	0	3	3	3	3	0	1	31.877
1	2	2	0	1	1	1	0	1	37.8523
0	0	2	0	3	3	2	0	3	29.1375
8	0	2	1	2	3	3	0	1	30.6866
8	4	0	0	0	0	4	0	0	27.1316
5	2	1	1	6	1	1	0	2	41.2001
3	0	0	0	2	3	0	0	0	34.1546
5	2	1	0	1	1	1	0	2	41.6861
8	4	0	0	0	0	0	0	3	28.0985
4	6	5	6	0	6	5	1	3	27.7218
8	2	1	1	1	1	1	0	2	43.3073
2	1	2	1	3	2	2	0	2	36.4987
6	2	1	1	1	2	1	0	2	40.32
4	2	2	6	6	1	1	0	2	43.1413
8	1	1	2	3	2	2	0	1	34.7713
3	0	0	0	3	3	3	0	4	35.6808
9	4	4	6	5	0	4	0	5	24.3519
5	4	3	0	5	0	4	0	8	23.8273
8	0	2	1	3	3	2	0	1	33.2669
1	1	2	1	3	2	2	0	2	34.1799
8	0	2	1	2	3	3	0	3	32.3779
3	4	0	0	0	0	0	0	2	30.8532
2	1	1	2	1	2	2	0	1	37.7538
0	0	0	0	2	3	3	0	3	32.97
6	1	2	1	1	2	2	0	0	37.0563
1	3	3	0	5	4	5	0	5	21.1134
8	2	1	1	1	1	2	0	2	39.3508
5	6	3	1	8	6	6	0	3	19.8262
7	1	2	0	1	2	2	0	2	35.6342
5	0	2	1	3	3	3	0	1	33.3082
5	2	1	1	1	1	1	0	2	40.3177
5	2	1	2	1	1	1	0	1	40.3002
3	1	2	3	1	2	2	0	0	38.4492
8	1	2	1	1	2	2	0	2	37.0579
7	0	0	6	3	3	2	0	1	31.7276
1	2	1	1	6	1	1	0	1	44.5321
7	2	2	3	1	1	2	0	1	38.7661
2	2	1	1	6	1	1	0	2	42.3443
2	1	1	2	1	2	1	0	2	37.8771
6	1	2	1	1	2	2	0	1	36.4394
8	2	1	5	6	1	1	0	2	40.7701
2	1	2	3	1	2	2	0	1	39.7414
5	4	0	1	0	0	0	0	7	28.8721
8	0	2	1	0	3	3	0	2	29.1981
9	0	2	1	3	3	3	0	3	35.9557
5	4	0	1	5	0	4	0	0	23.5669
8	0	0	1	0	0	0	0	7	28.0365
6	2	1	0	6	1	1	0	2	44.4616
3	1	2	0	1	2	2	0	0	39.7102
7	1	1	2	1	2	1	0	2	39.9695
8	2	2	6	1	1	1	0	2	40.7067
7	0	0	3	0	3	0	0	3	29.7105
3	0	0	1	2	0	0	0	3	34.3951
0	6	4	1	5	6	4	0	9	19.5961
1	2	1	0	1	1	1	0	2	41.9873
2	1	2	0	1	2	2	0	1	39.1159
5	1	2	1	3	3	3	0	2	29.2653
8	2	1	0	1	1	2	0	2	38.8733
0	0	0	0	2	0	0	0	0	26.7631
5	0	0	1	0	3	3	0	1	28.3457
3	1	0	6	1	2	2	0	1	34.9595
1	1	1	5	1	2	1	0	1	38.4338
3	1	0	6	1	2	2	0	2	35.3965
5	1	2	3	1	2	2	0	0	37.6783
5	2	1	0	6	1	1	0	2	44.2712
6	2	1	0	6	1	1	0	2	44.4587
8	1	2	0	1	2	2	0	1	34.4086
5	1	2	0	3	2	3	0	1	34.1099
0	0	2	1	3	3	2	0	0	33.4173
8	2	2	3	6	1	1	0	1	39.8013
1	4	3	3	0	0	0	0	1	28.7521
2	1	0	3	3	3	3	0	1	36.7976
5	1	2	1	1	2	2	0	2	36.7191
7	1	2	0	1	2	2	0	1	37.8889
8	1	2	0	3	2	2	0	0	36.7163
8	4	0	1	5	0	4	0	4	25.1455
9	0	0	3	3	3	3	0	0	32.5488
0	1	1	2	1	2	1	0	1	40.247
5	1	2	1	3	2	2	0	4	33.5171
1	0	2	2	2	3	3	0	2	34.7056
5	1	1	2	3	3	2	0	1	33.1242
3	0	0	3	3	3	3	0	1	33.3503
1	0	2	1	0	3	0	0	3	27.9192
5	0	2	2	3	3	2	0	1	33.6813
3	1	1	1	1	2	2	0	0	38.9535
2	0	0	3	2	3	0	0	0	28.0628
6	1	0	6	1	2	2	0	2	35.8709
6	1	2	1	1	2	2	0	1	39.446
3	1	2	0	3	2	2	0	3	33.5798
5	0	0	1	2	3	3	0	2	29.4626
5	1	2	1	3	2	2	0	4	32.925
7	2	1	1	6	1	2	0	2	44.0039
8	0	0	1	0	3	0	0	7	28.76
2	1	1	1	1	2	1	0	0	38.9633
1	2	1	3	6	1	1	0	2	45.292
8	1	0	6	3	2	2	0	3	35.0492
3	3	4	3	0	4	0	0	3	23.1365
1	2	1	1	1	1	1	0	2	38.8663
5	1	2	1	1	2	2	0	0	39.2278
5	0	2	2	2	3	3	0	4	29.5814
7	1	2	4	1	1	2	0	2	39.3895
4	4	3	3	0	0	0	0	1	28.3704
7	1	2	1	1	2	2	0	1	39.3221
7	1	2	3	1	2	2	0	1	38.0732
5	2	1	0	6	1	1	0	2	44.2865
1	1	1	2	1	2	1	0	1	38.6795
9	1	0	3	0	2	0	0	4	31.5408
1	0	0	3	0	3	3	0	1	27.4319
7	1	2	4	1	2	2	0	0	41.6038
8	0	2	0	2	3	3	0	1	33.7568
3	1	2	1	1	2	2	0	1	38.3972
6	1	0	6	1	2	2	0	1	37.8797
5	1	1	2	1	2	1	0	2	40.3051
1	4	0	0	0	0	0	0	3	28.7983
6	2	1	8	6	1	1	0	2	44.036
3	1	2	0	1	2	2	0	2	34.7962
2	1	2	1	1	2	2	0	2	36.2425
8	1	2	0	3	2	2	0	1	34.8611
5	1	2	0	1	2	2	0	0	38.415
7	0	0	3	1	3	2	0	2	33.5541
4	1	1	2	1	2	1	0	1	42.4016
5	1	2	0	3	2	2	0	2	37.2337
2	2	1	1	6	1	1	0	1	43.2703
3	1	2	0	1	2	2	0	1	39.3512
8	0	2	1	3	3	3	0	1	33.5392
5	1	1	1	1	2	2	0	0	39.2695
8	2	1	5	6	1	1	0	2	43.5166
5	1	2	0	1	2	2	0	2	40.1807
8	1	2	1	3	3	2	0	1	31.103
8	2	1	1	6	1	1	0	1	39.6782
1	1	1	2	1	2	2	0	2	37.3668
0	0	0	3	3	3	3	0	2	31.8192
8	1	2	3	3	2	2	0	2	46.5464
3	3	0	1	0	4	0	0	1	25.5727
7	1	2	0	1	2	2	0	1	34.699
8	4	2	2	0	0	0	0	0	27.8716
5	2	1	5	6	1	1	0	2	41.5326
2	3	3	3	5	4	0	0	3	27.0284
6	2	1	0	1	1	1	0	0	41.7895
8	2	2	3	1	2	1	0	1	40.6434
4	2	1	0	1	1	1	0	2	38.5684
3	1	2	0	1	2	2	0	1	39.6167
7	1	1	1	1	2	2	0	1	39.6611
4	2	1	0	6	1	1	0	1	42.1077
4	2	1	2	1	1	1	0	1	43.1791
2	1	1	5	1	2	2	0	2	35.4698
5	1	2	2	3	2	2	0	1	34.2011
8	1	2	0	1	2	2	0	1	34.3032
5	1	2	0	3	2	2	0	2	35.6903
2	1	2	3	1	2	2	0	1	36.1
5	0	0	1	0	3	0	0	1	31.1912
1	1	1	2	1	2	2	0	0	35.6374
8	1	2	0	3	2	2	0	1	35.1247
8	1	2	0	1	2	2	0	1	35.6478
7	2	1	1	6	2	1	0	1	39.8883
3	1	2	6	6	2	2	0	1	38.2213
2	0	0	6	3	3	3	0	1	33.0888
5	1	2	0	1	2	2	0	0	32.6749
5	4	0	1	5	0	0	0	1	23.1391
5	1	1	2	1	2	2	0	0	34.8768
8	4	0	1	0	0	0	0	2	29.5084
8	0	2	0	3	3	2	0	0	33.3255
5	1	0	3	3	3	3	0	1	32.0754
7	0	0	0	2	3	3	0	2	34.412
8	3	3	0	7	4	4	0	6	22.097
8	0	2	1	3	3	3	0	1	32.9678
1	0	0	0	2	3	3	0	1	29.6514
5	0	0	0	3	3	2	0	1	34.6502
0	0	2	0	3	3	2	0	1	29.6421
8	1	2	0	1	2	1	0	2	41.1847
8	0	2	1	2	3	3	0	1	31.4385
7	1	1	2	1	2	1	0	2	39.2839
5	1	1	5	3	2	2	0	2	32.4186
0	1	2	1	3	2	2	0	2	34.1725
