1	0	4	0	0	0	1	1	0	1	5	7	6	6	2	0	2	1	6	3	0	4	1	6	6	6377
1	0	4	0	1	0	1	1	0	1	5	7	6	7	2	0	2	0	6	1	1	0	1	2	1	7957
1	2	4	0	0	1	1	1	0	1	5	7	6	6	2	0	2	1	6	3	0	4	1	6	6	6229
1	2	4	0	0	1	2	1	0	1	5	7	6	6	2	0	2	1	6	3	0	4	1	6	6	6692
1	2	4	0	0	1	2	1	0	1	5	7	6	6	2	0	2	1	6	3	0	4	1	6	6	7609
1	2	4	0	1	1	2	1	0	1	5	7	6	7	2	0	2	0	6	1	1	0	1	2	1	8558
4	0	4	0	0	1	3	1	0	4	0	0	7	0	2	0	0	1	3	1	1	5	0	2	1	8921
0	2	4	0	1	0	1	1	0	1	0	1	6	1	2	0	1	2	4	5	1	1	0	1	0	12964
2	6	5	0	0	0	1	1	0	0	4	7	6	5	2	0	2	3	5	1	0	4	4	4	3	6479
2	6	5	0	0	0	1	1	0	0	4	7	6	6	2	0	2	3	5	1	0	5	5	6	6	6855
1	4	5	0	0	0	1	1	0	1	6	0	3	6	2	0	4	3	5	4	0	4	1	5	5	5399
1	4	5	0	0	0	1	1	0	1	6	0	3	6	2	0	2	3	5	1	0	5	5	6	7	6529
1	4	5	0	0	0	1	1	0	1	6	0	3	6	2	0	2	3	5	1	0	5	5	6	7	7129
3	0	5	0	0	1	2	1	0	1	7	0	2	7	2	0	2	3	5	1	0	5	5	6	7	7295
3	5	5	0	0	1	3	1	0	1	5	7	8	7	2	0	2	3	5	1	0	5	5	6	7	7295
3	0	5	0	0	0	1	1	0	1	7	1	3	7	2	0	2	3	2	6	0	5	2	2	7	7895
3	0	5	0	0	0	1	1	0	1	7	1	3	2	2	0	2	3	2	6	0	5	2	2	7	9095
3	4	5	0	0	1	2	1	0	1	1	1	2	2	2	0	2	3	2	6	0	5	2	2	7	8845
3	4	5	0	0	1	2	1	0	1	1	8	2	2	2	0	2	3	2	6	0	5	2	2	7	10295
3	4	5	0	0	1	2	1	0	1	1	1	2	2	2	0	2	0	2	6	0	0	2	2	1	12945
1	0	5	0	0	0	2	1	0	1	0	1	6	2	2	0	2	1	2	6	0	0	1	2	1	10345
3	0	6	0	0	1	2	0	0	1	0	8	3	2	2	0	2	1	3	3	1	5	4	2	1	6785
2	0	6	0	0	0	1	0	0	1	0	1	6	0	2	0	0	4	0	3	0	5	0	2	1	11048
3	2	7	0	0	1	2	0	0	6	3	9	3	8	0	1	5	0	4	7	1	3	4	3	8	32250
3	0	7	0	0	1	2	0	0	6	3	9	3	8	0	1	5	0	4	7	1	3	4	3	8	35550
3	0	7	0	0	0	2	0	0	4	2	5	0	8	1	4	6	0	4	2	2	6	0	3	8	36000
1	0	8	0	0	0	1	1	0	7	5	0	2	6	2	0	2	1	6	3	0	4	0	6	1	5195
1	0	8	0	0	0	1	1	0	7	5	0	2	6	2	0	2	1	6	3	0	4	0	6	6	6095
1	0	8	0	0	0	1	1	0	7	5	0	2	6	2	0	2	1	6	3	0	4	0	6	6	6795
1	0	8	0	0	1	2	1	0	7	7	0	2	6	2	0	2	1	6	3	0	4	0	6	6	6695
1	0	8	0	0	1	2	1	0	7	7	0	2	6	2	0	2	1	6	3	0	4	0	6	6	7395
0	2	8	0	0	0	1	0	0	1	0	1	9	2	4	5	4	5	3	3	0	0	5	1	2	10945
0	2	8	0	0	0	1	0	0	1	0	1	9	2	4	5	4	5	3	3	0	0	5	1	2	11845
0	2	8	0	0	0	1	0	0	1	0	1	9	2	4	5	4	5	3	3	0	0	5	1	2	13645
0	2	8	0	0	0	1	0	0	1	0	1	9	2	4	5	4	0	3	3	0	2	5	3	2	15645
1	6	8	0	0	0	1	1	0	2	1	2	3	2	2	0	0	1	0	1	1	5	4	2	7	8845
3	0	8	0	0	1	2	1	0	2	1	2	4	2	2	0	0	1	0	1	1	5	4	2	7	8495
1	6	8	0	0	0	1	1	0	2	1	2	3	2	2	0	0	1	0	1	1	5	4	2	7	10595
3	0	8	0	0	1	2	1	0	2	1	2	4	2	2	0	0	1	0	1	1	5	4	2	7	10245
3	0	8	1	0	1	2	1	0	2	1	2	4	2	2	0	0	6	0	1	3	4	4	5	5	10795
3	0	8	0	0	1	1	1	0	2	1	2	4	2	2	0	0	1	0	1	1	5	4	2	7	11245
3	0	8	0	0	1	2	0	0	3	1	1	2	0	2	0	0	0	7	3	1	0	0	1	0	18280
3	0	8	1	0	1	2	0	0	3	1	1	2	0	2	0	0	6	0	6	3	4	3	6	5	18344
4	4	9	1	1	1	2	0	0	5	2	5	5	4	2	2	7	6	4	6	3	2	3	0	0	25552
4	4	9	1	1	1	3	0	0	5	2	5	7	9	2	2	7	6	4	6	3	2	3	0	0	28248
3	4	9	1	1	0	4	0	0	3	8	5	2	4	2	2	7	6	4	6	3	2	3	0	0	28176
4	4	9	1	1	1	2	0	0	8	9	3	5	9	2	2	7	6	4	6	3	2	3	0	0	31600
4	0	9	0	0	1	2	0	0	8	9	3	5	9	1	6	8	0	0	4	1	1	4	3	8	34184
0	2	9	0	0	0	0	0	0	1	1	5	6	9	1	6	8	0	0	4	1	1	4	3	8	35056
3	0	9	0	0	1	2	0	0	9	9	3	5	8	1	6	6	0	7	1	1	3	6	3	8	40960
1	0	9	0	0	0	4	0	0	6	3	3	4	9	1	6	6	0	7	1	1	3	6	3	8	45400
1	0	10	0	1	0	1	0	0	4	1	4	2	1	2	0	0	0	7	4	1	3	0	1	0	16503
2	1	11	0	0	0	1	1	0	1	5	0	6	6	2	0	2	1	6	3	0	4	1	5	5	5389
2	1	11	0	0	0	1	1	0	1	5	0	6	6	2	0	2	1	6	3	0	4	1	6	6	6189
2	1	11	0	0	0	1	1	0	1	5	0	6	7	2	0	2	1	6	3	0	4	1	6	6	6669
1	1	11	0	1	0	1	1	0	7	5	7	6	7	2	0	2	7	6	1	1	0	1	2	1	7689
0	2	11	0	1	0	1	1	0	1	0	1	9	2	2	0	2	7	2	1	1	0	1	0	1	9959
0	2	11	0	0	0	1	1	0	1	0	1	9	2	2	0	0	1	3	1	1	5	0	2	7	8499
0	0	11	0	1	0	1	1	0	1	0	1	6	1	2	0	1	7	4	5	1	1	0	1	0	12629
0	0	11	0	1	0	1	1	0	1	0	1	6	1	2	0	1	7	4	5	1	1	0	1	0	14869
0	0	11	0	1	0	1	1	0	1	0	1	6	1	2	0	1	7	4	5	1	1	0	1	0	14489
1	6	11	0	0	1	2	1	0	1	0	1	1	2	2	0	0	1	3	1	1	5	0	2	7	6989
1	6	11	0	0	1	2	1	0	1	0	1	1	2	2	0	0	1	3	1	1	5	0	2	7	8189
1	6	11	0	1	1	2	1	0	1	0	1	1	2	2	0	2	7	2	1	1	0	1	0	1	9279
4	6	11	0	0	1	2	1	0	1	0	1	1	2	2	0	2	7	2	1	1	0	1	0	1	9279
1	6	12	0	0	0	2	1	0	1	7	7	2	6	2	0	2	1	2	3	0	4	7	6	6	5499
1	6	12	1	0	0	2	1	0	1	7	7	2	7	2	0	2	6	6	1	3	4	4	7	9	7099
1	6	12	0	0	0	2	1	0	1	7	7	2	6	2	0	2	1	2	3	0	4	7	6	6	6649
1	0	12	0	0	1	2	1	0	1	7	7	2	6	2	0	2	1	2	3	0	4	7	6	6	6849
1	4	12	0	0	1	3	1	0	1	0	7	3	7	2	0	2	1	2	3	0	4	7	6	6	7349
1	6	12	0	0	0	2	1	0	1	7	7	2	6	2	0	2	1	2	3	0	4	7	6	6	7299
1	6	12	0	0	0	1	1	0	1	7	7	3	7	2	0	2	1	2	3	0	4	7	6	6	7799
1	0	12	0	0	1	2	1	0	1	7	7	2	6	2	0	2	1	2	3	0	4	7	6	6	7499
1	4	12	0	0	1	3	1	0	1	0	7	3	7	2	0	2	1	2	3	0	4	7	6	6	7999
2	1	12	0	0	0	4	1	0	1	7	7	3	7	2	0	2	1	2	3	0	4	7	6	6	8249
3	0	12	0	0	1	1	1	0	2	0	1	2	2	2	0	0	1	3	1	1	0	7	2	7	8949
3	0	12	0	0	1	2	1	0	2	0	1	2	2	2	0	0	1	3	1	1	0	7	2	7	9549
3	6	12	0	0	1	2	1	0	4	8	2	4	3	1	1	7	0	0	3	0	1	7	1	2	13499
3	0	12	0	0	1	3	1	0	4	8	2	4	4	1	1	7	0	0	3	0	1	7	1	2	14399
3	0	12	0	0	1	2	1	0	4	8	2	4	3	1	1	7	0	0	3	0	1	7	1	0	13499
0	3	12	0	0	0	1	0	0	7	0	4	9	3	1	1	7	0	0	3	0	1	7	1	0	17199
0	3	12	0	1	0	1	0	0	7	0	4	9	3	1	1	7	0	0	3	1	7	7	1	2	19699
1	7	12	0	0	0	1	0	0	2	1	4	9	3	1	1	7	0	0	3	0	1	7	1	0	18399
3	1	13	0	0	1	2	0	0	5	8	4	5	1	3	0	0	0	0	3	1	0	0	1	0	11900
3	1	13	1	1	1	2	0	0	5	8	4	5	3	3	0	1	6	7	1	4	5	3	6	7	13200
3	0	13	0	0	1	3	0	0	8	3	4	7	3	3	0	0	0	0	3	1	0	0	1	0	12440
3	0	13	1	1	1	3	0	0	8	3	4	7	4	3	0	1	6	7	1	4	5	3	2	0	13860
3	1	13	0	0	1	2	0	0	5	8	4	5	3	3	0	0	0	0	8	1	5	0	1	0	15580
3	1	13	1	1	1	2	0	0	5	8	4	5	3	3	0	1	6	7	1	4	5	3	6	7	16900
3	0	13	0	0	1	3	0	0	8	3	4	5	3	3	0	0	0	0	8	1	5	0	1	0	16695
3	0	13	1	1	1	3	0	0	8	3	4	7	4	3	0	1	6	7	1	4	5	3	2	0	17075
3	1	13	0	0	1	2	0	0	5	8	4	5	3	3	0	0	0	0	3	1	0	0	1	0	16630
3	1	13	1	1	1	2	0	0	5	8	4	5	3	3	0	1	6	7	1	4	5	3	6	7	17950
3	1	13	0	1	1	2	0	0	5	8	4	4	3	3	0	0	0	4	3	1	2	1	1	0	18150
1	0	14	0	0	0	1	1	0	1	5	7	6	6	2	0	2	1	6	3	0	4	1	5	5	5572
1	0	14	0	1	0	1	1	0	1	5	7	6	7	2	0	2	7	6	1	1	0	1	2	1	7957
1	2	14	0	0	1	1	1	0	1	5	7	6	6	2	0	2	1	6	3	0	4	1	6	6	6229
1	2	14	0	0	1	2	1	0	1	7	7	6	6	2	0	2	1	6	3	0	4	1	6	6	6692
1	2	14	0	0	1	2	1	0	1	7	7	6	7	2	0	2	1	6	3	0	4	1	6	6	7609
4	5	14	0	0	1	3	1	0	4	0	0	7	0	2	0	0	1	3	1	1	5	0	2	1	8921
0	0	14	0	1	0	1	0	0	1	0	1	6	1	2	0	1	7	4	5	1	1	0	1	0	12764
0	3	15	0	0	0	1	0	0	1	0	4	6	1	2	0	1	0	8	4	0	2	1	1	0	22018
0	0	15	0	0	0	4	0	1	0	0	0	1	0	5	1	3	0	7	2	0	7	5	1	0	32528
0	0	15	0	0	0	4	0	1	0	0	0	1	0	5	1	3	0	7	2	0	7	5	1	0	34028
0	0	15	0	0	0	0	0	1	0	0	0	1	1	5	1	3	0	7	2	0	7	5	1	0	37028
3	0	16	0	0	1	3	1	0	1	8	2	4	0	2	0	0	0	0	5	0	0	0	0	1	9295
2	0	16	0	0	0	1	1	0	1	1	2	6	2	2	0	0	0	0	5	0	0	0	0	1	9895
0	2	17	0	0	0	1	1	0	2	8	2	4	0	2	0	0	0	4	4	0	0	7	0	1	11850
2	0	17	0	0	1	2	1	0	2	8	2	4	0	2	0	0	0	4	4	0	0	7	0	1	12170
0	2	17	0	0	0	1	1	0	2	8	2	4	0	2	0	0	0	1	8	0	0	7	0	1	15040
2	0	17	0	0	1	2	1	0	2	8	2	4	0	2	0	0	0	4	4	0	0	7	0	1	15510
0	2	17	0	1	0	1	1	0	2	8	2	4	1	0	0	0	0	4	4	0	1	1	1	0	18150
2	0	17	0	1	1	2	1	0	2	8	2	4	1	0	0	0	0	4	4	0	1	1	1	0	18620
2	5	18	0	0	0	1	1	0	1	5	7	3	7	5	0	2	1	4	9	0	4	0	6	6	5118
2	5	18	0	0	0	1	1	0	1	5	7	3	7	5	0	2	1	4	0	0	5	6	2	1	7053
2	5	18	0	0	0	1	2	0	7	5	7	4	7	5	0	2	1	4	0	0	5	6	2	1	7603
3	4	18	0	0	1	2	1	0	2	0	1	1	7	5	0	2	1	4	0	0	5	4	8	6	7126
3	4	18	0	0	1	2	1	0	2	0	1	1	7	5	0	2	1	4	0	0	5	6	6	7	7775
3	4	18	0	0	1	2	1	0	2	0	1	1	2	5	0	2	0	4	0	0	5	7	2	7	9960
3	4	18	0	0	1	2	2	0	2	0	1	2	2	5	0	2	1	4	0	0	5	4	2	0	9233
3	4	18	0	1	1	2	2	0	2	0	1	2	2	5	0	2	0	4	0	1	0	4	2	1	11259
3	4	18	0	0	1	3	1	0	2	0	1	3	2	5	0	2	1	4	0	0	5	4	6	7	7463
3	4	18	0	0	1	3	1	0	2	0	1	3	2	5	0	2	0	4	0	0	5	7	2	1	10198
3	4	18	0	0	1	3	2	0	2	0	1	2	2	5	0	2	1	4	0	0	5	4	0	1	8013
3	4	18	0	1	1	3	2	0	2	0	1	2	0	5	0	2	0	4	0	1	0	4	0	2	11694
1	4	19	0	0	0	1	1	0	1	5	7	2	6	2	0	2	1	6	4	0	4	4	5	5	5348
1	4	19	0	0	0	1	1	0	1	5	7	2	7	2	0	2	1	6	4	0	4	4	6	6	6338
1	5	19	0	0	1	1	1	0	1	5	7	2	7	2	0	2	1	6	4	0	4	4	6	6	6488
3	5	19	0	0	1	3	1	0	1	0	7	7	2	2	0	2	1	6	4	0	4	4	6	6	6918
3	5	19	0	0	1	3	2	0	1	0	7	7	2	2	0	2	1	6	4	0	4	4	2	7	7898
3	4	19	0	0	1	3	2	0	1	0	7	7	3	2	0	2	1	6	4	0	4	4	2	7	8778
3	4	19	0	0	1	2	1	0	1	7	0	3	7	2	0	2	1	2	4	0	4	4	6	6	6938
3	4	19	0	0	1	1	1	0	1	7	0	3	7	2	0	2	1	2	4	0	4	4	6	6	7198
3	4	19	1	0	1	2	1	0	1	7	0	3	2	2	0	2	6	3	1	3	4	6	8	6	7898
3	4	19	1	0	1	1	1	0	1	7	0	3	2	2	0	2	6	3	1	3	4	6	5	9	7788
3	4	19	0	0	1	2	1	0	1	7	0	3	7	2	0	2	1	2	4	0	4	4	5	9	7738
3	4	19	0	0	1	1	1	0	1	7	0	3	7	2	0	2	1	2	4	0	4	4	6	7	8358
3	4	19	0	0	1	2	1	0	1	7	0	3	7	2	0	2	1	2	4	0	4	4	6	7	9258
1	1	19	0	0	0	2	0	0	1	0	0	3	7	2	0	2	1	2	4	0	4	4	6	7	8058
1	1	19	0	0	0	1	0	0	1	0	0	3	7	2	0	2	1	2	4	0	4	4	6	7	8238
1	1	19	0	0	0	2	0	0	1	0	0	3	2	0	0	2	0	2	4	0	0	8	2	1	9298
1	1	19	0	0	0	1	0	0	1	0	0	3	2	0	0	2	0	2	4	0	0	8	2	1	9538
2	6	19	0	0	0	4	0	0	2	1	1	1	0	2	0	1	0	4	1	0	0	4	2	1	8449
2	6	19	0	0	0	4	0	0	2	1	1	1	0	2	0	1	0	4	1	0	0	4	2	1	9639
2	6	19	0	0	0	1	0	0	2	1	1	1	0	2	0	1	0	4	1	0	0	4	2	1	9989
2	6	19	0	0	0	4	0	0	2	1	1	1	0	2	0	1	0	4	1	0	0	4	2	1	11199
2	6	19	0	0	0	1	0	0	2	1	1	1	0	2	0	1	0	4	1	0	0	4	2	1	11549
2	6	19	0	0	0	0	0	0	2	1	1	3	1	2	0	1	0	4	1	0	0	4	2	1	17669
4	5	19	0	0	1	2	1	0	4	1	2	2	2	2	0	0	0	3	1	0	5	3	6	7	8948
4	5	19	1	1	1	2	1	0	4	1	2	2	2	2	0	2	6	3	1	3	5	6	6	7	10698
4	5	19	0	0	1	1	1	0	4	1	2	2	2	2	0	0	0	3	1	0	5	3	2	7	9988
4	5	19	0	0	1	2	1	0	4	1	2	2	2	2	0	0	0	3	1	0	5	3	2	7	10898
4	5	19	0	0	1	1	1	0	4	1	2	2	2	2	0	0	0	3	1	0	5	3	2	7	11248
0	3	19	0	0	0	1	0	0	4	8	4	1	1	0	1	7	0	3	1	0	1	7	1	0	16558
0	3	19	0	0	0	1	0	0	4	8	4	1	1	0	1	7	0	3	1	0	1	7	1	0	15998
4	4	19	0	0	1	2	0	0	3	8	2	2	3	0	1	7	0	3	1	0	1	7	1	0	15690
4	0	19	0	0	1	3	0	0	3	8	2	2	3	0	1	1	0	3	1	0	1	7	1	0	15750
2	0	20	1	0	0	2	1	0	2	0	1	4	7	2	0	2	6	6	1	3	4	4	5	4	7775
2	0	20	0	0	0	2	1	0	2	0	1	4	7	2	0	2	0	2	1	0	5	7	2	7	7975
2	4	20	1	0	1	2	1	0	2	0	1	4	2	2	0	2	6	6	1	3	4	4	5	4	7995
2	4	20	0	0	1	2	1	0	2	0	1	4	7	2	0	2	0	2	1	0	5	7	2	7	8195
2	4	20	0	0	1	2	1	0	2	0	1	4	2	2	0	2	0	2	1	0	5	7	2	7	8495
2	4	20	1	1	1	2	1	0	2	0	1	4	2	2	0	2	6	6	1	3	4	6	5	5	9495
2	4	20	0	0	1	2	1	0	2	0	1	4	2	2	0	2	0	2	1	0	0	1	2	7	9995
0	0	20	0	0	0	0	1	0	1	5	0	4	7	2	0	2	0	2	1	1	5	1	2	1	11595
0	8	20	0	0	0	1	1	0	1	7	0	6	7	2	0	2	0	2	1	1	5	1	2	1	9980
3	0	20	0	0	1	2	1	0	4	1	2	4	0	2	2	0	0	2	1	1	0	1	1	0	13295
3	0	20	1	1	1	2	1	0	4	1	2	4	0	2	0	2	6	6	1	3	4	6	8	6	13845
3	0	20	0	0	1	3	1	0	4	8	2	4	0	2	0	2	0	2	1	0	5	1	2	1	12290
5	4	21	0	0	1	2	0	0	3	2	2	5	1	2	0	1	0	7	3	0	0	1	0	1	12940
4	5	21	0	0	1	3	0	0	3	2	2	8	1	2	0	1	0	7	3	0	0	1	0	1	13415
5	4	21	0	0	1	2	0	0	3	2	2	5	1	2	0	1	0	7	3	0	0	1	2	1	15985
4	5	21	0	0	1	3	0	0	3	2	2	8	3	2	0	1	0	7	3	0	0	1	2	1	16515
5	4	21	0	1	1	2	0	0	3	2	2	5	3	2	0	0	0	4	3	1	1	0	1	2	18420
4	5	21	0	1	1	3	0	0	3	2	2	8	3	2	0	0	0	4	3	1	1	0	1	2	18950
4	4	21	0	0	1	2	0	0	5	2	9	4	1	2	0	1	0	7	3	0	0	1	0	1	16845
4	4	21	0	1	1	2	0	0	5	2	9	4	3	2	0	1	0	7	3	0	1	7	1	0	19045
4	4	21	0	0	1	2	0	0	5	2	9	4	1	1	1	7	0	4	2	0	2	1	1	2	21485
4	4	21	1	1	1	2	0	0	5	2	9	4	3	2	1	1	6	6	1	3	0	4	2	0	22470
4	4	21	0	1	1	2	0	0	5	2	9	4	3	2	0	1	0	7	3	0	0	1	1	0	22625
