2	3	4	7	437.31
4	0	4	6	477.03
3	0	1	6	456.57
1	1	4	8	440.03
5	5	0	0	466.24
1	6	0	1	440.21
0	0	4	0	475.17
5	5	1	6	466.95
3	0	0	4	457.81
7	3	1	1	433.34
0	5	4	6	485.19
6	6	2	8	450.96
1	6	0	8	446.05
6	2	1	0	449.23
5	0	2	1	469.31
4	0	3	4	479.01
2	4	1	2	432.46
3	0	1	6	458.59
1	2	5	6	440.13
1	4	4	4	442.9
2	3	1	1	432.43
6	1	4	1	455.07
8	4	0	2	431.99
7	3	1	7	439.22
2	8	0	1	433.14
0	0	3	8	483.95
7	4	0	6	427.94
2	2	5	7	435.61
4	0	0	6	478.29
1	2	2	8	453.08
4	0	0	0	463.14
0	0	3	0	480.96
5	0	3	1	460.38
1	3	1	0	437.19
0	5	1	3	478.02
3	5	3	4	456.07
7	4	4	7	434.01
4	0	4	1	476.99
7	3	1	8	435.31
2	3	1	4	432.85
6	1	4	1	453.8
2	4	8	8	431.33
7	8	1	8	431.69
1	3	2	4	435.66
9	0	2	4	488.05
7	4	0	7	429.13
5	2	4	1	464.09
5	5	3	4	465.61
0	0	0	0	479.23
4	0	1	3	472.32
0	0	3	4	487.57
6	5	0	7	449.08
4	7	2	8	477.38
4	0	0	1	474.16
6	2	0	8	454.25
7	3	5	6	429.85
5	0	4	0	462.98
2	3	1	0	434.04
3	0	4	7	470.84
0	7	6	4	488.65
4	0	3	8	473.94
7	3	2	1	437.42
3	0	2	0	457.12
5	0	6	6	457.49
6	2	1	4	443.41
6	1	2	4	445.27
1	6	0	0	436.74
0	0	4	1	487.33
7	3	1	8	434.43
1	4	0	1	437.14
2	1	0	6	439.96
7	6	0	7	442.58
1	4	1	8	436.88
2	5	1	7	441.94
1	3	0	3	438.62
4	0	0	3	470.55
6	2	5	4	441.76
6	5	2	2	450.88
4	0	2	0	482.89
3	2	4	6	454.41
0	5	4	6	479.15
3	5	2	8	458.67
6	4	2	1	446.91
4	5	3	4	466.52
2	6	1	6	444.16
0	0	0	4	489.09
4	5	4	3	475.01
3	5	3	2	471.43
3	6	4	4	455.24
2	5	1	7	445.49
8	4	8	5	430.56
5	0	6	7	471.78
2	4	0	7	443.15
0	0	4	4	475
4	0	4	4	474.22
6	5	1	4	445.71
9	0	0	1	491.29
2	6	0	8	437.87
5	5	0	0	467.44
2	3	1	6	437.14
3	1	1	4	448.24
1	5	1	6	447.2
4	0	9	0	478.12
5	5	4	3	465.44
6	2	1	0	445.65
1	4	1	6	437.4
6	5	0	6	455.66
6	1	0	3	445.83
3	6	4	3	449.36
2	4	0	8	436.26
6	6	2	1	452.99
2	4	1	8	431.72
4	0	4	4	481.83
2	8	1	0	433.08
6	2	0	4	446.87
5	5	2	3	463.03
2	4	2	2	440.77
7	3	1	8	430.91
6	6	4	1	445.93
1	3	8	0	430.34
5	0	4	1	462.46
3	5	3	1	460.08
6	1	0	0	441.76
1	6	4	7	449.66
7	3	5	8	436.38
5	2	1	0	452.07
5	5	2	1	467.35
4	0	4	0	473.87
3	5	3	1	460.7
4	0	4	1	479.53
5	5	4	1	467.46
2	6	2	7	440.27
6	6	4	1	454.32
2	6	0	8	442.48
8	3	5	2	435.76
7	6	0	8	439.56
5	5	0	8	467
5	5	4	3	462.6
4	0	8	3	472.16
6	1	0	1	448.46
2	4	0	8	434.11
6	5	1	6	449.74
6	4	0	0	439.29
4	5	3	6	473.2
1	4	0	6	437.62
0	0	0	3	491.49
9	0	4	6	495.23
6	6	1	0	442.75
4	0	4	4	480.74
3	5	2	1	461.38
3	0	1	0	461.74
4	0	6	1	489.54
0	0	3	3	477.61
3	0	2	1	461.49
4	0	5	3	474.93
6	2	0	6	447.89
0	0	2	4	481.02
5	0	2	0	470.68
1	4	4	8	440.92
6	0	5	2	453.38
5	0	1	4	458.68
2	4	1	6	433.82
4	0	9	6	473.72
4	0	2	6	482.37
1	6	2	0	443.39
6	6	2	1	449.93
1	4	4	8	443.31
6	2	1	4	443.63
2	6	0	7	438.9
1	5	1	6	446.72
6	6	2	6	449.68
5	0	4	1	461.54
1	6	4	6	451.97
6	4	0	3	444.53
9	5	1	3	479.61
3	1	2	0	453.76
1	3	1	0	430.28
1	4	0	6	442.39
4	0	0	3	474.57
5	5	0	2	466.33
1	4	0	0	433.72
5	0	3	1	460.44
2	4	1	8	445.04
7	8	1	8	432.85
1	8	8	0	439.37
5	0	4	6	457.09
0	0	0	0	488.8
2	3	5	1	433.63
6	1	1	1	445.1
2	3	1	1	433.01
1	5	0	2	453.45
6	0	5	3	454.46
4	2	3	1	473.09
1	4	1	1	441.53
0	0	2	0	479.15
7	4	5	6	438.18
1	6	2	0	443.3
6	6	2	0	447.45
5	0	4	0	469.25
4	0	3	0	476.67
3	2	3	4	460.01
2	4	1	8	432.3
3	2	2	4	454.01
1	3	1	0	436.64
6	4	2	0	450.23
5	0	4	0	458.55
4	0	3	6	481.08
5	0	3	4	460.57
4	0	0	0	478.24
2	3	1	6	431.83
5	0	3	8	469.33
8	3	0	5	428.62
7	8	0	8	434.12
1	1	0	1	442.77
5	0	2	4	467.42
3	5	5	3	447.8
6	4	1	1	436.19
1	3	1	4	441.56
6	5	0	5	463.33
5	0	0	4	470.53
1	6	0	1	447.28
6	6	2	4	450.7
8	3	1	2	432.78
3	5	0	1	451.09
1	3	1	1	438.23
3	0	5	3	457.07
1	6	1	1	438.44
4	5	4	4	473.43
2	4	0	6	437.39
1	5	0	7	450.86
1	3	2	4	435.12
0	0	3	0	477.05
7	4	1	8	432.6
7	3	1	1	432.43
0	5	2	4	486.46
5	5	0	3	468.14
2	4	0	7	429.08
1	3	0	6	443.7
4	0	0	1	477.65
7	8	1	8	433.84
1	6	2	4	442.65
0	5	1	3	478.44
6	4	0	1	447.18
1	4	2	2	446.26
4	7	2	6	472.67
5	1	2	8	461.6
1	2	1	4	443.71
2	4	5	6	430.16
6	6	4	0	447.85
1	4	0	6	441.25
6	3	2	4	448.47
4	0	4	1	473.31
3	1	4	8	460.54
0	0	4	6	482.31
1	4	2	6	447.67
2	3	1	6	434.45
3	5	2	4	464.87
6	1	2	1	446.33
1	4	0	6	439
3	0	1	0	466.24
1	4	0	4	445.92
5	0	2	1	472.06
1	6	2	1	439.13
0	0	2	4	485.58
7	3	1	7	431.84
3	5	2	4	456.57
0	0	4	4	483.83
0	0	3	4	483.14
7	4	1	2	429.31
2	4	2	6	443.87
4	0	9	0	476.9
5	5	4	0	464.58
6	6	0	4	445.56
2	4	0	6	428.08
1	6	0	4	434.97
4	5	0	1	475.72
2	3	4	7	431.18
5	0	0	1	469.79
6	3	0	1	444
5	0	0	0	467.97
3	0	0	1	451.79
5	5	2	4	475.5
5	0	0	3	467.1
6	1	2	6	454.23
0	7	6	0	483.77
1	6	1	1	438.5
5	5	6	6	465.24
2	3	8	1	431.69
5	5	6	0	469.15
5	0	1	0	472.14
1	6	0	4	437.44
4	0	1	8	477.27
2	4	1	7	439.31
4	0	4	4	479.32
1	3	4	6	445.84
6	5	1	1	449.76
1	6	0	1	444.96
3	5	4	8	457.15
2	3	1	6	429.28
1	3	0	6	431.66
4	0	4	4	477.8
1	3	1	3	440.86
3	0	0	4	465.29
5	5	3	8	467
6	2	0	4	452
6	5	1	6	448.51
0	0	6	1	474.72
0	0	2	6	482.39
0	7	6	0	478.45
5	5	3	0	466.88
0	5	2	4	485.61
0	5	4	1	487.71
0	7	4	0	483.26
4	0	0	4	476.69
6	1	4	1	450.4
7	4	0	8	439.39
2	3	1	8	439.13
2	3	0	6	434.01
4	0	2	3	472.43
7	4	0	8	435.7
1	6	0	1	441.5
7	8	0	8	434.14
6	4	2	1	450.3
5	5	0	0	464.27
4	0	4	6	470.99
4	0	3	6	481.41
0	0	4	4	490.23
5	0	0	4	457.64
2	2	0	8	437.35
5	0	1	7	474.03
7	3	1	8	428.72
4	0	3	6	478.29
3	5	2	4	454.06
7	4	1	7	425.35
2	3	1	6	430.46
2	3	2	1	435.75
1	6	2	7	452.82
4	0	4	8	475.04
5	0	4	0	464.07
3	5	0	3	455.86
6	6	4	6	448.77
7	4	2	7	429.86
6	5	1	1	447.03
1	8	0	4	434.91
1	4	2	2	443.81
7	3	5	7	430.15
6	0	1	0	460.09
6	6	1	0	452.8
7	3	0	6	432.19
2	1	5	6	442.19
1	2	1	4	439.01
7	3	5	6	432.92
1	2	1	6	449.45
5	0	2	4	468.74
2	6	0	8	441.79
5	5	2	7	474.6
3	2	4	4	454.53
5	0	3	6	470.38
6	4	2	1	456.49
1	4	2	8	440.15
1	3	0	0	435.94
0	0	2	4	481.89
6	2	0	1	454.09
9	0	3	3	484.42
1	6	0	6	440.61
3	1	2	4	456.97
0	5	2	4	481.92
7	1	1	2	437.55
2	4	5	4	428.87
1	6	0	8	445.89
1	2	0	5	457.81
0	0	2	4	485.18
2	2	1	8	440.94
3	5	2	6	456.77
4	0	2	1	472.2
6	1	2	6	455.16
6	2	2	8	454.2
3	6	2	6	452.84
5	5	3	0	471.43
8	8	1	2	430.32
2	6	0	1	443.85
6	1	0	4	449.16
7	8	5	6	434.68
5	5	5	4	463.67
6	5	1	5	462.44
5	0	0	6	460.59
6	6	0	0	444.69
5	2	4	4	463.68
6	1	0	4	448.11
7	4	0	8	433.71
1	6	2	6	447.86
0	5	0	3	478.98
4	0	3	3	479.13
1	1	1	4	439.51
4	0	4	6	478.34
5	3	4	1	458.8
1	1	0	2	440.1
6	5	2	8	460.2
0	0	6	3	475.23
6	5	2	1	459.84
2	4	2	7	444.78
9	0	1	3	489.8
3	5	4	6	465.35
1	4	5	4	434.74
2	4	1	4	431.73
2	5	0	6	436.53
5	5	6	4	469.25
1	3	1	4	434.45
1	6	2	1	447.73
1	4	1	1	435.23
7	4	0	7	437.46
1	1	1	6	440.8
2	3	4	7	439.25
2	3	0	1	426.53
3	1	4	4	458.41
3	5	0	3	466.03
4	0	2	1	474.74
4	0	2	0	479.83
3	1	2	0	456.4
6	2	4	7	455.32
6	6	4	6	449.34
1	2	1	1	449.54
7	3	0	2	444.39
5	0	3	4	475.87
0	0	0	4	483.43
3	2	2	4	458.93
2	4	0	1	430.9
1	6	0	4	446.4
5	1	4	1	462.63
1	3	5	0	434.53
5	1	2	0	454.62
6	6	0	1	442.84
7	4	1	7	425.28
3	4	2	0	451.86
2	8	0	1	431.72
0	0	4	0	476.42
5	1	2	6	467.08
5	0	2	0	469.35
4	0	3	3	466.77
0	5	2	0	487.17
0	0	6	0	481.37
3	1	4	3	450.02
5	0	5	3	466.85
1	4	2	7	440.92
7	3	5	8	434.64
6	6	0	0	442.5
6	4	0	6	443.93
2	6	2	7	440.26
5	0	4	1	473.67
5	0	5	4	466.45
2	4	0	8	432.18
5	5	1	0	463.5
2	3	1	1	434.24
1	3	1	0	432.88
1	6	4	1	452.26
1	3	0	0	438.64
3	2	5	0	450.23
0	0	2	3	483.31
0	0	4	4	485.1
5	0	0	4	470.84
6	1	2	1	450.25
7	3	1	6	432.52
5	5	2	4	465.6
2	3	0	1	429.92
5	5	2	0	474.27
4	0	4	4	472.7
2	3	0	4	435.46
2	4	2	2	436.47
2	6	0	7	443.75
2	3	1	1	430.81
6	4	1	8	444.98
7	4	1	7	435.53
5	2	4	3	463.35
1	5	1	7	450.48
1	4	0	8	447.83
3	0	0	4	467.22
1	3	0	6	438.69
6	5	0	8	452.75
0	0	3	4	486.4
2	4	1	8	441.22
2	6	0	2	449.1
3	5	1	4	452
4	5	1	0	473.54
1	4	0	2	440.07
4	5	0	1	468.29
3	2	0	6	458.67
5	5	1	3	468.87
1	6	0	1	438.73
5	5	0	0	472.28
5	5	3	0	469.06
3	5	1	4	453.79
3	2	4	3	460.64
5	5	0	4	462.67
1	6	2	4	444.34
1	3	0	0	437.67
2	3	1	4	427.2
4	5	0	0	474.68
7	4	4	2	438.41
5	5	2	4	471.17
3	4	5	4	446.98
0	0	0	0	483.04
2	3	0	6	432.26
5	0	4	4	464.02
4	0	3	3	468.37
3	5	2	1	459.87
3	6	2	4	455.53
1	3	0	1	435.88
0	0	0	3	490.76
1	4	1	6	442.45
5	0	4	6	475.86
4	7	6	1	477.51
7	3	1	8	439.16
1	1	2	6	445.51
1	2	4	1	449.11
0	0	6	3	474.51
5	5	1	0	462.55
9	0	2	4	490.78
1	4	0	6	438.08
5	5	4	3	462.21
1	4	1	4	440.75
1	6	0	6	437.72
4	0	4	6	476.12
3	5	4	6	469.13
1	6	2	6	446.58
1	1	2	1	444.05
6	1	2	1	455.5
4	0	1	6	472.04
2	3	0	1	435.93
1	3	1	4	432.49
6	6	4	6	441.2
1	4	2	6	447.84
1	5	0	7	442.13
7	8	1	8	435.31
6	6	0	4	454.25
5	5	2	6	464.33
1	6	0	0	441.77
4	0	4	0	464.81
1	6	2	6	439.73
7	3	0	8	435.4
1	6	4	7	443.77
2	6	1	7	440.27
0	0	0	3	482.31
0	5	2	0	483.62
2	3	1	3	431.16
2	3	1	1	428.24
6	1	2	4	453.28
6	6	4	6	454.65
5	7	2	8	467.61
1	6	4	6	449.48
7	4	1	5	435.56
6	2	0	2	457.57
6	1	2	6	445.9
4	5	3	4	482.34
1	4	0	1	448.58
4	0	1	8	475.46
5	0	2	6	463.17
6	2	5	1	446.56
4	0	4	6	476.97
6	2	1	0	446.66
6	6	2	4	446.62
6	2	0	3	446.63
1	4	2	7	447.85
5	0	4	4	466.2
6	2	0	7	449.66
3	5	1	4	454.47
1	1	2	8	438.82
2	6	2	2	443.61
6	6	0	4	446.7
3	0	1	6	457.17
6	4	2	1	447.05
3	0	8	1	461.58
5	5	4	0	464.79
5	5	3	0	466.24
4	0	3	1	483.66
1	6	3	6	447.06
2	4	0	8	445.31
1	3	1	3	437.65
2	4	1	8	437.76
1	6	1	1	438.09
8	3	0	9	428.54
6	6	4	1	455.51
2	6	0	4	438.95
4	5	0	4	477.32
4	5	0	6	475.08
4	0	2	4	475.51
1	3	0	4	430.79
1	3	1	0	427.77
2	3	0	1	439.2
6	6	0	4	448.56
7	4	2	2	432.44
1	6	2	1	447.26
1	2	1	4	442.47
5	5	2	4	466.15
4	0	0	4	478.37
4	0	6	1	469.53
4	0	4	7	473.84
2	3	2	7	442.23
4	5	4	4	474.45
6	6	4	0	448.58
6	4	5	1	440.97
1	4	2	7	445.82
1	4	2	7	443.88
2	4	0	6	441.08
3	1	2	0	452.1
3	5	2	4	455.35
5	2	1	0	462.46
4	0	4	1	476.92
1	6	0	1	442.47
6	6	2	4	448.84
2	4	0	6	440.45
7	6	2	7	437.61
5	5	3	0	464.88
6	6	2	1	447.26
5	0	5	1	467.96
4	0	2	0	471.49
1	4	0	1	433.46
3	4	0	4	454.85
4	7	4	6	473.33
4	5	3	6	477.22
1	3	0	4	441.66
3	2	2	3	457.74
2	4	1	8	440.52
2	4	0	7	440.74
1	3	0	1	438.2
7	3	1	8	431.17
7	4	1	6	430.11
3	2	2	6	457.44
7	4	2	9	430.8
5	0	3	6	469.62
8	4	5	5	435.1
5	5	3	4	472.55
1	1	1	6	443.62
3	1	2	1	453.83
1	4	4	6	433.71
4	5	2	6	475.33
2	4	1	2	430.48
3	5	2	6	452.21
1	2	1	8	445.09
4	0	4	4	480.84
5	0	2	1	466.51
5	5	1	3	470.82
1	4	0	8	436.51
4	5	3	0	482.63
2	4	2	7	440
1	6	0	4	436.67
2	3	1	6	431
4	5	4	4	481.09
3	2	3	8	467.23
5	0	0	4	465.67
7	3	0	7	443.72
1	2	0	1	451.11
3	5	2	1	458.5
5	5	6	6	465.93
2	3	0	8	435.51
4	0	0	6	477.22
2	3	0	8	436.87
3	0	5	6	459.06
6	6	4	0	445.22
2	3	0	1	430.42
5	2	1	3	466.08
7	4	0	6	436.16
4	5	2	1	479.64
6	6	2	4	443.58
8	3	5	7	430.05
6	5	1	7	448.65
6	0	0	2	455.5
1	4	0	8	442.69
1	5	1	7	442.96
4	0	4	4	481.59
0	7	2	0	483.12
5	0	5	0	472.46
4	0	4	4	481.46
4	0	3	4	480.38
4	5	2	1	477.74
5	5	3	4	465.49
0	5	2	4	484.21
3	0	5	7	455.29
2	4	2	7	436.02
4	0	2	0	463.03
5	0	2	1	469.02
3	0	2	4	466.56
2	2	1	7	436.75
7	3	0	8	433.1
2	3	8	4	433.53
2	4	1	1	437.95
0	0	3	3	471.38
1	3	0	1	435.05
7	3	0	8	434.88
9	5	1	3	479.91
4	5	4	0	472.45
4	0	1	0	477.8
5	1	4	4	467.05
4	0	2	4	471.05
3	0	1	8	458.75
7	3	5	2	439.14
7	3	1	2	436.95
1	3	1	0	434.6
1	2	1	4	441.45
2	4	0	1	446.17
3	4	4	1	451.94
3	1	2	6	458.25
6	4	5	0	446.05
7	6	0	8	442.88
6	6	4	6	452.5
6	1	2	4	445.44
4	5	6	3	470.82
3	5	0	1	458.66
2	6	0	7	440.3
2	4	1	7	428.42
7	4	2	8	426.79
2	6	0	6	437.06
7	4	1	1	434.75
5	0	1	3	472.36
2	4	5	6	426.69
8	8	0	8	430.87
1	6	4	6	451.01
2	6	2	8	438.83
7	8	0	1	432.35
1	4	0	6	433.89
0	0	4	6	483.3
7	3	1	1	437.55
6	4	0	0	446.87
5	0	0	4	471.91
1	6	1	8	449.79
7	4	8	7	426.9
3	5	4	8	464.13
0	0	4	0	491.38
7	3	2	7	426.46
2	6	0	6	438.22
2	3	0	7	430.12
4	7	6	1	480.31
3	5	2	6	455.63
7	3	1	8	429.15
3	5	0	4	451.75
2	6	0	7	441.68
1	2	2	8	454.2
6	4	1	4	436.7
4	5	1	0	474.97
3	2	0	3	456.25
2	3	5	0	431.24
4	0	4	3	465.8
3	5	1	7	463.29
3	6	4	4	453.5
0	0	4	8	481.51
0	0	3	4	483.92
2	3	1	6	428.88
1	4	0	8	441.9
4	0	2	0	473.76
2	3	0	6	436.9
1	6	4	7	444.71
3	0	5	8	458.94
6	2	1	0	445.35
1	2	2	6	454.44
1	4	0	0	434.24
7	4	0	8	425.48
1	3	0	0	432.82
4	0	6	0	477.49
7	4	0	6	434.76
2	4	0	5	436.96
6	1	2	4	447.28
5	0	4	4	470.88
7	8	1	1	430.81
4	9	1	3	471.19
1	4	2	1	440.01
3	0	7	4	463.09
5	0	4	4	454.14
5	0	5	3	467.96
6	6	1	1	445.77
7	3	0	8	434.43
5	0	0	0	461.12
6	4	0	3	442.51
0	0	4	1	478.31
4	0	4	7	471.33
5	5	4	3	476.67
3	5	2	1	468.87
3	2	0	3	451.38
6	1	4	4	446.7
6	2	5	4	449.59
5	5	4	4	466.75
5	0	2	4	458.26
5	7	4	1	471.55
3	0	2	1	471.46
5	5	0	4	464.5
5	0	3	1	460.95
1	2	0	7	443.67
7	3	5	1	430.32
2	3	1	1	433.09
7	4	1	6	430.7
4	5	3	3	478.66
6	4	2	1	446.37
6	6	0	0	445.21
5	7	2	8	468.94
3	5	1	0	458.18
7	3	0	7	431.23
2	4	2	8	447.06
0	0	0	3	484.19
2	8	8	1	433.35
4	5	4	3	474.32
4	7	3	4	474.17
1	3	0	0	440.46
1	6	0	1	443.93
4	0	2	0	479.2
7	4	0	7	429.99
3	4	0	4	446.34
1	6	4	1	442.25
1	3	0	4	439.93
2	4	2	7	439.84
5	0	2	1	464.81
2	6	0	8	442.25
9	5	2	0	477.78
6	2	1	3	446.57
6	5	0	8	448.27
0	0	6	4	480.38
6	1	4	8	455.79
0	5	1	3	476.61
4	0	2	3	472.11
3	5	2	8	466.73
2	3	1	1	430.72
5	0	2	1	465.64
7	4	1	6	430.81
6	2	0	0	450.25
1	3	0	0	438.51
6	5	2	0	452.11
2	3	1	1	434.59
1	4	2	8	440.09
2	4	0	2	427.21
5	5	2	8	469.5
0	0	4	4	483.56
6	6	0	3	437.9
3	4	5	3	450.33
7	6	0	2	437.35
2	4	0	7	442.11
1	4	2	8	440.75
1	6	0	1	436.36
6	4	2	1	442.18
4	0	4	0	475.9
7	4	0	7	429.38
4	0	2	4	476.71
1	1	0	1	443.06
1	3	0	0	435.66
2	3	1	3	431.47
2	4	2	6	438.47
1	3	2	6	440.05
1	6	2	8	444.71
4	0	3	1	484.96
9	0	0	4	481.29
4	0	4	0	464.12
5	2	3	8	457.92
3	0	0	6	465.64
3	5	3	6	457.53
5	0	4	4	464.07
0	5	0	0	479.95
3	0	0	6	464.95
2	4	2	6	435.36
6	1	0	6	457.89
5	0	4	0	459.23
1	4	0	0	433.99
6	4	1	8	445.39
1	1	0	1	442.03
7	4	2	2	431.97
4	0	0	4	477.38
5	0	2	1	471.23
1	3	2	0	429.84
1	4	0	1	440.58
1	1	0	2	439.55
7	4	0	6	440.74
5	0	7	3	467.84
9	0	3	4	488.58
1	6	4	7	446.04
3	6	2	4	454.78
2	4	0	7	436.25
6	4	2	1	447.28
2	4	2	5	432.88
5	5	2	4	462.16
4	0	4	1	478.06
7	3	2	2	439.81
7	8	1	8	434.01
6	2	5	0	444.64
4	0	1	1	477.53
6	6	4	6	452.21
2	3	1	8	429.02
2	3	0	1	428.87
4	0	4	0	477.73
4	0	3	4	477.52
5	5	1	6	456.83
6	3	1	3	441.99
5	5	2	0	471.73
4	0	6	4	477.62
1	1	2	6	447.49
6	2	1	0	446.22
4	5	4	0	473.59
0	0	4	4	484.45
5	0	5	4	465.72
2	4	1	6	427.67
4	0	1	0	478.02
3	2	1	3	451.94
2	6	0	6	444.82
3	5	4	1	461.96
1	2	5	6	443.02
1	4	2	2	447.12
2	4	4	7	433.13
6	6	4	6	453.94
3	0	8	6	459.1
4	0	2	4	471.68
6	6	2	1	449.87
6	0	5	8	456.87
0	0	2	0	477.38
6	6	2	1	448.51
9	0	0	0	488.63
5	0	3	7	471.97
0	0	4	4	480.07
3	5	2	2	464.66
3	1	4	1	437.14
4	0	3	0	474.67
6	5	2	4	444
5	5	1	0	462.58
2	4	1	1	437.75
5	5	0	0	469.52
