{4}	{4}	{1}	{1}	0	1	2	
{3}	{0}	{0}	{0}	0	1	2	
{3}	{2}	{0}	{0}	0	0	1	
{0}	{2}	{1}	{1}	0	1	2	
{1}	{0}	{0}	{0}	0	1	2	
{0}	{0}	{2}	{2}	0	0	0	
{1}	{2}	{2}	{3}	0	0	0	
{1}	{1}	{0}	{0}	0	1	2	
{3}	{4}	{2}	{3}	0	1	3	
{4}	{2}	{0}	{2}	0	0	1	
{3}	{0}	{2}	{2}	2	5	11	
{4}	{2}	{2}	{2}	2	5	11	
{3}	{2}	{1}	{2}	0	1	2	
{4}	{0}	{2}	{4}	0	1	3	
{4}	{1}	{1}	{1}	0	1	2	
{0}	{1}	{3}	{4}	0	0	0	
{3}	{3}	{2}	{4}	0	1	2	
{1}	{1}	{3}	{3}	1	2	4	
{1}	{3}	{2}	{2}	2	5	11	
{1}	{4}	{2}	{3}	0	1	2	
{4}	{0}	{3}	{3}	1	3	6	
{1}	{1}	{3}	{4}	1	2	5	
{2}	{3}	{0, 1, 2, 3}	{0}	0	1	3	
{3}	{4}	{2}	{4}	0	1	3	
{3}	{1}	{2}	{3}	0	1	3	
{0}	{3}	{2}	{4}	2	5	11	
{2}	{3}	{3}	{4}	2	5	10	
{0}	{3}	{1}	{1}	0	1	2	
{2}	{2}	{3}	{4}	2	4	8	
{4}	{1}	{0}	{0}	0	1	2	
{3}	{2}	{2}	{4}	0	0	1	
{3}	{1}	{1}	{1}	0	1	2	
{1}	{2}	{2}	{2}	2	5	11	
{0}	{2}	{2}	{2}	2	5	11	
{0, 1, 2, 3, 4}	{2}	{2}	{4}	0	0	0	
{4}	{4}	{2}	{2}	2	5	11	
{0}	{1}	{1}	{1}	0	1	3	
{0}	{2}	{2}	{3}	2	5	11	
{3}	{1}	{3}	{4}	2	5	10	
{1}	{3}	{2}	{4}	0	1	2	
{3}	{2}	{2}	{3}	0	0	1	
{3}	{2}	{0}	{4}	0	1	2	
{3}	{0}	{3}	{4}	2	5	10	
{3}	{2}	{3}	{4}	1	2	4	
{3}	{2}	{2}	{2}	2	5	11	
{3}	{4}	{3}	{4}	2	4	9	
{2}	{2}	{0}	{0}	0	1	2	
{4}	{3}	{0}	{0}	0	1	2	
{3}	{4}	{3}	{3}	1	2	4	
{0}	{1}	{0}	{0}	0	1	3	
{2}	{4}	{2}	{2}	0	1	2	
{0}	{0}	{1}	{1}	0	1	3	
{2}	{3}	{2}	{3}	0	1	3	
{4}	{1}	{2}	{3}	0	1	2	
{1}	{3}	{1}	{1}	0	1	2	
{4}	{3}	{2}	{4}	0	1	2	
{4}	{4}	{0}	{0}	0	1	2	
{1}	{0}	{2}	{4}	0	1	3	
{3}	{3}	{3}	{4}	1	2	5	
{0}	{0}	{2}	{3}	0	1	2	
{1}	{0}	{2}	{2}	2	5	11	
{4}	{0}	{3}	{4}	1	2	5	
{4}	{3}	{2}	{3}	0	0	0	
{4}	{4}	{3}	{4}	1	2	5	
{0}	{4}	{3}	{3}	2	5	10	
{1}	{2}	{3}	{4}	1	3	7	
{2}	{1}	{3}	{3}	2	5	10	
{4}	{4}	{3}	{3}	1	3	6	
{0}	{2}	{2}	{4}	0	0	0	
{1}	{2}	{0}	{0}	0	0	0	
{0}	{0}	{3}	{4}	0	0	1	
{2}	{0}	{3}	{3}	0	0	0	
{0}	{3}	{3}	{4}	2	5	10	
{4}	{1}	{2}	{4}	0	1	3	
{4}	{1}	{3}	{4}	1	2	4	
{0}	{3}	{2}	{2}	2	5	11	
{4}	{3}	{3}	{4}	1	3	6	
{2}	{3}	{2}	{2}	0	1	2	
{4}	{2}	{0}	{0}	0	0	0	
{2}	{2}	{3}	{3}	2	4	8	
{3}	{0}	{1}	{1}	0	1	2	
{1}	{4}	{3}	{3}	1	3	6	
{1}	{0}	{3}	{4}	1	2	5	
{3}	{1}	{2}	{2}	2	5	11	
{4}	{3}	{3}	{3}	1	3	6	
{4}	{2}	{1}	{1}	0	0	0	
